model,problem_id,W3,CCI,instance_contamination_score,contam_p75,contam_floor,cci_available,label
Gemini,SP_054,0,,0.5714,0.5,0.0,False,ambiguous
Gemini,SP_055,1,,0.5,0.5,0.0,False,mixed
Gemini,SP_056,1,,0.5,0.5,0.0,False,mixed
Gemini,SP_057,1,,0.5,0.5,0.0,False,mixed
Gemini,SP_058,1,,0.5,0.5,0.0,False,mixed
Gemini,SP_059,1,,0.5714,0.5,0.0,False,mixed
Gemini,SP_060,0,,0.5714,0.5,0.0,False,ambiguous
Gemini,SP_061,0,,0.5,0.5,0.0,False,ambiguous
Gemini,SP_062,0,0.0,0.5,0.5,0.0,True,retrieval_consistent
Gemini,SP_063,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_064,1,0.0,0.5,0.5,0.0,True,mixed
Gemini,SP_065,0,0.0,0.5,0.5,0.0,True,retrieval_consistent
Gemini,SP_066,1,0.3333333333333333,0.0,0.5,0.0,True,ambiguous
Gemini,SP_068,1,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_069,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Gemini,SP_070,1,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_071,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_072,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_073,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,WIS_001,0,,0.0,0.5,0.0,False,mixed
Gemini,WIS_002,0,,0.0,0.5,0.0,False,mixed
Gemini,WIS_003,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,WIS_004,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,WIS_005,0,,0.0,0.5,0.0,False,mixed
Gemini,WIS_006,0,,0.0,0.5,0.0,False,mixed
Gemini,WIS_007,0,,0.0,0.5,0.0,False,mixed
Gemini,WIS_009,0,,0.5455,0.5,0.0,False,ambiguous
Gemini,WIS_010,0,,0.0,0.5,0.0,False,mixed
Gemini,WIS_012,0,,0.5455,0.5,0.0,False,ambiguous
Gemini,WIS_013,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Gemini,WIS_014,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,WIS_015,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Gemini,WIS_016,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Gemini,WIS_017,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,WIS_018,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Gemini,WIS_019,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,WIS_020,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Gemini,WIS_021,0,,0.0,0.5,0.0,False,mixed
Gemini,WIS_022,0,,0.0,0.5,0.0,False,mixed
Gemini,WIS_023,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,WIS_024,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Gemini,WIS_025,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,WIS_026,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,WIS_027,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,WIS_028,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,WIS_029,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Gemini,WIS_030,0,,0.0,0.5,0.0,False,mixed
Gemini,WIS_031,0,,0.0,0.5,0.0,False,mixed
Gemini,WIS_032,0,,0.0,0.5,0.0,False,mixed
o4-mini,CC_01,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_02,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_03,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_031,0,,0.0,0.5,0.0,False,mixed
o4-mini,CC_032,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_033,1,,0.6875,0.5,0.0,False,mixed
o4-mini,CC_034,0,,0.0,0.5,0.0,False,mixed
o4-mini,CC_035,1,,0.6364,0.5,0.0,False,mixed
o4-mini,CC_036,0,,0.6667,0.5,0.0,False,ambiguous
o4-mini,CC_037,0,,0.5714,0.5,0.0,False,ambiguous
o4-mini,CC_038,0,,0.5556,0.5,0.0,False,ambiguous
o4-mini,CC_039,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_04,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_040,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_041,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_042,1,,0.5385,0.5,0.0,False,mixed
o4-mini,CC_043,0,,0.0,0.5,0.0,False,mixed
o4-mini,CC_044,1,,0.5,0.5,0.0,False,mixed
o4-mini,CC_045,1,,0.4545,0.5,0.0,False,ambiguous
o4-mini,CC_05,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_06,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_07,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_08,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_09,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,CC_10,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_001,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_002,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_003,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_004,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_005,0,,0.0,0.5,0.0,False,mixed
o4-mini,SP_019,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_020,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_021,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_023,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_024,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_026,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_027,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_028,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_029,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_030,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_031,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_032,1,,0.5833,0.5,0.0,False,mixed
o4-mini,SP_033,1,,0.5714,0.5,0.0,False,mixed
o4-mini,SP_034,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_035,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_036,1,,0.5714,0.5,0.0,False,mixed
o4-mini,SP_037,0,,0.5,0.5,0.0,False,ambiguous
o4-mini,SP_038,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_039,0,,0.0,0.5,0.0,False,mixed
o4-mini,SP_040,0,,0.0,0.5,0.0,False,mixed
o4-mini,SP_042,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_044,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_045,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_046,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_047,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_048,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_049,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_050,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_051,1,,0.5714,0.5,0.0,False,mixed
o4-mini,SP_052,1,,0.5714,0.5,0.0,False,mixed
o4-mini,SP_053,0,,0.0,0.5,0.0,False,mixed
o4-mini,SP_054,1,,0.5714,0.5,0.0,False,mixed
o4-mini,SP_055,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_056,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_057,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_058,0,,0.5,0.5,0.0,False,ambiguous
o4-mini,SP_059,1,,0.5714,0.5,0.0,False,mixed
o4-mini,SP_060,0,,0.5714,0.5,0.0,False,ambiguous
o4-mini,SP_061,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_062,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_063,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_064,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_065,1,,0.5,0.5,0.0,False,mixed
o4-mini,SP_066,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_068,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_069,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_070,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_071,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_072,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,SP_073,1,,0.0,0.5,0.0,False,ambiguous
o4-mini,WIS_001,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_002,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_003,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_004,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_005,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_006,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_007,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_009,0,,0.5455,0.5,0.0,False,ambiguous
o4-mini,WIS_010,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_012,0,,0.5455,0.5,0.0,False,ambiguous
o4-mini,WIS_013,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_014,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_015,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_016,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_017,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_018,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_019,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_020,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_021,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_022,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_023,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_024,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_025,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_026,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_027,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_028,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_029,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_030,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_031,0,,0.0,0.5,0.0,False,mixed
o4-mini,WIS_032,0,,0.0,0.5,0.0,False,mixed
