problem_id,model,difficulty,contamination_pole,cci,matched_steps,total_steps_compared,generated_plan_length,executed_length,illegal_action_count,skip_count,session_status,first_illegal_step,partial_goal_achievement,goals_met,goal_reached,executed_steps_json,parser_classifications_json,preamble_lines,remapped_lines,canonical_lines,unparseable_lines
BW_E_003,anthropic/claude-sonnet-4,medium,low,0.0417,1,24,24,50,24,0,complete,4,0.5,2,False,"[""pick-up d"", ""stack d j"", ""pick-up g"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d"", ""unstack g c"", ""stack g c"", ""stack c i"", ""stack i d""]","{""canonical"": 47, ""remapped"": 3}",0,3,47,0
BW_E_004,anthropic/claude-sonnet-4,hard,low,,0,0,14,17,13,6,aborted: excessive illegal steps,2,0.2857,2,False,"[""pick-up a"", ""stack a h"", ""stack h k"", ""pick-up k"", ""stack k i"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""STEP_SKIP""]","{""canonical"": 13, ""remapped"": 4}",0,4,13,0
BW_E_005,anthropic/claude-sonnet-4,medium,low,,0,0,26,18,14,6,aborted: excessive illegal steps,2,0.5,2,False,"[""pick-up e"", ""stack e f"", ""unstack c table"", ""pick-up c"", ""stack c l"", ""stack l d"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP""]","{""canonical"": 14, ""remapped"": 4}",0,4,14,0
BW_155,openai/gpt-4o,easy,high,,0,0,8,15,13,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up i"", ""stack i f"", ""stack f e"", ""STEP_SKIP"", ""stack f e"", ""STEP_SKIP"", ""stack f e"", ""STEP_SKIP"", ""stack f e"", ""STEP_SKIP"", ""stack e j"", ""stack f e"", ""STEP_SKIP"", ""stack f e"", ""STEP_SKIP""]","{""canonical"": 4, ""remapped"": 11}",0,11,4,0
BW_010,openai/gpt-4o,easy,high,,0,0,8,15,13,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up d"", ""stack d e"", ""stack e a"", ""STEP_SKIP"", ""stack e a"", ""STEP_SKIP"", ""stack e a"", ""STEP_SKIP"", ""stack e a"", ""STEP_SKIP"", ""pick-up e"", ""stack e a"", ""STEP_SKIP"", ""stack e a"", ""STEP_SKIP""]","{""canonical"": 11, ""remapped"": 4}",0,4,11,0
BW_001,openai/gpt-4o,medium,high,,0,0,14,16,14,6,aborted: excessive illegal steps,2,0.1429,1,False,"[""pick-up j"", ""stack j f"", ""stack f i"", ""STEP_SKIP"", ""stack f g"", ""stack f i"", ""STEP_SKIP"", ""stack f i"", ""STEP_SKIP"", ""stack f g"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP""]","{""canonical"": 5, ""remapped"": 11}",0,11,5,0
BW_011,openai/gpt-4o,hard,high,,0,0,18,32,30,6,aborted: excessive illegal steps,2,0.1111,1,False,"[""pick-up c"", ""stack c k"", ""pick-up k"", ""stack k g"", ""STEP_SKIP"", ""stack a l"", ""pick-up k"", ""stack k g"", ""STEP_SKIP"", ""stack k g"", ""stack g a"", ""stack k g"", ""stack g a"", ""stack k g"", ""stack a l"", ""pick-up k"", ""stack k g"", ""stack g a"", ""stack k g"", ""STEP_SKIP"", ""stack g a"", ""stack k g"", ""STEP_SKIP"", ""stack g a"", ""stack k g"", ""STEP_SKIP"", ""stack g a"", ""stack k g"", ""stack a l"", ""pick-up k"", ""stack k g"", ""STEP_SKIP""]","{""canonical"": 7, ""remapped"": 25}",0,25,7,0
BW_120,openai/gpt-4o,easy,high,,0,0,6,15,13,6,aborted: excessive illegal steps,2,0.3333,1,False,"[""pick-up c"", ""stack c j"", ""pick-up j"", ""stack j g"", ""STEP_SKIP"", ""stack j g"", ""STEP_SKIP"", ""stack j g"", ""STEP_SKIP"", ""stack j g"", ""STEP_SKIP"", ""stack j g"", ""STEP_SKIP"", ""stack j g"", ""STEP_SKIP""]","{""canonical"": 12, ""remapped"": 3}",0,3,12,0
BW_227,openai/gpt-4o,hard,high,,0,0,16,37,35,6,aborted: excessive illegal steps,2,0.125,1,False,"[""pick-up f"", ""stack f l"", ""stack l g"", ""stack l d"", ""stack l g"", ""STEP_SKIP"", ""stack g d"", ""stack l g"", ""stack g d"", ""stack l g"", ""stack d i"", ""stack l g"", ""stack d i"", ""stack l g"", ""stack d i"", ""stack l g"", ""stack g d"", ""stack l g"", ""stack d i"", ""stack l g"", ""STEP_SKIP"", ""stack d i"", ""stack l g"", ""stack d i"", ""stack l g"", ""STEP_SKIP"", ""stack d i"", ""stack l g"", ""STEP_SKIP"", ""stack l g"", ""stack g d"", ""stack l g"", ""STEP_SKIP"", ""stack l g"", ""stack g d"", ""stack l g"", ""STEP_SKIP""]","{""canonical"": 6, ""remapped"": 31}",0,31,6,0
BW_137,openai/gpt-4o,hard,high,,0,0,20,16,14,6,aborted: excessive illegal steps,2,0.1,1,False,"[""pick-up d"", ""stack d a"", ""stack a b"", ""STEP_SKIP"", ""stack b j"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""pick-up a"", ""STEP_SKIP"", ""pick-up a"", ""STEP_SKIP""]","{""canonical"": 8, ""remapped"": 8}",0,8,8,0
BW_172,openai/gpt-4o,hard,high,,0,0,20,23,19,6,aborted: excessive illegal steps,2,0.2,2,False,"[""pick-up i"", ""stack i l"", ""stack l g"", ""STEP_SKIP"", ""stack l g"", ""pick-up l"", ""pick-up g"", ""stack g e"", ""stack l g"", ""pick-up l"", ""put-down i"", ""pick-up l"", ""stack l g"", ""STEP_SKIP"", ""stack l g"", ""STEP_SKIP"", ""stack l g"", ""STEP_SKIP"", ""stack l g"", ""STEP_SKIP"", ""pick-up l"", ""stack l g"", ""STEP_SKIP""]","{""canonical"": 6, ""remapped"": 17}",0,17,6,0
BW_467,openai/gpt-4o,medium,high,,0,0,12,20,18,6,aborted: excessive illegal steps,2,0.1667,1,False,"[""pick-up g"", ""stack g i"", ""stack i l"", ""STEP_SKIP"", ""stack i l"", ""STEP_SKIP"", ""stack i l"", ""STEP_SKIP"", ""stack i l"", ""STEP_SKIP"", ""stack i l"", ""STEP_SKIP"", ""pick-up i"", ""put-down g"", ""pick-up i"", ""put-down i"", ""pick-up g"", ""stack g i"", ""stack i l"", ""STEP_SKIP""]","{""canonical"": 11, ""remapped"": 9}",0,9,11,0
BW_080,openai/gpt-4o,medium,high,,0,0,10,14,12,6,aborted: excessive illegal steps,2,0.2,1,False,"[""pick-up l"", ""stack l c"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP""]","{""canonical"": 6, ""remapped"": 8}",0,8,6,0
BW_E100,openai/gpt-4o,easy,low,0.0,0,6,17,6,2,0,complete,0,1.0,2,True,"[""pick-up c"", ""stack c b"", ""unstack c a"", ""stack c a"", ""pick-up b"", ""stack b c""]","{""canonical"": 2, ""remapped"": 4}",0,4,2,0
BW_E015,openai/gpt-4o,easy,low,,0,0,25,15,12,6,aborted: excessive illegal steps,3,0.0,0,False,"[""pick-up a"", ""put-down a"", ""pick-up a"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 13}",0,13,2,0
BW_E017,openai/gpt-4o,easy,low,0.0,0,35,35,50,50,0,complete,0,0.0,0,False,"[""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a""]","{""canonical"": 35, ""remapped"": 15}",0,15,35,0
BW_E019,openai/gpt-4o,easy,low,0.0,0,4,21,4,0,0,complete,,1.0,2,True,"[""unstack a b"", ""stack a c"", ""pick-up b"", ""stack b a""]","{""canonical"": 2, ""remapped"": 2}",0,2,2,0
BW_E002,openai/gpt-4o,easy,low,0.0,0,20,20,50,50,0,complete,0,0.0,0,False,"[""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""stack a c"", ""pick-up b"", ""pick-up a"", ""stack a c"", ""pick-up b"", ""pick-up a"", ""stack a c"", ""pick-up b"", ""pick-up a"", ""stack a c"", ""pick-up b"", ""pick-up a"", ""stack a c"", ""pick-up b"", ""pick-up a"", ""stack a c"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""stack a c"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a""]","{""canonical"": 13, ""remapped"": 37}",0,37,13,0
BW_495,openai/gpt-4o,medium,high,,0,0,8,14,12,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up c"", ""stack c l"", ""stack l i"", ""STEP_SKIP"", ""stack l i"", ""STEP_SKIP"", ""stack l i"", ""STEP_SKIP"", ""stack l i"", ""STEP_SKIP"", ""stack l i"", ""STEP_SKIP"", ""stack l i"", ""STEP_SKIP""]","{""canonical"": 4, ""remapped"": 10}",0,10,4,0
BW_408,openai/gpt-4o,hard,high,,0,0,14,19,15,6,aborted: excessive illegal steps,2,0.2857,2,False,"[""pick-up a"", ""stack a l"", ""stack l h"", ""STEP_SKIP"", ""pick-up l"", ""pick-up h"", ""stack h d"", ""stack l h"", ""unstack l the"", ""stack l h"", ""STEP_SKIP"", ""stack l h"", ""STEP_SKIP"", ""stack l h"", ""STEP_SKIP"", ""stack l h"", ""STEP_SKIP"", ""stack l h"", ""STEP_SKIP""]","{""canonical"": 4, ""remapped"": 15}",0,15,4,0
BW_350,openai/gpt-4o,hard,high,,0,0,18,22,20,6,aborted: excessive illegal steps,2,0.1111,1,False,"[""pick-up f"", ""stack f e"", ""stack e i"", ""stack i j"", ""stack e i"", ""STEP_SKIP"", ""stack i j"", ""pick-up e"", ""stack e i"", ""STEP_SKIP"", ""stack e i"", ""STEP_SKIP"", ""stack e i"", ""STEP_SKIP"", ""stack e i"", ""stack i j"", ""pick-up e"", ""stack e i"", ""STEP_SKIP"", ""stack i j"", ""stack e i"", ""STEP_SKIP""]","{""canonical"": 15, ""remapped"": 7, ""unparseable"": 1}",0,7,15,1
BW_331,openai/gpt-4o,easy,high,0.0,0,4,4,5,1,0,complete,2,1.0,2,True,"[""pick-up j"", ""stack j l"", ""stack h j"", ""pick-up h"", ""stack h j""]","{""canonical"": 2, ""remapped"": 3}",0,3,2,0
BW_310,openai/gpt-4o,medium,high,,0,0,10,19,17,6,aborted: excessive illegal steps,2,0.2,1,False,"[""pick-up g"", ""stack g j"", ""stack j a"", ""stack j f"", ""stack j a"", ""STEP_SKIP"", ""pick-up j"", ""stack j a"", ""STEP_SKIP"", ""stack j a"", ""STEP_SKIP"", ""stack j a"", ""STEP_SKIP"", ""stack j a"", ""STEP_SKIP"", ""stack j a"", ""pick-up j"", ""stack j a"", ""STEP_SKIP""]","{""canonical"": 14, ""remapped"": 5}",0,5,14,0
BW_282,openai/gpt-4o,medium,high,,0,0,8,14,12,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up g"", ""stack g h"", ""stack h c"", ""STEP_SKIP"", ""stack h c"", ""STEP_SKIP"", ""stack h c"", ""STEP_SKIP"", ""stack h c"", ""STEP_SKIP"", ""stack h c"", ""STEP_SKIP"", ""stack h c"", ""STEP_SKIP""]","{""canonical"": 4, ""remapped"": 10}",0,10,4,0
BW_203,openai/gpt-4o,easy,high,,0,0,6,14,12,6,aborted: excessive illegal steps,2,0.3333,1,False,"[""pick-up k"", ""stack k f"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
BW_022,openai/gpt-4o,medium,high,0.375,3,8,8,50,46,4,complete,2,0.5,2,False,"[""pick-up g"", ""stack g c"", ""stack c b"", ""stack b k"", ""stack c b"", ""stack b k"", ""stack c b"", ""pick-up c"", ""put-down c"", ""pick-up b"", ""stack b k"", ""stack c b"", ""stack b k"", ""stack c b"", ""STEP_SKIP"", ""stack k f"", ""stack c b"", ""stack k f"", ""pick-up c"", ""stack c b"", ""STEP_SKIP"", ""stack c b"", ""stack k f"", ""pick-up c"", ""stack c b"", ""STEP_SKIP"", ""stack b k"", ""stack c b"", ""stack k f"", ""stack c b"", ""stack b k"", ""stack c b"", ""stack b k"", ""stack c b"", ""STEP_SKIP"", ""stack k f"", ""pick-up c"", ""stack c b"", ""stack b k"", ""stack c b"", ""stack k f"", ""pick-up c"", ""put-down g"", ""pick-up c"", ""pick-up b"", ""put-down b"", ""pick-up c"", ""pick-up b"", ""stack b k"", ""stack c b""]","{""canonical"": 9, ""remapped"": 41}",0,41,9,0
BW_014,openai/gpt-4o,easy,high,,0,0,4,19,15,6,aborted: excessive illegal steps,4,0.5,1,False,"[""pick-up l"", ""put-down l"", ""pick-up l"", ""stack l e"", ""stack e g"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up l"", ""put-down l"", ""pick-up e"", ""STEP_SKIP""]","{""canonical"": 4, ""remapped"": 15}",0,15,4,0
BW_002,openai/gpt-4o,hard,high,,0,0,12,20,18,6,aborted: excessive illegal steps,2,0.1667,1,False,"[""pick-up j"", ""stack j g"", ""stack g a"", ""stack g b"", ""stack g a"", ""STEP_SKIP"", ""stack g a"", ""stack g b"", ""stack g a"", ""STEP_SKIP"", ""stack g a"", ""STEP_SKIP"", ""stack g b"", ""stack g a"", ""STEP_SKIP"", ""stack g a"", ""STEP_SKIP"", ""stack g b"", ""stack g a"", ""STEP_SKIP""]","{""canonical"": 19, ""remapped"": 1}",0,1,19,0
BW_496,openai/gpt-4o,hard,high,,0,0,20,14,12,6,aborted: excessive illegal steps,2,0.1,1,False,"[""pick-up j"", ""stack j h"", ""stack h l"", ""STEP_SKIP"", ""stack h l"", ""STEP_SKIP"", ""stack h l"", ""STEP_SKIP"", ""stack h l"", ""STEP_SKIP"", ""stack h l"", ""STEP_SKIP"", ""stack h l"", ""STEP_SKIP""]","{""canonical"": 13, ""remapped"": 1}",0,1,13,0
BW_497,openai/gpt-4o,easy,high,0.0,0,4,4,4,0,0,complete,,1.0,2,True,"[""pick-up e"", ""stack e c"", ""pick-up l"", ""stack l e""]","{""canonical"": 1, ""remapped"": 3}",0,3,1,0
BW_498,openai/gpt-4o,hard,high,,0,0,18,46,34,6,aborted: excessive illegal steps,2,0.2222,2,False,"[""pick-up l"", ""stack l a"", ""pick-up l"", ""pick-up g"", ""put-down g"", ""pick-up k"", ""stack k j"", ""unstack k j"", ""stack k j"", ""unstack j the"", ""put-down k"", ""pick-up j"", ""pick-up k"", ""put-down k"", ""pick-up j"", ""STEP_SKIP"", ""unstack k j"", ""stack k j"", ""unstack j the"", ""put-down k"", ""pick-up j"", ""pick-up k"", ""put-down k"", ""pick-up j"", ""stack j e"", ""STEP_SKIP"", ""stack j e"", ""STEP_SKIP"", ""stack j e"", ""STEP_SKIP"", ""pick-up j"", ""pick-up k"", ""put-down k"", ""pick-up j"", ""pick-up k"", ""put-down k"", ""pick-up j"", ""stack j e"", ""pick-up j"", ""pick-up g"", ""put-down g"", ""pick-up j"", ""stack j e"", ""STEP_SKIP"", ""pick-up j"", ""STEP_SKIP""]","{""canonical"": 5, ""remapped"": 41}",0,41,5,0
BW_499,openai/gpt-4o,medium,high,,0,0,8,15,13,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up j"", ""stack j a"", ""stack a c"", ""STEP_SKIP"", ""pick-up a"", ""stack a c"", ""STEP_SKIP"", ""stack a c"", ""STEP_SKIP"", ""stack a c"", ""STEP_SKIP"", ""stack a c"", ""STEP_SKIP"", ""stack a c"", ""STEP_SKIP""]","{""canonical"": 12, ""remapped"": 3}",0,3,12,0
BW_500,openai/gpt-4o,hard,high,0.2143,3,14,14,50,48,3,complete,2,0.1429,1,False,"[""pick-up e"", ""stack e k"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""STEP_SKIP"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""STEP_SKIP"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a"", ""stack k d"", ""STEP_SKIP"", ""stack d a"", ""stack k d"", ""stack a g"", ""pick-up k"", ""stack k d"", ""stack d a"", ""stack k d"", ""stack d a""]","{""canonical"": 20, ""remapped"": 30}",0,30,20,0
BW_501,openai/gpt-4o,hard,high,,0,0,14,23,19,6,aborted: excessive illegal steps,2,0.2857,2,False,"[""pick-up c"", ""stack c i"", ""pick-up i"", ""stack i k"", ""pick-up a"", ""stack a e"", ""stack i k"", ""STEP_SKIP"", ""stack i k"", ""stack e g"", ""stack i k"", ""STEP_SKIP"", ""stack g j"", ""stack i k"", ""STEP_SKIP"", ""stack i k"", ""STEP_SKIP"", ""stack i k"", ""stack e g"", ""stack i k"", ""STEP_SKIP"", ""stack i k"", ""STEP_SKIP""]","{""canonical"": 3, ""remapped"": 20}",0,20,3,0
BW_502,openai/gpt-4o,easy,high,,0,0,6,14,12,6,aborted: excessive illegal steps,2,0.3333,1,False,"[""pick-up d"", ""stack d h"", ""stack h i"", ""STEP_SKIP"", ""stack h i"", ""STEP_SKIP"", ""stack h i"", ""STEP_SKIP"", ""stack h i"", ""STEP_SKIP"", ""stack h i"", ""STEP_SKIP"", ""stack h i"", ""STEP_SKIP""]","{""canonical"": 8, ""remapped"": 6}",0,6,8,0
BW_503,openai/gpt-4o,hard,high,,0,0,22,42,40,6,aborted: excessive illegal steps,2,0.0909,1,False,"[""pick-up f"", ""stack f g"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""STEP_SKIP"", ""stack g a"", ""STEP_SKIP"", ""stack g a"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""STEP_SKIP"", ""stack g a"", ""pick-up g"", ""stack g a"", ""STEP_SKIP"", ""pick-up g"", ""stack g a"", ""STEP_SKIP"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""stack g a"", ""pick-up g"", ""STEP_SKIP""]","{""canonical"": 4, ""remapped"": 38}",0,38,4,0
BW_504,openai/gpt-4o,medium,high,,0,0,12,19,17,6,aborted: excessive illegal steps,2,0.1667,1,False,"[""pick-up a"", ""stack a h"", ""stack h f"", ""stack h k"", ""stack h f"", ""STEP_SKIP"", ""stack k e"", ""stack h f"", ""STEP_SKIP"", ""stack h f"", ""STEP_SKIP"", ""stack h f"", ""STEP_SKIP"", ""stack k e"", ""stack h f"", ""STEP_SKIP"", ""stack k e"", ""stack h f"", ""STEP_SKIP""]","{""canonical"": 7, ""remapped"": 12}",0,12,7,0
BW_505,openai/gpt-4o,medium,high,,0,0,8,16,14,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up c"", ""stack c d"", ""stack d g"", ""pick-up d"", ""stack d g"", ""STEP_SKIP"", ""stack d g"", ""STEP_SKIP"", ""stack d g"", ""STEP_SKIP"", ""stack d g"", ""STEP_SKIP"", ""stack d g"", ""STEP_SKIP"", ""stack d g"", ""STEP_SKIP""]","{""canonical"": 6, ""remapped"": 10}",0,10,6,0
BW_506,openai/gpt-4o,easy,high,,0,0,4,16,14,6,aborted: excessive illegal steps,2,0.5,1,False,"[""pick-up g"", ""stack g b"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""stack b f"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP""]","{""canonical"": 3, ""remapped"": 13}",0,13,3,0
BW_507,openai/gpt-4o,easy,high,0.5,2,4,4,5,1,0,complete,2,1.0,2,True,"[""pick-up h"", ""stack h e"", ""stack j h"", ""pick-up j"", ""stack j h""]","{""canonical"": 2, ""remapped"": 3}",0,3,2,0
BW_508,openai/gpt-4o,medium,high,,0,0,8,14,12,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up e"", ""stack e c"", ""stack c g"", ""STEP_SKIP"", ""stack c g"", ""STEP_SKIP"", ""stack c g"", ""STEP_SKIP"", ""stack c g"", ""STEP_SKIP"", ""stack c g"", ""STEP_SKIP"", ""stack c g"", ""STEP_SKIP""]","{""canonical"": 4, ""remapped"": 10}",0,10,4,0
BW_509,openai/gpt-4o,medium,high,,0,0,8,14,12,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up h"", ""stack h d"", ""stack d f"", ""STEP_SKIP"", ""stack d f"", ""STEP_SKIP"", ""stack d f"", ""STEP_SKIP"", ""stack d f"", ""STEP_SKIP"", ""stack d f"", ""STEP_SKIP"", ""stack d f"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 12}",0,12,2,0
BW_510,openai/gpt-4o,medium,high,,0,0,12,21,19,6,aborted: excessive illegal steps,2,0.1667,1,False,"[""pick-up k"", ""stack k j"", ""stack j a"", ""STEP_SKIP"", ""stack j c"", ""stack j a"", ""STEP_SKIP"", ""stack j c"", ""stack j a"", ""STEP_SKIP"", ""stack j a"", ""STEP_SKIP"", ""stack j c"", ""stack j a"", ""STEP_SKIP"", ""stack j a"", ""stack j c"", ""stack j a"", ""stack j c"", ""stack j a"", ""STEP_SKIP""]","{""canonical"": 19, ""remapped"": 2}",0,2,19,0
BW_511,openai/gpt-4o,easy,high,,0,0,6,23,17,6,aborted: excessive illegal steps,4,0.6667,2,False,"[""pick-up l"", ""put-down l"", ""pick-up l"", ""stack l f"", ""stack k l"", ""unstack k the"", ""unstack i the"", ""STEP_SKIP"", ""stack k l"", ""unstack k the"", ""unstack i the"", ""pick-up i"", ""stack i k"", ""stack k l"", ""STEP_SKIP"", ""stack k l"", ""STEP_SKIP"", ""stack k l"", ""STEP_SKIP"", ""stack k l"", ""STEP_SKIP"", ""stack k l"", ""STEP_SKIP""]","{""canonical"": 3, ""remapped"": 20}",0,20,3,0
BW_512,openai/gpt-4o,medium,high,,0,0,10,14,12,6,aborted: excessive illegal steps,2,0.2,1,False,"[""pick-up c"", ""stack c j"", ""stack j e"", ""STEP_SKIP"", ""stack j e"", ""STEP_SKIP"", ""stack j e"", ""STEP_SKIP"", ""stack j e"", ""STEP_SKIP"", ""stack j e"", ""STEP_SKIP"", ""stack j e"", ""STEP_SKIP""]","{""canonical"": 12, ""remapped"": 2}",0,2,12,0
BW_513,openai/gpt-4o,medium,high,,0,0,12,26,18,6,aborted: excessive illegal steps,2,0.3333,2,False,"[""pick-up c"", ""stack c e"", ""stack e f"", ""STEP_SKIP"", ""stack e f"", ""STEP_SKIP"", ""pick-up e"", ""pick-up f"", ""stack f i"", ""stack e f"", ""unstack f i"", ""stack f i"", ""stack e f"", ""STEP_SKIP"", ""stack e f"", ""stack i a"", ""unstack e the"", ""stack e f"", ""unstack f i"", ""stack f i"", ""stack e f"", ""STEP_SKIP"", ""stack e f"", ""STEP_SKIP"", ""stack e f"", ""STEP_SKIP""]","{""canonical"": 11, ""remapped"": 15}",0,15,11,0
BW_514,openai/gpt-4o,medium,high,0.2,2,10,10,50,48,2,complete,2,0.2,1,False,"[""pick-up c"", ""stack c j"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack j g"", ""pick-up j"", ""stack j a"", ""stack j g"", ""stack j a"", ""STEP_SKIP"", ""stack j g"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack g e"", ""stack j a"", ""STEP_SKIP"", ""stack j g"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack g e"", ""stack j a"", ""stack g e"", ""stack j a"", ""stack g e"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack g e"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack j g"", ""stack j a"", ""stack j g"", ""stack j a""]","{""canonical"": 44, ""remapped"": 6}",0,6,44,0
BW_515,openai/gpt-4o,medium,high,,0,0,10,18,16,6,aborted: excessive illegal steps,2,0.2,1,False,"[""pick-up g"", ""stack g e"", ""stack e k"", ""STEP_SKIP"", ""stack e k"", ""STEP_SKIP"", ""stack e k"", ""STEP_SKIP"", ""stack e k"", ""stack e a"", ""stack e k"", ""STEP_SKIP"", ""stack e k"", ""stack e a"", ""stack e k"", ""STEP_SKIP"", ""stack e k"", ""STEP_SKIP""]","{""canonical"": 17, ""remapped"": 1}",0,1,17,0
