model,problem_id,variant,layer,rank,logprob,cosine_to_gold_unembed,gold_content,gold_token_id,gold_token_decoded,gold_unigram_count,gold_token_id_rank_proxy,n_layers,sep_note
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,17,127661,-12.148019,-0.045203,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,18,122918,-12.050932,-0.039428,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,19,118516,-12.048904,-0.04039,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,20,121847,-12.097366,-0.041116,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,21,109011,-12.024359,-0.035128,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,22,109498,-12.094728,-0.040106,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,23,103926,-12.11195,-0.041463,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,24,97312,-12.118527,-0.042266,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,25,96831,-12.100348,-0.038746,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,26,89016,-12.10346,-0.037534,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,27,75980,-11.970531,-0.02756,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,28,66137,-11.947319,-0.026582,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,29,56781,-11.829029,-0.016162,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,30,42207,-11.699854,-0.008697,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_017,W3,31,1164,-12.332196,0.062423,922,20275,922,6,20275,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,0,46337,-11.758075,0.006724,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,1,69964,-11.763479,-0.001379,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,2,65441,-11.762686,0.001081,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,3,78366,-11.771155,0.001637,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,4,81613,-11.778971,-0.000476,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,5,117792,-11.845778,-0.014959,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,6,114331,-11.835582,-0.012108,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,7,108838,-11.82892,-0.011806,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,8,94318,-11.807438,-0.005724,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,9,92646,-11.80799,-0.007235,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,10,73278,-11.780678,0.007304,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,11,65531,-11.767653,0.008791,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,12,38300,-11.72039,0.014667,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,13,38587,-11.718561,0.013199,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,14,35190,-11.708314,0.011223,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,15,7173,-11.589235,0.022104,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,16,4230,-11.540421,0.022366,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,17,4418,-11.524035,0.020264,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,18,15826,-11.595815,0.005363,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,19,7633,-11.507499,0.011509,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,20,11386,-11.538835,0.00959,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,21,13752,-11.515698,0.005349,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,22,10934,-11.442784,0.007465,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,23,8012,-11.352863,0.009396,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,24,8159,-11.285891,0.007841,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,25,9192,-11.288784,0.005625,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,26,7172,-11.168466,0.008171,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,27,2342,-10.90958,0.01973,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,28,1032,-10.54796,0.028323,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,29,908,-10.479924,0.030846,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,30,357,-9.803368,0.047968,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,canonical,31,138,-9.390607,0.112279,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,0,44219,-11.757612,0.007187,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,1,65746,-11.76227,-0.000687,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,2,64924,-11.762462,0.00091,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,3,75532,-11.769423,0.002251,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,4,81287,-11.778433,-0.001141,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,5,120249,-11.853499,-0.017506,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,6,117812,-11.845073,-0.014828,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,7,108405,-11.827619,-0.011432,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,8,94345,-11.807492,-0.00556,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,9,90095,-11.803489,-0.005993,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,10,69353,-11.774272,0.00823,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,11,65249,-11.767394,0.009149,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,12,36583,-11.716946,0.015622,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,13,32062,-11.705234,0.015231,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,14,38111,-11.714979,0.010271,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,15,7046,-11.591726,0.0225,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,16,6195,-11.567284,0.019953,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,17,7992,-11.571234,0.017004,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,18,24075,-11.643359,0.001933,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,19,12961,-11.562943,0.007386,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,20,10441,-11.534138,0.011041,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,21,13751,-11.523897,0.006114,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,22,11409,-11.456551,0.007241,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,23,7607,-11.355199,0.010035,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,24,7547,-11.281946,0.008727,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,25,11640,-11.348189,0.003642,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,26,8566,-11.226243,0.00646,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,27,2367,-10.929298,0.019725,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,28,1196,-10.584072,0.027227,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,29,937,-10.504007,0.030725,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,30,356,-9.821268,0.047494,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_018,W3,31,115,-8.839727,0.115437,21,1691,21,22,1691,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,0,13232,-11.748299,0.017555,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,1,21877,-11.747965,0.012824,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,2,63229,-11.761688,0.000846,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,3,121352,-11.81341,-0.019039,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,4,100984,-11.799569,-0.007238,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,5,121593,-11.857902,-0.016936,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,6,125842,-11.883485,-0.023762,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,7,113551,-11.840856,-0.01275,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,8,105758,-11.829086,-0.00942,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,9,124779,-11.907571,-0.024821,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,10,118593,-11.881795,-0.013617,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,11,118542,-11.879612,-0.013708,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,12,89145,-11.808336,-0.003522,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,13,62192,-11.763278,0.004326,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,14,66273,-11.77237,0.000887,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,15,22180,-11.666176,0.011009,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,16,59281,-11.756804,-0.002153,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,17,67382,-11.777425,-0.00567,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,18,47038,-11.722734,-0.004576,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,19,22285,-11.620933,0.001962,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,20,33645,-11.668766,-0.000828,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,21,31088,-11.63983,-0.002184,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,22,16454,-11.519348,0.003245,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,23,4670,-11.303622,0.012593,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,24,2447,-11.122857,0.016799,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,25,2105,-11.082563,0.017689,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,26,520,-10.737814,0.028554,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,27,198,-10.476439,0.036306,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,28,226,-10.143192,0.038108,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,29,371,-10.127798,0.033995,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,30,196,-9.542646,0.044994,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,canonical,31,17,-7.526191,0.108708,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,0,17142,-11.749841,0.015103,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,1,27209,-11.750134,0.010086,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,2,72765,-11.765894,-0.001793,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,3,125009,-11.824345,-0.024051,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,4,106279,-11.807888,-0.008231,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,5,123189,-11.868622,-0.017841,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,6,126221,-11.892742,-0.024684,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,7,109409,-11.831866,-0.010154,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,8,106186,-11.829364,-0.00932,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,9,124952,-11.90884,-0.024863,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,10,124058,-11.916356,-0.01932,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,11,119576,-11.884807,-0.014032,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,12,89968,-11.810349,-0.003838,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,13,54011,-11.748275,0.007004,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,14,67587,-11.775251,0.00106,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,15,25283,-11.67705,0.009785,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,16,69894,-11.781622,-0.004321,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,17,81430,-11.81411,-0.00937,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,18,61722,-11.763449,-0.00881,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,19,38014,-11.685287,-0.004288,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,20,30808,-11.654932,-0.000744,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,21,19235,-11.568214,0.001634,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,22,9907,-11.440285,0.006455,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,23,2794,-11.212219,0.016191,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,24,700,-10.923203,0.027287,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,25,1039,-11.025748,0.023373,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,26,303,-10.668351,0.032871,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,27,168,-10.479361,0.037748,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,28,161,-10.100311,0.041748,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,29,931,-10.554825,0.025979,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,30,220,-9.678713,0.046292,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_019,W3,31,8,-4.371026,0.139949,3,18,3,153,18,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,0,21811,-11.751645,0.015708,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,1,16431,-11.745342,0.017971,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,2,32843,-11.747837,0.011312,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,3,78281,-11.770984,0.000536,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,4,57991,-11.757689,0.006291,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,5,117240,-11.842249,-0.014208,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,6,111826,-11.828029,-0.010673,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,7,106950,-11.824288,-0.010638,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,8,115011,-11.851192,-0.016144,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,9,95543,-11.814837,-0.008106,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,10,94736,-11.81756,-0.001843,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,11,99563,-11.826076,-0.004027,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,12,100638,-11.833884,-0.006995,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,13,68693,-11.775329,0.003043,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,14,61034,-11.761924,0.002425,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,15,52563,-11.743538,-0.001404,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,16,60647,-11.759892,-0.005543,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,17,40500,-11.704998,-0.00291,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,18,53350,-11.737797,-0.012655,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,19,31929,-11.65384,-0.006313,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,20,28415,-11.640697,-0.002419,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,21,10451,-11.490405,0.007889,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,22,6189,-11.375172,0.011771,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,23,4997,-11.283677,0.012206,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,24,2352,-11.096319,0.019138,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,25,4699,-11.169811,0.011294,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,26,1292,-10.834459,0.023895,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,27,1034,-10.733381,0.026433,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,28,1180,-10.543662,0.026564,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,29,586,-10.258798,0.034423,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,30,482,-9.900117,0.040689,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,canonical,31,87,-8.795133,0.106517,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,0,21125,-11.751361,0.015724,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,1,14463,-11.744205,0.019731,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,2,28106,-11.745165,0.012959,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,3,78345,-11.770889,0.000614,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,4,52758,-11.753349,0.008777,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,5,117455,-11.843889,-0.013824,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,6,108304,-11.82154,-0.008824,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,7,99797,-11.81238,-0.007431,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,8,109075,-11.835543,-0.012228,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,9,82185,-11.792948,-0.003048,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,10,85324,-11.801288,0.002454,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,11,100816,-11.830823,-0.003372,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,12,93800,-11.819174,-0.004363,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,13,63358,-11.765772,0.003826,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,14,60232,-11.760468,0.002029,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,15,44636,-11.726032,0.000736,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,16,59386,-11.757396,-0.005072,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,17,46262,-11.721223,-0.005055,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,18,49447,-11.724904,-0.010246,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,19,35656,-11.663395,-0.009213,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,20,25797,-11.61771,-0.003538,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,21,6419,-11.396779,0.010556,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,22,4586,-11.276154,0.012771,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,23,3422,-11.150413,0.015301,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,24,1380,-10.904177,0.025248,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,25,1514,-10.937871,0.023238,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,26,527,-10.544056,0.036079,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,27,385,-10.424589,0.038707,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,28,322,-10.146075,0.04228,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,29,130,-9.798594,0.053649,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,30,145,-9.207342,0.061841,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_020,W3,31,59,-5.696434,0.14265,24,1187,24,32,1187,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,0,10960,-11.747035,0.02242,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,1,28340,-11.750829,0.011822,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,2,58643,-11.759733,0.001988,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,3,80846,-11.77278,0.000356,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,4,84431,-11.781516,-0.001129,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,5,98809,-11.807064,-0.002599,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,6,97819,-11.805008,-0.003275,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,7,87560,-11.794376,-0.002242,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,8,82744,-11.790542,-0.001342,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,9,54513,-11.752419,0.005575,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,10,70261,-11.775757,0.005633,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,11,66289,-11.768862,0.007076,150,3965,150,27,3965,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_041,canonical,12,75926,-11.786343,0.001817,150,3965,150,27,3965,32,''
