problem_id,variant_type,model,behavioral_correct,raw_response,family,correct_answer,verify_family
BW_507,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up e
2. pick-up h
3. stack h e
4. pick-up j
5. stack j h",bw,"pick-up h
stack h e
pick-up j
stack j h",blocksworld
BW_507,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up e
2. unstack j h
3. unstack h e
4. put-down h
5. put-down e
6. put-down j",bw,"unstack j h
put-down j
unstack h e
put-down h",blocksworld
BW_508,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up b
2. stack b g
3. pick-up c
4. stack c g
5. pick-up g
6. stack g b
7. pick-up e
8. stack e c",bw,"pick-up b
stack b f
pick-up g
stack g b
pick-up c
stack c g
pick-up e
stack e c",blocksworld
BW_508,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up e
2. unstack e g
3. unstack g c
4. unstack c b
5. put-down c
6. unstack g f
7. put-down g
8. put-down e
9. put-down b",bw,"unstack e c
put-down e
unstack c g
put-down c
unstack g b
put-down g
unstack b f
put-down b",blocksworld
BW_509,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up h
2. stack h d
3. pick-up d
4. stack d f
5. pick-up f
6. stack f j
7. pick-up j
8. stack j i",bw,"pick-up j
stack j i
pick-up f
stack f j
pick-up d
stack d f
pick-up h
stack h d",blocksworld
BW_509,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up h
2. unstack h d
3. put-down d
4. pick-up f
5. unstack f j
6. put-down j
7. pick-up i
8. unstack i",bw,"unstack h d
put-down h
unstack d f
put-down d
unstack f j
put-down f
unstack j i
put-down j",blocksworld
BW_510,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a j
3. pick-up j
4. stack j c
5. pick-up c
6. stack c l
7. pick-up l
8. stack l h
9. pick-up h
10. stack h i
11. pick-up i
12. stack i k",bw,"pick-up h
stack h i
pick-up l
stack l h
pick-up c
stack c l
pick-up a
stack a c
pick-up j
stack j a
pick-up k
stack k j",blocksworld
BW_510,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up k
2. unstack k a
3. pick-up a
4. unstack a j
5. pick-up j
6. unstack j c
7. pick-up c
8. unstack c l
9. pick-up l
10. unstack l h
11. pick-up h
12. unstack h i
13. pick-up i
14. put-down i
15. put-down h
16. put-down l
17. put-down c
18. put-down j
19. put-down a
20. put-down k",bw,"unstack k j
put-down k
unstack j a
put-down j
unstack a c
put-down a
unstack c l
put-down c
unstack l h
put-down l
unstack h i
put-down h",blocksworld
BW_511,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up l
2. stack l k
3. pick-up k
4. stack k i
5. pick-up f
6. stack f l",bw,"pick-up l
stack l f
pick-up k
stack k l
pick-up i
stack i k",blocksworld
BW_511,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up i
2. unstack i k
3. pick-up k
4. unstack k l
5. pick-up l
6. unstack l f
7. put-down l
8. put-down k
9. put-down i",bw,"unstack i k
put-down i
unstack k l
put-down k
unstack l f
put-down l",blocksworld
BW_512,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. stack c j
3. pick-up j
4. stack j e
5. pick-up e
6. stack e h
7. pick-up h
8. stack h i
9. pick-up i
10. stack i f",bw,"pick-up i
stack i f
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up c
stack c j",blocksworld
BW_512,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. unstack c j
3. unstack j e
4. unstack e h
5. unstack h i
6. unstack i f
7. put-down j
8. put-down e
9. put-down h
10. put-down i
11. put-down f",bw,"unstack c j
put-down c
unstack j e
put-down j
unstack e h
put-down e
unstack h i
put-down h
unstack i f
put-down i",blocksworld
BW_513,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. stack c e
3. pick-up e
4. stack e f
5. pick-up f
6. stack f i
7. pick-up i
8. stack i a
9. pick-up a
10. stack a d
11. pick-up d
12. stack d l",bw,"pick-up d
stack d l
pick-up a
stack a d
pick-up i
stack i a
pick-up f
stack f i
pick-up e
stack e f
pick-up c
stack c e",blocksworld
BW_513,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. unstack c e
3. unstack e f
4. unstack f i
5. unstack i a
6. unstack a d
7. unstack d l
8. put-down c
9. put-down e
10. put-down f
11. put-down i
12. put-down a
13. put-down d
14. put-down l",bw,"unstack c e
put-down c
unstack e f
put-down e
unstack f i
put-down f
unstack i a
put-down i
unstack a d
put-down a
unstack d l
put-down d",blocksworld
BW_514,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. stack c j
3. pick-up j
4. stack j a
5. pick-up a
6. stack a g
7. pick-up g
8. stack g e
9. pick-up e
10. stack e b
11. pick-up b",bw,"pick-up e
stack e b
pick-up g
stack g e
pick-up a
stack a g
pick-up j
stack j a
pick-up c
stack c j",blocksworld
BW_514,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. unstack c j
3. unstack j a
4. unstack a g
5. unstack g e
6. unstack e b
7. put-down c
8. put-down j
9. put-down a
10. put-down g
11. put-down e
12. put-down b",bw,"unstack c j
put-down c
unstack j a
put-down j
unstack a g
put-down a
unstack g e
put-down g
unstack e b
put-down e",blocksworld
BW_515,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a d
3. pick-up d
4. stack d i
5. pick-up i
6. stack i a
7. pick-up a
8. stack a k
9. pick-up k
10. stack k e
11. pick-up e
12. stack e g",bw,"pick-up d
stack d i
pick-up a
stack a d
pick-up k
stack k a
pick-up e
stack e k
pick-up g
stack g e",blocksworld
BW_515,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up g
2. unstack g e
3. pick-up e
4. unstack e k
5. pick-up k
6. unstack k a
7. put-down a
8. pick-up d
9. unstack d i
10. put-down d
11. put-down e
12. put-down k
13. put-down g
14. put-down i",bw,"unstack g e
put-down g
unstack e k
put-down e
unstack k a
put-down k
unstack a d
put-down a
unstack d i
put-down d",blocksworld
BW_E002,canonical,meta-llama/Llama-3.1-8B-Instruct,True,"1. pick-up a
2. stack a c
3. pick-up b
4. stack b a",bw,"pick-up a 
stack a c 
pick-up b 
stack b a",blocksworld
BW_E002,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. unstack c b
3. put-down c
4. pick-up b
5. unstack b a
6. put-down b
7. pick-up a
8. put-down a",bw,"unstack b a
put-down b
unstack a c
put-down a",blocksworld
BW_E015,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. unstack c b
3. stack c a
4. put-down a
5. pick-up b
6. stack a b",bw,"unstack c b
put-down c
pick-up a
stack a b",blocksworld
BW_E015,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. unstack a b
3. put-down a
4. pick-up b
5. unstack b c
6. put-down b
7. stack c b",bw,"unstack a b
put-down a
pick-up c
stack c b",blocksworld
BW_E017,canonical,meta-llama/Llama-3.1-8B-Instruct,True,"1. pick-up a
2. stack a b
3. pick-up c
4. stack c a",bw,"pick-up a
stack a b
pick-up c
stack c a",blocksworld
BW_E017,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up b
2. unstack c b
3. put-down c
4. pick-up a
5. unstack b a
6. put-down a
7. pick-up b
8. put-down b",bw,"unstack c a
put-down c
unstack a b
put-down a",blocksworld
BW_E019,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up b
2. unstack a b
3. stack a c
4. put-down a
5. pick-up b
6. stack b a",bw,"unstack a b
stack a c
pick-up b
stack b a",blocksworld
BW_E019,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. unstack c b
3. put-down c
4. pick-up a
5. unstack a b
6. put-down a
7. pick-up b
8. put-down b",bw,"unstack b a
put-down b
unstack a c
stack a b",blocksworld
BW_E100,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. unstack c a
3. stack c b
4. stack b a",bw,"pick-up b
stack b c",blocksworld
BW_E100,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. unstack a c
3. put-down a
4. pick-up b
5. unstack b c
6. put-down b
7. stack c a",bw,"unstack b c
put-down b",blocksworld
BW_E_001,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a i
3. pick-up i
4. stack i c
5. pick-up c
6. stack c f
7. pick-up f
8. stack f j
9. pick-up j
10. stack j b",bw,"pick-up j
stack j b
pick-up f
stack f j
pick-up c
stack c f
pick-up i
stack i c
pick-up a
stack a i",blocksworld
BW_E_001,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a b
3. pick-up c
4. stack c a
5. pick-up b
6. stack b f
7. pick-up d
8. put-down d
9. pick-up e
10. stack e d
11. pick-up f
12. stack f e",bw,"pick-up e
stack e d
pick-up f
stack f e
pick-up b
stack b f
pick-up a
stack a b
pick-up c
stack c a",blocksworld
BW_E_002,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up b
2. stack b h
3. pick-up g
4. stack b g
5. pick-up i
6. stack g i
7. unstack h b
8. stack h g",bw,"pick-up g
stack g i
pick-up b
stack b g
pick-up h
stack h b",blocksworld
BW_E_002,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a b
3. pick-up c
4. stack c a
5. pick-up d
6. stack d b
7. unstack c a
8. stack c d",bw,"pick-up b
stack b d
pick-up a
stack a b
pick-up c
stack c a",blocksworld
BW_E_003,canonical,meta-llama/Llama-3.1-8B-Instruct,True,"1. pick-up d
2. stack d j
3. pick-up i
4. stack i d
5. pick-up c
6. stack c i
7. pick-up g
8. stack g c",bw,"pick-up d
stack d j
pick-up i
stack i d
pick-up c
stack c i
pick-up g
stack g c",blocksworld
BW_E_003,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a c
3. pick-up c
4. stack c e
5. pick-up e
6. stack e a
7. pick-up b
8. stack b d
9. pick-up d
10. stack d b",bw,"pick-up e
stack e a
pick-up c
stack c e
pick-up b
stack b c
pick-up d
stack d b",blocksworld
BW_E_004,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a h
3. pick-up h
4. stack h k
5. pick-up k
6. stack k i
7. pick-up i
8. stack i e
9. pick-up e
10. stack e d
11. pick-up d
12. stack d g
13. pick-up g
14. stack g l",bw,"pick-up g
stack g l
pick-up d
stack d g
pick-up e
stack e d
pick-up i
stack i e
pick-up k
stack k i
pick-up h
stack h k
pick-up a
stack a h",blocksworld
BW_E_004,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a f
3. pick-up b
4. stack b e
5. pick-up c
6. stack c b
7. pick-up d
8. stack d c
9. pick-up e
10. stack e g
11. pick-up f
12. stack f h
13. pick-up g
14. stack g a
15. pick-up h
16. put-down h
17. unstack g a
18. put-down g
19. unstack e g
20. put-down e
21. unstack d c
22. put-down d
23. unstack c b
24. put-down c
25. unstack b e
26. put-down b
27. unstack a f
28. put-down a",bw,"pick-up f
stack f h
pick-up a
stack a f
pick-up g
stack g a
pick-up e
stack e g
pick-up b
stack b e
pick-up c
stack c b
pick-up d
stack d c",blocksworld
BW_E_005,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. stack c l
3. pick-up l
4. stack l d
5. pick-up d
6. stack d e
7. pick-up e
8. stack e f",bw,"pick-up e
stack e f
pick-up d
stack d e
pick-up l
stack l d
pick-up c
stack c l",blocksworld
BW_E_005,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a b
3. pick-up b
4. stack b d
5. pick-up d
6. stack d e
7. pick-up e
8. stack e c
9. pick-up c
10. stack c b",bw,"pick-up e
stack e c
pick-up d
stack d e
pick-up b
stack b d
pick-up a
stack a b",blocksworld
GSM_001,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"20 * 0.9 = 18
66 * 0.5 = 33
18 + 33 = 51
51",gsm,51,gsm
GSM_001,W5,meta-llama/Llama-3.1-8B-Instruct,False,"20 + (51 - 18) / 0.5
= 20 + 33
= 53",gsm,86,gsm
GSM_002,canonical,meta-llama/Llama-3.1-8B-Instruct,False,18 + (2/3 * 18) = 18 + 12 = 30,gsm,30,gsm
GSM_002,W5,meta-llama/Llama-3.1-8B-Instruct,True,18,gsm,18,gsm
GSM_003,canonical,meta-llama/Llama-3.1-8B-Instruct,False,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,gsm,150,gsm
GSM_003,W5,meta-llama/Llama-3.1-8B-Instruct,False,50,gsm,75,gsm
GSM_004,canonical,meta-llama/Llama-3.1-8B-Instruct,False,52 * 2 * 6 * 150 = 93600,gsm,21600,gsm
GSM_004,W5,meta-llama/Llama-3.1-8B-Instruct,False,3660,gsm,150,gsm
GSM_005,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"60 * 7 = 420 minutes per day
420 * 6 = 2520 minutes per week for classes
1/7 * 2520 = 360 minutes per week for extra learning time
2520 + 360 = 2880 minutes per week
2880 / 60 = 48 hours per week",gsm,54,gsm
GSM_005,W5,meta-llama/Llama-3.1-8B-Instruct,False,60,gsm,7,gsm
GSM_006,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"To find the final value of Kayla's shares, we need to calculate the value after the first year and then the value after the second year.

Initial value of shares = 10 shares * €56 = €560

After the first year, the stock price increases by 30%:
New value = €560 + (30% of €560) = €560 + €168 = €728

After the second year, the stock price decreases by 25%:
New value = €728 - (25% of €728) = €728 - €182 = €546

The final value of Kayla's shares is €546.",gsm,546,gsm
GSM_006,W5,meta-llama/Llama-3.1-8B-Instruct,False,"Let's denote the original price per share as x.

After the first year, the price per share increased by 30%, so the new price per share is 1.3x.

After the second year, the price per share decreased by 25%, so the final price per share is 0.75(1.3x) = 0.975x.

Since Kayla has 10 shares, the total value of her shares is 10 * 0.975x = 546.

Now, we can solve for x:
10 * 0.975x = 546
9.75x = 546
x = 546 / 9.75
x = 55.85",gsm,56,gsm
GSM_007,canonical,meta-llama/Llama-3.1-8B-Instruct,False,2,gsm,30,gsm
GSM_007,W5,meta-llama/Llama-3.1-8B-Instruct,False,3,gsm,4,gsm
GSM_008,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"To solve this problem, we can use the formula for exponential growth:

A = P(1 + r)^t

Where:
A = final amount
P = initial amount (16 people)
r = growth rate (3 people per person per day)
t = time (3 days)

A = 16(1 + 3)^3
A = 16(4)^3
A = 16 * 64
A = 1024

However, this formula assumes that the growth is continuous. Since the growth is discrete (each person infects 3 others each day), we need to use a different approach.

Let's calculate the number of people infected each day:

Day 1: 16 people (initially infected) + 16 * 3 = 16 + 48 = 64 people
Day 2: 64 people (infected on Day 1) + 64 * 3 = 64 + 192 = 256 people
Day 3: 256 people (infected on Day 1 and 2) + 256 * 3 = 256 + 768 = 1024 people

However, this counts the people who were infected on Day 1 twice (once for each day they",gsm,1024,gsm
GSM_008,W5,meta-llama/Llama-3.1-8B-Instruct,False,1024 / 3^3 = 1024 / 27 = 37.93 (round down to 37.94 is not possible since you can't have a fraction of a person),gsm,16,gsm
GSM_009,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"To find the total number of eggs Nia eats in 108 days, we need to calculate the total number of eggs she eats in the first 84 days and the next 24 days, then add them together.

In the first 84 days, Nia eats 5 eggs a day for 84 days. 
5 eggs/day * 84 days = 420 eggs

In the next 24 days, Nia eats 7 eggs a day.
7 eggs/day * 24 days = 168 eggs

Total number of eggs = 420 + 168 = 588 eggs

Since 1 dozen = 12 eggs, we need to divide the total number of eggs by 12 to get the number of dozens.
588 / 12 = 49",gsm,49,gsm
GSM_009,W5,meta-llama/Llama-3.1-8B-Instruct,False,"Let's denote the initial number of eggs Nia eats per day as x. 

In the first 84 days, she eats 84x eggs. 
In the remaining 24 days, she eats 24 * 7 = 168 eggs.

The total number of eggs she eats is 49 * 12 = 588 (since 1 dozen = 12 eggs).

So, we can set up the equation: 84x + 168 = 588

Subtract 168 from both sides: 84x = 420

Divide both sides by 84: x = 5",gsm,5,gsm
GSM_010,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"60 + (4 * 60) + (6 * 4 * 60) + (0.5 * 6 * 4 * 60) + (0.25 * 0.5 * 6 * 4 * 60) = 
60 + 240 + 1440 + 360 + 180 = 2080",gsm,885,gsm
GSM_010,W5,meta-llama/Llama-3.1-8B-Instruct,False,"Let's denote the number of kernels that popped in the first 30 seconds as x.

In the first 30 seconds, x kernels pop.
In the next 30 seconds, 4x kernels pop.
In the third 30 seconds, 6x kernels pop.
In the fourth 30 seconds, the rate halves from the previous interval, so 3x kernels pop.
After removing from heat, a quarter of the final 30 seconds amount also pops, which is 3x/4 kernels.

The total number of kernels that popped is x + 4x + 6x + 3x + 3x/4 = 885.

To solve for x, we can multiply the entire equation by 4 to get rid of the fraction:
4x + 16x + 24x + 12x + 3x = 4 * 885
55x = 3540

Now, divide both sides by 55:
x = 3540 / 55
x = 64.36

Since the number of kernels must be a whole number, we round down to the nearest whole number because you can't have a fraction of a kernel.",gsm,60,gsm
GSM_011,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"To find out how much water Pavel has left, we need to calculate the total amount of water used for each type of cube and subtract that from the total amount of water he has.

Giant cubes: 8 * 12 = 96 grams
Medium cubes: 13 * 11 = 143 grams
Small cubes: 15 * 0.2 = 3 grams

Total water used: 96 + 143 + 3 = 242 grams

Water left: 328 - 242 = 86 grams.",gsm,86,gsm
GSM_011,W5,meta-llama/Llama-3.1-8B-Instruct,False,"8 * 12 = 96 
15 * 0.2 = 3 
13 * 11 = 143 
96 + 3 + 143 = 242 
86 + 242 = 328",gsm,328,gsm
GSM_012,canonical,meta-llama/Llama-3.1-8B-Instruct,False,29 + (7 * 52) - (6 * 52) = 29 + 364 - 312 = 81,gsm,81,gsm
GSM_012,W5,meta-llama/Llama-3.1-8B-Instruct,False,"Let's denote the original number of plants on each ledge as x.

Since Camila had an equal number of plants on each of her 52 window ledges, the total number of plants she had before receiving the new plants is 52x.

Two days ago, she received 29 new plants, so the total number of plants she had is 52x + 29.

Now, she has 81 plants in total. After giving away 6 plants from each ledge, the total number of plants she has is 52x - 6*52 = 52x - 312.

We can set up the equation: 52x + 29 = 81 + 312

52x + 29 = 393

52x = 364

x = 364 / 52

x = 7",gsm,7,gsm
GSM_013,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"To solve this problem, we need to first find Mia's speed on the beach and on the sidewalk. 

Let's assume her speed on the beach is x km/h. Then, her speed on the sidewalk is 2x km/h.

Since she walks 12 km on the beach, the time it takes her to walk on the beach is 12/x hours. Since she walks 12 km on the sidewalk, the time it takes her to walk on the sidewalk is 12/(2x) hours.

We are given that 60 minutes of her walk is spent on the beach. We need to convert this to hours: 60 minutes = 1 hour.

So, we can set up the equation: 12/x = 1.

Solving for x, we get x = 12 km/h.

Now, we can find the time it takes her to walk on the sidewalk: 12/(2x) = 12/(2*12) = 0.5 hours.

The total time it takes her to complete the entire 24-kilometer walk is 1 + 0.5 = 1.5 hours.

To convert this to minutes, we multiply by 60: 1.5 * 60 = 90",gsm,90,gsm
GSM_013,W5,meta-llama/Llama-3.1-8B-Instruct,False,"Let's denote the distance on the beach as x. 

Since she walks at twice the speed on the sidewalk as on the beach, her speed on the sidewalk is 2x.

Time on the beach = 60 minutes, time on the sidewalk = 90 - 60 = 30 minutes.

Since distance = speed * time, we can set up the following equations:

x / 60 = 2x / 30 (since distance on the beach = distance on the sidewalk)

Solving for x, we get:
x = 60 * 30 / 120
x = 15

Since distance on the beach = x = 15 km, and distance on the sidewalk = 2x = 30 km, the total distance is 15 + 30 = 45 km.",gsm,24,gsm
GSM_014,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"210 floors / 10 days = 21 floors per day
21 floors / 10 hours = 2.1 floors per hour
10 hours * 60 minutes = 600 minutes per day
2.1 floors * 20 minutes per floor = 42 minutes per day spent cleaning floors
(42 minutes / 600 minutes) * 100 = 7%",gsm,70,gsm
GSM_014,W5,meta-llama/Llama-3.1-8B-Instruct,False,"10 * 0.7 = 7 hours spent cleaning per day
7 hours * 60 minutes/hour = 420 minutes spent cleaning per day
420 minutes / 20 minutes/floor = 21 floors per day
21 floors/day * 10 days = 210 floors",gsm,210,gsm
GSM_015,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"To find the total amount Viktor will make, we need to round the prices of each plant to the nearest dollar and multiply by the number of bundles sold.

Tulips: $2.25 rounded to the nearest dollar is $2
Roses: $5.13 rounded to the nearest dollar is $5
Sunflowers: $5.47 rounded to the nearest dollar is $5

Now, let's calculate the total amount for each plant:
Tulips: 12 bundles * $2 = $24
Roses: 29 bundles * $5 = $145
Sunflowers: 37 bundles * $5 = $185

Now, let's add the total amount for each plant:
$24 + $145 + $185 = $354",gsm,354,gsm
GSM_015,W5,meta-llama/Llama-3.1-8B-Instruct,False,"To find the number of sunflowers sold, we first need to find the total amount of money made from selling tulips and roses. 

12 bundles of tulips at €2 per bundle is 12 * 2 = €24.
29 bundles of roses at €5 per bundle is 29 * 5 = €145.

Total money made from tulips and roses is 24 + 145 = €169.

Viktor made €354 in total. So, the money made from sunflowers is 354 - 169 = €185.

Since sunflowers are sold at €5 per bundle, we divide the total money made from sunflowers by 5 to find the number of bundles sold.
185 / 5 = 37.",gsm,37,gsm
GSM_016,canonical,meta-llama/Llama-3.1-8B-Instruct,False,120,gsm,5,gsm
GSM_016,W5,meta-llama/Llama-3.1-8B-Instruct,False,"120 * 3 * 5 = 1800 pounds of capacity per trip
6 * 4 = 24 pounds of wheat
12 * 5 = 60 pounds of cucumbers
18 * 15 = 270 pounds of corns
43 + 27 = 70 pounds of grocery and tools
24 + 60 + 270 + 70 = 324 pounds of other items
1800 - 324 = 1476 pounds of remaining capacity
32x = 1476
x = 1476 / 32
x = 46.25",gsm,43,gsm
GSM_017,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"To solve this problem, we need to find the total earnings for each day and then find the average.

Let's denote the number of boxes of cookies sold on Friday as C and the number of boxes of orange pie sold on Friday as P.

On Friday, Liam sold C boxes of cookies and P boxes of orange pie.
On Saturday, he sold C + 11 boxes of cookies and P - 13 boxes of orange pie.
On Sunday, he sold (C + 11) + (C + 11) boxes of cookies and (P - 13) + (P - 13) boxes of orange pie.

We know that on Saturday, he sold 22 boxes of orange pie, so P - 13 = 22.
P = 35

We also know that on Saturday, he sold 11 more boxes of cookies than on Friday, so C + 11 = C + 11.
This equation is true for any value of C, so we can't find a specific value for C.

However, we can find the total number of boxes of cookies and orange pie sold on each day.
On Friday, Liam sold C boxes of cookies and 35 - 13 = 22 boxes of orange pie.
On Saturday, he sold C",gsm,922,gsm
GSM_017,W5,meta-llama/Llama-3.1-8B-Instruct,False,"Let's denote the number of boxes of cookies sold on Friday as x. 

On Friday, Liam sold x boxes of cookies and (22 - 13) = 9 boxes of orange pie. 
On Saturday, he sold (x + 11) boxes of cookies and 22 boxes of orange pie. 
On Sunday, he sold (x + x + 11) boxes of cookies and (9 + 22) boxes of orange pie.

The total earnings from cookies on the three days is 3 * 922 = 2766. 
The total earnings from cookies is 12 * (x + x + 11 + x) = 12 * (3x + 11) = 36x + 132.

The total earnings from orange pie is 9 + 22 + (9 + 22) = 62. 
Let's denote the price of each box of orange pie as y. 
The total earnings from orange pie is 62y.

The total earnings from cookies and orange pie is 2766. 
So, 36x + 132 + 62y = 2766.

The total number of boxes of cookies sold is x + (x + 11) + (x + x +",gsm,21,gsm
GSM_018,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"To find the number of points Emma is sure to get, we need to calculate the number of questions in each category and multiply it by the percentage she is sure to get.

Physics questions: 80 * 0.25 = 20
Algebra questions: 80 * 0.15 = 12
Chemistry and history questions: 80 * 0.60 = 48 (since 100% - 25% - 15% = 60%)
Chemistry questions: 48 / 2 = 24
History questions: 48 / 2 = 24

Emma is sure to get:
- 10% of 20 physics questions: 0.10 * 20 = 2
- 25% of 12 algebra questions: 0.25 * 12 = 3
- 1/3 of 24 chemistry questions: 24 * (1/3) = 8
- 1/3 of 24 history questions: 24 * (1/3) = 8

Total points: 2 + 3 + 8 + 8 = 21",gsm,21,gsm
GSM_018,W5,meta-llama/Llama-3.1-8B-Instruct,False,"Let's denote the total number of questions as x.

Physics makes up 25% of the quiz, so the number of physics questions is 0.25x.
Algebra makes up 15% of the quiz, so the number of algebra questions is 0.15x.
The remaining questions are equally divided between chemistry and history, so the number of chemistry and history questions is (x - 0.25x - 0.15x)/2 = 0.1x.

Emma gets 10% of physics questions correct, so she gets 0.1 * 0.25x = 0.025x physics questions correct.
Emma gets 25% of algebra questions correct, so she gets 0.25 * 0.15x = 0.0375x algebra questions correct.
Emma gets 1/3 of chemistry questions correct, so she gets (1/3) * 0.1x = 0.0333x chemistry questions correct.
Emma gets 1/3 of history questions correct, so she gets (1/3) * 0.1x = 0.0333x history questions correct.

The total number of questions Emma gets correct is 0.025x +",gsm,80,gsm
GSM_019,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"To solve this problem, we need to calculate the total time Tariq watched TV and subtract the time he watched on other days to find out how much time he spent on Sunday.

Friday and Saturday: 2 nights * 3 hours/night = 6 hours
Monday: 4 hours + 0.25 hours = 4.25 hours
Tuesday: 4 * 2 hours = 8 hours
Wednesday: 3 * 0.5 hours = 1.5 hours

Total time watched on other days: 6 + 4.25 + 8 + 1.5 = 19.75 hours

Total time watched: 22 hours
Time watched on Sunday: 22 - 19.75 = 2.25 hours

Since each episode is 45 minutes, we need to convert 2.25 hours to minutes: 2.25 * 60 = 135 minutes
Now, we need to find out how many 45-minute episodes fit into 135 minutes: 135 / 45 = 3",gsm,3,gsm
GSM_019,W5,meta-llama/Llama-3.1-8B-Instruct,False,"45 * 3 = 135 minutes
135 + (3 * 180) = 135 + 540 = 675 minutes
675 + (4 * 240) = 675 + 960 = 1635 minutes
1635 + (3 * 30) = 1635 + 90 = 1725 minutes
1725 + 15 = 1740 minutes
1740 / 60 = 29 hours",gsm,22,gsm
GSM_020,canonical,meta-llama/Llama-3.1-8B-Instruct,False,Ava finds 3 eggs. Quinn finds 6 * 3 = 18 eggs. Sophia finds 18 - 3 = 15 eggs. Esteban finds 15 / 5 = 3 eggs. Quinn and Ava combined find 3 + 18 = 21 eggs. Fatima finds 21 + 12 = 33 eggs. Total eggs found is 3 + 18 + 15 + 3 + 33 = 72. Total eggs hidden is 12 * 10 = 120. Eggs still hidden is 120 - 72 = 48.,gsm,24,gsm
GSM_020,W5,meta-llama/Llama-3.1-8B-Instruct,False,"To solve this problem, we need to break it down step by step.

1. Ava found 3 eggs.
2. Quinn found 6 times as many as Ava, so Quinn found 6 * 3 = 18 eggs.
3. Sophia found 3 less than Quinn, so Sophia found 18 - 3 = 15 eggs.
4. Esteban found 1/5 as many as Sophia, so Esteban found 15 / 5 = 3 eggs.
5. Fatima found three dozen eggs more than Quinn and Ava combined. Quinn and Ava found 3 + 18 = 21 eggs. Three dozen is 36, so Fatima found 21 + 36 = 57 eggs.
6. The total number of eggs found is 3 + 18 + 15 + 3 + 57 = 96 eggs.
7. Since 24 eggs are still hidden, the total number of eggs originally hidden is 96 + 24 = 120.
8. Since there are 12 eggs in a dozen, the number of dozen eggs originally hidden is 120 / 12 = 10.",gsm,10,gsm
