problem_id,variant_type,problem_text,correct_answer,problem_family,problem_subtype,instance_type,difficulty,contamination_pole,source,verifier_function,difficulty_params,notes
CC_037,W4,"FORMAL DEFINITION: π = ⟨D, S₀, S*, A⟩
DENOMINATIONS: D = {1, 10, 50, 100}
INITIAL STATE S₀: CurrentSum = 0
GOAL STATE S*: CurrentSum = 87
ACTIONS:
SelectCoin(c):
  Pre: c ∈ D, (CurrentSum + c) ≤ 87
  Effect: CurrentSum ← CurrentSum + c
TASK: Find shortest sequence of actions to reach CurrentSum = 87.
OUTPUT FORMAT:
Count: [integer]
Coins: [denomination1, denomination2, ...]","Count: 11
Coins: [50, 10, 10, 10, 1, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,high,procedural_seed_144159830436149841,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,10,50,100],""target"":87,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""textbook"",""greedy_answer"":""Count: 11\nCoins: [50, 10, 10, 10, 1, 1, 1, 1, 1, 1, 1]"",""difficulty_numeric"":9,""critical_step_index"":-1}",stage1_procedural_generation
CC_037,W6,"You have coins with the following denominations: [1, 110, 122, 123]. You need to make exact change for 119 using the minimum number of coins. You may use each denomination any number of times.
What is the minimum number of coins needed and which coins do you use?
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 10
Coins: [110, 1, 1, 1, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,high,procedural_seed_144159830436149841,verify_coinchange,"{""subtype"": ""CC"", ""denominations"": [1, 110, 122, 123], ""target"": 119, ""greedy_succeeds"": true, ""instance_type"": ""standard"", ""denomination_type"": ""textbook"", ""greedy_answer"": ""Count: 11\nCoins: [50, 10, 10, 10, 1, 1, 1, 1, 1, 1, 1]"", ""difficulty_numeric"": 9, ""critical_step_index"": -1}",stage1_procedural_generation | w6_seed=2305700574
CC_038,W1,"A cashier needs to give change for 24 units using the fewest coins possible. The available coin denominations are [1, 10, 50, 100]. Each denomination can be used multiple times. What is the minimum number of coins required, and which coins make up that change?
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]","Count: 6
Coins: [10, 10, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,high,procedural_seed_12269054952601075582,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,10,50,100],""target"":24,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""textbook"",""greedy_answer"":""Count: 6\nCoins: [10, 10, 1, 1, 1, 1]"",""difficulty_numeric"":7,""critical_step_index"":-1}",stage1_procedural_generation | manual_w1
CC_038,W2,"Given D = {1, 10, 50, 100} and target t = 24, find minimum coin count.","Count: 6
Coins: [10, 10, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,high,procedural_seed_12269054952601075582,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,10,50,100],""target"":24,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""textbook"",""greedy_answer"":""Count: 6\nCoins: [10, 10, 1, 1, 1, 1]"",""difficulty_numeric"":7,""critical_step_index"":-1}",stage1_procedural_generation
CC_038,W3,"You have stamps with the following stamp sizes: [1, 10, 50, 100]. You need to make exact change for the required the exact postage needed for a package using the minimum number of stamps. You may use each stamp sizes any number of times.
What is the minimum number of stamps needed and which stamps do you use?
Respond in this exact format:
Count: [integer]
stamps: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 6
Coins: [10, 10, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,high,procedural_seed_12269054952601075582,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,10,50,100],""target"":24,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""textbook"",""greedy_answer"":""Count: 6\nCoins: [10, 10, 1, 1, 1, 1]"",""difficulty_numeric"":7,""critical_step_index"":-1}","stage1_procedural_generation | {""chosen_context"": ""postage stamps"", ""unit_name"": ""stamp"", ""target_description"": ""the exact postage needed for a package""}"
CC_038,W4,"FORMAL DEFINITION: π = ⟨D, S₀, S*, A⟩
DENOMINATIONS: D = {1, 10, 50, 100}
INITIAL STATE S₀: CurrentSum = 0
GOAL STATE S*: CurrentSum = 24
ACTIONS:
SelectCoin(c):
  Pre: c ∈ D, (CurrentSum + c) ≤ 24
  Effect: CurrentSum ← CurrentSum + c
TASK: Find shortest sequence of actions to reach CurrentSum = 24.
OUTPUT FORMAT:
Count: [integer]
Coins: [denomination1, denomination2, ...]","Count: 6
Coins: [10, 10, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,high,procedural_seed_12269054952601075582,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,10,50,100],""target"":24,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""textbook"",""greedy_answer"":""Count: 6\nCoins: [10, 10, 1, 1, 1, 1]"",""difficulty_numeric"":7,""critical_step_index"":-1}",stage1_procedural_generation
CC_038,W6,"You have coins with the following denominations: [1, 10, 39, 43]. You need to make exact change for 66 using the minimum number of coins. You may use each denomination any number of times.
What is the minimum number of coins needed and which coins do you use?
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 6
Coins: [43, 10, 10, 1, 1, 1]",algorithmic,coin_change,standard,medium,high,procedural_seed_12269054952601075582,verify_coinchange,"{""subtype"": ""CC"", ""denominations"": [1, 10, 39, 43], ""target"": 66, ""greedy_succeeds"": true, ""instance_type"": ""standard"", ""denomination_type"": ""textbook"", ""greedy_answer"": ""Count: 6\nCoins: [10, 10, 1, 1, 1, 1]"", ""difficulty_numeric"": 7, ""critical_step_index"": -1}",stage1_procedural_generation | w6_seed=3530951695
CC_039,W1,"Given coins of denominations [1, 31, 41, 53], your task is to create exact change for 108 with the fewest coins possible. Each denomination can be used multiple times.
Find the minimum coin count required and specify which coins to use.
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 4
Coins: [53, 53, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_11382271867693084185,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,31,41,53],""target"":108,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 4\nCoins: [53, 53, 1, 1]"",""difficulty_numeric"":10,""critical_step_index"":-1}",stage1_procedural_generation
CC_039,W2,"Given D = {1, 31, 41, 53} and target t = 108, find minimum coin count.","Count: 4
Coins: [53, 53, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_11382271867693084185,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,31,41,53],""target"":108,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 4\nCoins: [53, 53, 1, 1]"",""difficulty_numeric"":10,""critical_step_index"":-1}",stage1_procedural_generation
CC_039,W3,"You have stamps with the following stamp sizes: [1, 31, 41, 53]. You need to make exact change for the required exact postage for a package requiring 108 cents using the minimum number of stamps. You may use each stamp sizes any number of times.
What is the minimum number of stamps needed and which stamps do you use?
Respond in this exact format:
Count: [integer]
stamps: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 4
Coins: [53, 53, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_11382271867693084185,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,31,41,53],""target"":108,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 4\nCoins: [53, 53, 1, 1]"",""difficulty_numeric"":10,""critical_step_index"":-1}","stage1_procedural_generation | {""chosen_context"": ""postage stamps"", ""unit_name"": ""stamp"", ""target_description"": ""exact postage for a package requiring 108 cents""}"
CC_039,W4,"FORMAL DEFINITION: π = ⟨D, S₀, S*, A⟩
DENOMINATIONS: D = {1, 31, 41, 53}
INITIAL STATE S₀: CurrentSum = 0
GOAL STATE S*: CurrentSum = 108
ACTIONS:
SelectCoin(c):
  Pre: c ∈ D, (CurrentSum + c) ≤ 108
  Effect: CurrentSum ← CurrentSum + c
TASK: Find shortest sequence of actions to reach CurrentSum = 108.
OUTPUT FORMAT:
Count: [integer]
Coins: [denomination1, denomination2, ...]","Count: 4
Coins: [53, 53, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_11382271867693084185,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,31,41,53],""target"":108,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 4\nCoins: [53, 53, 1, 1]"",""difficulty_numeric"":10,""critical_step_index"":-1}",stage1_procedural_generation
CC_039,W6,"You have coins with the following denominations: [1, 41, 45, 65]. You need to make exact change for 119 using the minimum number of coins. You may use each denomination any number of times.
What is the minimum number of coins needed and which coins do you use?
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 11
Coins: [65, 45, 1, 1, 1, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_11382271867693084185,verify_coinchange,"{""subtype"": ""CC"", ""denominations"": [1, 41, 45, 65], ""target"": 119, ""greedy_succeeds"": true, ""instance_type"": ""standard"", ""denomination_type"": ""novel"", ""greedy_answer"": ""Count: 4\nCoins: [53, 53, 1, 1]"", ""difficulty_numeric"": 10, ""critical_step_index"": -1}",stage1_procedural_generation | w6_seed=560079809
CC_040,W1,"Given coins of denominations [1, 11, 19, 41], your task is to create exact change for 30 with the fewest coins possible. Each denomination can be used multiple times.
Find the minimum coin count and specify which coins to use.
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 2
Coins: [19, 11]",algorithmic,coin_change,standard,medium,low,procedural_seed_7824674277218509647,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,11,19,41],""target"":30,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 2\nCoins: [19, 11]"",""difficulty_numeric"":8,""critical_step_index"":-1}",stage1_procedural_generation
CC_040,W2,"Given D = {1, 11, 19, 41} and target t = 30, find minimum coin count.","Count: 2
Coins: [19, 11]",algorithmic,coin_change,standard,medium,low,procedural_seed_7824674277218509647,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,11,19,41],""target"":30,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 2\nCoins: [19, 11]"",""difficulty_numeric"":8,""critical_step_index"":-1}",stage1_procedural_generation
CC_040,W3,"You have stamps with the following stamp sizes: [1, 11, 19, 41]. You need to make exact change for the required exact postage of 30 cents using the minimum number of stamps. You may use each stamp sizes any number of times.
What is the minimum number of stamps needed and which stamps do you use?
Respond in this exact format:
Count: [integer]
stamps: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 2
Coins: [19, 11]",algorithmic,coin_change,standard,medium,low,procedural_seed_7824674277218509647,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,11,19,41],""target"":30,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 2\nCoins: [19, 11]"",""difficulty_numeric"":8,""critical_step_index"":-1}","stage1_procedural_generation | {""chosen_context"": ""postage stamps"", ""unit_name"": ""stamp"", ""target_description"": ""exact postage of 30 cents""}"
CC_040,W4,"FORMAL DEFINITION: π = ⟨D, S₀, S*, A⟩
DENOMINATIONS: D = {1, 11, 19, 41}
INITIAL STATE S₀: CurrentSum = 0
GOAL STATE S*: CurrentSum = 30
ACTIONS:
SelectCoin(c):
  Pre: c ∈ D, (CurrentSum + c) ≤ 30
  Effect: CurrentSum ← CurrentSum + c
TASK: Find shortest sequence of actions to reach CurrentSum = 30.
OUTPUT FORMAT:
Count: [integer]
Coins: [denomination1, denomination2, ...]","Count: 2
Coins: [19, 11]",algorithmic,coin_change,standard,medium,low,procedural_seed_7824674277218509647,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,11,19,41],""target"":30,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 2\nCoins: [19, 11]"",""difficulty_numeric"":8,""critical_step_index"":-1}",stage1_procedural_generation
CC_040,W6,"You have coins with the following denominations: [1, 43, 58, 64]. You need to make exact change for 49 using the minimum number of coins. You may use each denomination any number of times.
What is the minimum number of coins needed and which coins do you use?
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 7
Coins: [43, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_7824674277218509647,verify_coinchange,"{""subtype"": ""CC"", ""denominations"": [1, 43, 58, 64], ""target"": 49, ""greedy_succeeds"": true, ""instance_type"": ""standard"", ""denomination_type"": ""novel"", ""greedy_answer"": ""Count: 2\nCoins: [19, 11]"", ""difficulty_numeric"": 8, ""critical_step_index"": -1}",stage1_procedural_generation | w6_seed=937315660
CC_041,W1,"Available coin denominations are: [1, 11, 23, 43]. Your task is to create exact change totaling 141 while minimizing the coin count. Each denomination can be used repeatedly.
Find the smallest coin count required and specify which coins are used.
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 5
Coins: [43, 43, 43, 11, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_18186292428688479561,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,11,23,43],""target"":141,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 5\nCoins: [43, 43, 43, 11, 1]"",""difficulty_numeric"":11,""critical_step_index"":-1}",stage1_procedural_generation
CC_041,W2,"Given D = {1, 11, 23, 43} and target t = 141, find minimum coin count.","Count: 5
Coins: [43, 43, 43, 11, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_18186292428688479561,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,11,23,43],""target"":141,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 5\nCoins: [43, 43, 43, 11, 1]"",""difficulty_numeric"":11,""critical_step_index"":-1}",stage1_procedural_generation
CC_041,W3,"You have stamps with the following stamp sizes: [1, 11, 23, 43]. You need to make exact change for the required exact postage for a package requiring 141 cents using the minimum number of stamps. You may use each stamp sizes any number of times.
What is the minimum number of stamps needed and which stamps do you use?
Respond in this exact format:
Count: [integer]
stamps: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 5
Coins: [43, 43, 43, 11, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_18186292428688479561,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,11,23,43],""target"":141,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 5\nCoins: [43, 43, 43, 11, 1]"",""difficulty_numeric"":11,""critical_step_index"":-1}","stage1_procedural_generation | {""chosen_context"": ""postage stamps"", ""unit_name"": ""stamp"", ""target_description"": ""exact postage for a package requiring 141 cents""}"
CC_041,W4,"FORMAL DEFINITION: π = ⟨D, S₀, S*, A⟩
DENOMINATIONS: D = {1, 11, 23, 43}
INITIAL STATE S₀: CurrentSum = 0
GOAL STATE S*: CurrentSum = 141
ACTIONS:
SelectCoin(c):
  Pre: c ∈ D, (CurrentSum + c) ≤ 141
  Effect: CurrentSum ← CurrentSum + c
TASK: Find shortest sequence of actions to reach CurrentSum = 141.
OUTPUT FORMAT:
Count: [integer]
Coins: [denomination1, denomination2, ...]","Count: 5
Coins: [43, 43, 43, 11, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_18186292428688479561,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,11,23,43],""target"":141,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 5\nCoins: [43, 43, 43, 11, 1]"",""difficulty_numeric"":11,""critical_step_index"":-1}",stage1_procedural_generation
CC_041,W6,"You have coins with the following denominations: [1, 20, 54, 67]. You need to make exact change for 52 using the minimum number of coins. You may use each denomination any number of times.
What is the minimum number of coins needed and which coins do you use?
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 14
Coins: [20, 20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_18186292428688479561,verify_coinchange,"{""subtype"": ""CC"", ""denominations"": [1, 20, 54, 67], ""target"": 52, ""greedy_succeeds"": true, ""instance_type"": ""standard"", ""denomination_type"": ""novel"", ""greedy_answer"": ""Count: 5\nCoins: [43, 43, 43, 11, 1]"", ""difficulty_numeric"": 11, ""critical_step_index"": -1}",stage1_procedural_generation | w6_seed=3346099898
CC_042,W1,"The available coin denominations are: [1, 13, 53]. Your task is to create exact change totaling 34 while using the fewest coins possible. Each denomination can be used multiple times.
Determine the minimum coin count required and specify which coins to use.
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 10
Coins: [13, 13, 1, 1, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_15328931404120803615,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,13,53],""target"":34,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 10\nCoins: [13, 13, 1, 1, 1, 1, 1, 1, 1, 1]"",""difficulty_numeric"":7,""critical_step_index"":-1}",stage1_procedural_generation
CC_042,W2,"Given D = {1, 13, 53} and target t = 34, find minimum coin count.","Count: 10
Coins: [13, 13, 1, 1, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_15328931404120803615,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,13,53],""target"":34,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 10\nCoins: [13, 13, 1, 1, 1, 1, 1, 1, 1, 1]"",""difficulty_numeric"":7,""critical_step_index"":-1}",stage1_procedural_generation
CC_042,W3,"You have stamps with the following stamp sizes: [1, 13, 53]. You need to make exact change for the required exact postage of 34 cents using the minimum number of stamps. You may use each stamp sizes any number of times.
What is the minimum number of stamps needed and which stamps do you use?
Respond in this exact format:
Count: [integer]
stamps: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 10
Coins: [13, 13, 1, 1, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_15328931404120803615,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,13,53],""target"":34,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 10\nCoins: [13, 13, 1, 1, 1, 1, 1, 1, 1, 1]"",""difficulty_numeric"":7,""critical_step_index"":-1}","stage1_procedural_generation | {""chosen_context"": ""postage stamps"", ""unit_name"": ""stamp"", ""target_description"": ""exact postage of 34 cents""}"
CC_042,W4,"FORMAL DEFINITION: π = ⟨D, S₀, S*, A⟩
DENOMINATIONS: D = {1, 13, 53}
INITIAL STATE S₀: CurrentSum = 0
GOAL STATE S*: CurrentSum = 34
ACTIONS:
SelectCoin(c):
  Pre: c ∈ D, (CurrentSum + c) ≤ 34
  Effect: CurrentSum ← CurrentSum + c
TASK: Find shortest sequence of actions to reach CurrentSum = 34.
OUTPUT FORMAT:
Count: [integer]
Coins: [denomination1, denomination2, ...]","Count: 10
Coins: [13, 13, 1, 1, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_15328931404120803615,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,13,53],""target"":34,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 10\nCoins: [13, 13, 1, 1, 1, 1, 1, 1, 1, 1]"",""difficulty_numeric"":7,""critical_step_index"":-1}",stage1_procedural_generation
CC_042,W6,"You have coins with the following denominations: [1, 39, 42]. You need to make exact change for 111 using the minimum number of coins. You may use each denomination any number of times.
What is the minimum number of coins needed and which coins do you use?
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 29
Coins: [42, 42, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_15328931404120803615,verify_coinchange,"{""subtype"": ""CC"", ""denominations"": [1, 39, 42], ""target"": 111, ""greedy_succeeds"": true, ""instance_type"": ""standard"", ""denomination_type"": ""novel"", ""greedy_answer"": ""Count: 10\nCoins: [13, 13, 1, 1, 1, 1, 1, 1, 1, 1]"", ""difficulty_numeric"": 7, ""critical_step_index"": -1}",stage1_procedural_generation | w6_seed=100570350
CC_043,W1,"With coins of denominations [1, 7, 13, 47], your task is to create exact change for 104 while minimizing the total coin count. Each denomination can be used repeatedly as needed.
Find the smallest number of coins required and specify which coins to use.
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 6
Coins: [47, 47, 7, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_13920058440444344349,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,13,47],""target"":104,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 6\nCoins: [47, 47, 7, 1, 1, 1]"",""difficulty_numeric"":10,""critical_step_index"":-1}",stage1_procedural_generation
CC_043,W2,"Given D = {1, 7, 13, 47} and target t = 104, find minimum coin count.","Count: 6
Coins: [47, 47, 7, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_13920058440444344349,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,13,47],""target"":104,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 6\nCoins: [47, 47, 7, 1, 1, 1]"",""difficulty_numeric"":10,""critical_step_index"":-1}",stage1_procedural_generation
CC_043,W3,"You have stamps with the following stamp sizes: [1, 7, 13, 47]. You need to make exact change for the required total postage needed for a package using the minimum number of stamps. You may use each stamp sizes any number of times.
What is the minimum number of stamps needed and which stamps do you use?
Respond in this exact format:
Count: [integer]
stamps: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 6
Coins: [47, 47, 7, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_13920058440444344349,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,13,47],""target"":104,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 6\nCoins: [47, 47, 7, 1, 1, 1]"",""difficulty_numeric"":10,""critical_step_index"":-1}","stage1_procedural_generation | {""chosen_context"": ""postage stamps"", ""unit_name"": ""stamp"", ""target_description"": ""total postage needed for a package""}"
CC_043,W4,"FORMAL DEFINITION: π = ⟨D, S₀, S*, A⟩
DENOMINATIONS: D = {1, 7, 13, 47}
INITIAL STATE S₀: CurrentSum = 0
GOAL STATE S*: CurrentSum = 104
ACTIONS:
SelectCoin(c):
  Pre: c ∈ D, (CurrentSum + c) ≤ 104
  Effect: CurrentSum ← CurrentSum + c
TASK: Find shortest sequence of actions to reach CurrentSum = 104.
OUTPUT FORMAT:
Count: [integer]
Coins: [denomination1, denomination2, ...]","Count: 6
Coins: [47, 47, 7, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_13920058440444344349,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,7,13,47],""target"":104,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 6\nCoins: [47, 47, 7, 1, 1, 1]"",""difficulty_numeric"":10,""critical_step_index"":-1}",stage1_procedural_generation
CC_043,W6,"You have coins with the following denominations: [1, 6, 21, 54]. You need to make exact change for 82 using the minimum number of coins. You may use each denomination any number of times.
What is the minimum number of coins needed and which coins do you use?
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 4
Coins: [54, 21, 6, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_13920058440444344349,verify_coinchange,"{""subtype"": ""CC"", ""denominations"": [1, 6, 21, 54], ""target"": 82, ""greedy_succeeds"": true, ""instance_type"": ""standard"", ""denomination_type"": ""novel"", ""greedy_answer"": ""Count: 6\nCoins: [47, 47, 7, 1, 1, 1]"", ""difficulty_numeric"": 10, ""critical_step_index"": -1}",stage1_procedural_generation | w6_seed=1536134431
CC_044,W1,"A cashier needs to give change for 83 units using the fewest coins possible. The available coin denominations are [1, 19, 29]. Each denomination can be used multiple times. What is the minimum number of coins required, and which coins make up that change?
Respond in this exact format:
Count: [integer]
Coins: [denomination1, denomination2, ...]","Count: 9
Coins: [29, 29, 19, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_4253971123134067501,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,19,29],""target"":83,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 9\nCoins: [29, 29, 19, 1, 1, 1, 1, 1, 1]"",""difficulty_numeric"":8,""critical_step_index"":-1}",stage1_procedural_generation | manual_w1
CC_044,W2,"Given D = {1, 19, 29} and target t = 83, find minimum coin count.","Count: 9
Coins: [29, 29, 19, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_4253971123134067501,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,19,29],""target"":83,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 9\nCoins: [29, 29, 19, 1, 1, 1, 1, 1, 1]"",""difficulty_numeric"":8,""critical_step_index"":-1}",stage1_procedural_generation
CC_044,W3,"You have stamps with the following stamp sizes: [1, 19, 29]. You need to make exact change for the required the exact postage needed for a package requiring 83 cents using the minimum number of stamps. You may use each stamp sizes any number of times.
What is the minimum number of stamps needed and which stamps do you use?
Respond in this exact format:
Count: [integer]
stamps: [denomination1, denomination2, ...]
No explanation. No other text.","Count: 9
Coins: [29, 29, 19, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_4253971123134067501,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,19,29],""target"":83,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 9\nCoins: [29, 29, 19, 1, 1, 1, 1, 1, 1]"",""difficulty_numeric"":8,""critical_step_index"":-1}","stage1_procedural_generation | {""chosen_context"": ""postage stamps"", ""unit_name"": ""stamp"", ""target_description"": ""the exact postage needed for a package requiring 83 cents""}"
CC_044,W4,"FORMAL DEFINITION: π = ⟨D, S₀, S*, A⟩
DENOMINATIONS: D = {1, 19, 29}
INITIAL STATE S₀: CurrentSum = 0
GOAL STATE S*: CurrentSum = 83
ACTIONS:
SelectCoin(c):
  Pre: c ∈ D, (CurrentSum + c) ≤ 83
  Effect: CurrentSum ← CurrentSum + c
TASK: Find shortest sequence of actions to reach CurrentSum = 83.
OUTPUT FORMAT:
Count: [integer]
Coins: [denomination1, denomination2, ...]","Count: 9
Coins: [29, 29, 19, 1, 1, 1, 1, 1, 1]",algorithmic,coin_change,standard,medium,low,procedural_seed_4253971123134067501,verify_coinchange,"{""subtype"":""CC"",""denominations"":[1,19,29],""target"":83,""greedy_succeeds"":true,""instance_type"":""standard"",""denomination_type"":""novel"",""greedy_answer"":""Count: 9\nCoins: [29, 29, 19, 1, 1, 1, 1, 1, 1]"",""difficulty_numeric"":8,""critical_step_index"":-1}",stage1_procedural_generation
