problem_id,ms,family,subtype,acc_canonical,acc_W1,acc_W2,acc_W3,acc_W4,acc_W5,acc_W6
GSM_050,claude,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,0.0,1.0,1.0
GSM_050,llama,GSM,gsm_symbolic,0.0,1.0,1.0,1.0,0.0,1.0,1.0
GSM_050,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,0.0,1.0,1.0
GSM_051,claude,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GSM_051,llama,GSM,gsm_symbolic,1.0,1.0,0.0,1.0,1.0,1.0,1.0
GSM_051,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GSM_052,claude,GSM,gsm_symbolic,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GSM_052,llama,GSM,gsm_symbolic,1.0,0.0,1.0,1.0,1.0,0.0,0.0
GSM_052,gpt4o,GSM,gsm_symbolic,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GSM_053,claude,GSM,gsm_symbolic,1.0,1.0,0.0,0.0,1.0,1.0,1.0
GSM_053,llama,GSM,gsm_symbolic,0.0,1.0,0.0,0.0,0.0,1.0,0.0
GSM_053,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,0.0,1.0,0.0,1.0
GSM_054,claude,GSM,gsm_symbolic,1.0,1.0,1.0,0.0,1.0,1.0,1.0
GSM_054,llama,GSM,gsm_symbolic,1.0,0.0,1.0,0.0,1.0,0.0,1.0
GSM_054,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,0.0,1.0,1.0,1.0
GSM_055,claude,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,0.0,1.0,1.0
GSM_055,llama,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,0.0,0.0,1.0
GSM_055,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,0.0,1.0,1.0
GSM_056,claude,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,0.0,0.0,1.0
GSM_056,llama,GSM,gsm_symbolic,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GSM_056,gpt4o,GSM,gsm_symbolic,1.0,1.0,0.0,1.0,0.0,0.0,0.0
GSM_057,claude,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GSM_057,llama,GSM,gsm_symbolic,1.0,0.0,0.0,1.0,1.0,0.0,1.0
GSM_057,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GSM_058,claude,GSM,gsm_symbolic,0.0,1.0,1.0,1.0,0.0,1.0,0.0
GSM_058,llama,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,1.0,0.0,0.0
GSM_058,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,0.0,1.0,0.0
GSM_059,claude,GSM,gsm_symbolic,1.0,1.0,1.0,0.0,0.0,1.0,1.0
GSM_059,llama,GSM,gsm_symbolic,0.0,0.0,0.0,1.0,0.0,1.0,0.0
GSM_059,gpt4o,GSM,gsm_symbolic,1.0,0.0,1.0,0.0,0.0,1.0,1.0
GSM_060,claude,GSM,gsm_symbolic,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GSM_060,llama,GSM,gsm_symbolic,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM_060,gpt4o,GSM,gsm_symbolic,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GSM_061,claude,GSM,gsm_symbolic,1.0,1.0,1.0,0.0,1.0,1.0,1.0
GSM_061,llama,GSM,gsm_symbolic,1.0,1.0,1.0,0.0,1.0,0.0,1.0
GSM_061,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,0.0,1.0,1.0,1.0
GSM_062,claude,GSM,gsm_symbolic,0.0,1.0,0.0,0.0,0.0,1.0,0.0
GSM_062,llama,GSM,gsm_symbolic,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GSM_062,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,0.0,0.0,0.0,1.0
GSM_063,claude,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GSM_063,llama,GSM,gsm_symbolic,1.0,0.0,1.0,0.0,0.0,0.0,0.0
GSM_063,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GSM_064,claude,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GSM_064,llama,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GSM_064,gpt4o,GSM,gsm_symbolic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MBW_001,claude,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_001,llama,BW,mystery_blocksworld,,,,,,,0.0
MBW_001,gpt4o,BW,mystery_blocksworld,,,,,,,0.0
MBW_002,claude,BW,mystery_blocksworld,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MBW_002,llama,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_002,gpt4o,BW,mystery_blocksworld,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MBW_010,claude,BW,mystery_blocksworld,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MBW_010,llama,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_010,gpt4o,BW,mystery_blocksworld,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MBW_014,claude,BW,mystery_blocksworld,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MBW_014,llama,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_014,gpt4o,BW,mystery_blocksworld,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MBW_037,claude,BW,mystery_blocksworld,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MBW_037,llama,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_037,gpt4o,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_10,claude,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_10,llama,BW,mystery_blocksworld,,0.0,,,,,0.0
MBW_10,gpt4o,BW,mystery_blocksworld,,0.0,,,,,0.0
MBW_100,claude,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_100,llama,BW,mystery_blocksworld,,0.0,,,,,0.0
MBW_100,gpt4o,BW,mystery_blocksworld,,0.0,,,,,0.0
MBW_127,claude,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_127,llama,BW,mystery_blocksworld,,,,,,,0.0
MBW_127,gpt4o,BW,mystery_blocksworld,,,,,,,0.0
MBW_185,claude,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_185,llama,BW,mystery_blocksworld,,,,,,,0.0
MBW_185,gpt4o,BW,mystery_blocksworld,,,,,,,0.0
MBW_495,claude,BW,mystery_blocksworld,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MBW_495,llama,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_495,gpt4o,BW,mystery_blocksworld,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MBW_496,claude,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_496,llama,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_496,gpt4o,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_497,claude,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_497,llama,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_497,gpt4o,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_498,claude,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_498,llama,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_498,gpt4o,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_499,claude,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_499,llama,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_499,gpt4o,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_500,claude,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_500,llama,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBW_500,gpt4o,BW,mystery_blocksworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_001,claude,ALGO,shortest_path,0.0,1.0,0.0,0.0,1.0,,
SP_001,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,,
SP_001,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,,
SP_002,claude,ALGO,shortest_path,0.0,1.0,0.0,1.0,1.0,,
SP_002,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,,
SP_002,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,,
SP_003,claude,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,,
SP_003,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,,
SP_003,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,,
SP_004,claude,ALGO,shortest_path,1.0,0.0,1.0,0.0,0.0,,
SP_004,llama,ALGO,shortest_path,1.0,0.0,0.0,0.0,0.0,,
SP_004,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,0.0,0.0,,
SP_005,claude,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,,
SP_005,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,,
SP_005,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,,
SP_019,claude,ALGO,shortest_path,1.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_019,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_019,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SP_020,claude,ALGO,shortest_path,1.0,0.0,1.0,0.0,1.0,0.0,1.0
SP_020,llama,ALGO,shortest_path,0.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_020,gpt4o,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_021,claude,ALGO,shortest_path,0.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_021,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_021,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_023,claude,ALGO,shortest_path,0.0,1.0,1.0,0.0,1.0,0.0,1.0
SP_023,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SP_023,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,0.0,1.0,0.0,1.0
SP_024,claude,ALGO,shortest_path,1.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_024,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_024,gpt4o,ALGO,shortest_path,1.0,1.0,1.0,1.0,1.0,0.0,0.0
SP_026,claude,ALGO,shortest_path,1.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_026,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_026,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_027,claude,ALGO,shortest_path,1.0,1.0,1.0,0.0,0.0,0.0,1.0
SP_027,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_027,gpt4o,ALGO,shortest_path,0.0,1.0,0.0,1.0,0.0,0.0,1.0
SP_028,claude,ALGO,shortest_path,0.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_028,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_028,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_029,claude,ALGO,shortest_path,1.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_029,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_029,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SP_030,claude,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_030,llama,ALGO,shortest_path,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SP_030,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_031,claude,ALGO,shortest_path,0.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_031,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_031,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SP_032,claude,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_032,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_032,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SP_033,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_033,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_033,gpt4o,ALGO,shortest_path,1.0,0.0,0.0,1.0,1.0,0.0,0.0
SP_034,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_034,llama,ALGO,shortest_path,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SP_034,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,1.0,0.0,1.0
SP_035,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_035,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_035,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,1.0,0.0,0.0
SP_036,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_036,llama,ALGO,shortest_path,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SP_036,gpt4o,ALGO,shortest_path,0.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_037,claude,ALGO,shortest_path,1.0,1.0,1.0,0.0,1.0,0.0,1.0
SP_037,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_037,gpt4o,ALGO,shortest_path,0.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_038,claude,ALGO,shortest_path,0.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_038,llama,ALGO,shortest_path,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SP_038,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_039,claude,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_039,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_039,gpt4o,ALGO,shortest_path,0.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_040,claude,ALGO,shortest_path,1.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_040,llama,ALGO,shortest_path,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SP_040,gpt4o,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,1.0
SP_042,claude,ALGO,shortest_path,0.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_042,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_042,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,1.0,0.0,0.0
SP_044,claude,ALGO,shortest_path,1.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_044,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_044,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,1.0,0.0,0.0
SP_045,claude,ALGO,shortest_path,1.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_045,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_045,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SP_046,claude,ALGO,shortest_path,1.0,0.0,1.0,0.0,1.0,0.0,1.0
SP_046,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SP_046,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SP_047,claude,ALGO,shortest_path,1.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_047,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_047,gpt4o,ALGO,shortest_path,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_048,claude,ALGO,shortest_path,1.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_048,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_048,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_049,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SP_049,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_049,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,0.0,0.0,0.0
SP_050,claude,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_050,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_050,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,0.0,0.0,0.0
SP_051,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_051,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_051,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SP_052,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_052,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_052,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SP_053,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_053,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_053,gpt4o,ALGO,shortest_path,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SP_054,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_054,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_054,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_055,claude,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_055,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_055,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_056,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_056,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_056,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SP_057,claude,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_057,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_057,gpt4o,ALGO,shortest_path,1.0,0.0,0.0,0.0,0.0,0.0,1.0
SP_058,claude,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_058,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SP_058,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,1.0,0.0,0.0
SP_059,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_059,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_059,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,1.0,0.0,1.0
SP_060,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_060,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_060,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_061,claude,ALGO,shortest_path,0.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_061,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_061,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,1.0,0.0,0.0
SP_062,claude,ALGO,shortest_path,1.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_062,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_062,gpt4o,ALGO,shortest_path,0.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_063,claude,ALGO,shortest_path,0.0,1.0,1.0,0.0,1.0,0.0,1.0
SP_063,llama,ALGO,shortest_path,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SP_063,gpt4o,ALGO,shortest_path,0.0,1.0,0.0,0.0,1.0,0.0,1.0
SP_064,claude,ALGO,shortest_path,1.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_064,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_064,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_065,claude,ALGO,shortest_path,1.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_065,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_065,gpt4o,ALGO,shortest_path,0.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_066,claude,ALGO,shortest_path,0.0,1.0,1.0,0.0,1.0,0.0,0.0
SP_066,llama,ALGO,shortest_path,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_066,gpt4o,ALGO,shortest_path,1.0,1.0,1.0,1.0,1.0,0.0,0.0
SP_068,claude,ALGO,shortest_path,1.0,0.0,1.0,0.0,1.0,0.0,1.0
SP_068,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_068,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,0.0,0.0,1.0
SP_069,claude,ALGO,shortest_path,1.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_069,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_069,gpt4o,ALGO,shortest_path,1.0,1.0,0.0,1.0,1.0,0.0,0.0
SP_070,claude,ALGO,shortest_path,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SP_070,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_070,gpt4o,ALGO,shortest_path,1.0,0.0,0.0,1.0,0.0,0.0,0.0
SP_071,claude,ALGO,shortest_path,1.0,1.0,1.0,0.0,0.0,0.0,0.0
SP_071,llama,ALGO,shortest_path,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SP_071,gpt4o,ALGO,shortest_path,0.0,1.0,0.0,0.0,1.0,0.0,1.0
SP_072,claude,ALGO,shortest_path,1.0,1.0,0.0,0.0,1.0,0.0,1.0
SP_072,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_072,gpt4o,ALGO,shortest_path,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_073,claude,ALGO,shortest_path,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SP_073,llama,ALGO,shortest_path,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_073,gpt4o,ALGO,shortest_path,0.0,0.0,0.0,1.0,1.0,0.0,0.0
WIS_001,claude,ALGO,wis,1.0,1.0,1.0,0.0,1.0,,
WIS_001,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,
WIS_001,gpt4o,ALGO,wis,1.0,1.0,0.0,0.0,0.0,,
WIS_002,claude,ALGO,wis,0.0,1.0,1.0,0.0,0.0,,
WIS_002,llama,ALGO,wis,0.0,0.0,0.0,1.0,0.0,,
WIS_002,gpt4o,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,
WIS_003,claude,ALGO,wis,0.0,0.0,1.0,0.0,1.0,,
WIS_003,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,
WIS_003,gpt4o,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,
WIS_004,claude,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,
WIS_004,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,
WIS_004,gpt4o,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,
WIS_005,claude,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,
WIS_005,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,
WIS_005,gpt4o,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,
WIS_006,claude,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_006,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_006,gpt4o,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_007,claude,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_007,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_007,gpt4o,ALGO,wis,1.0,1.0,0.0,0.0,0.0,,0.0
WIS_009,claude,ALGO,wis,0.0,0.0,1.0,0.0,0.0,,0.0
WIS_009,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_009,gpt4o,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_010,claude,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_010,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_010,gpt4o,ALGO,wis,0.0,1.0,0.0,0.0,0.0,,0.0
WIS_012,claude,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_012,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_012,gpt4o,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_013,claude,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_013,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_013,gpt4o,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_014,claude,ALGO,wis,1.0,0.0,0.0,0.0,0.0,,0.0
WIS_014,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_014,gpt4o,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_015,claude,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_015,llama,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_015,gpt4o,ALGO,wis,0.0,0.0,0.0,0.0,0.0,,0.0
WIS_016,claude,ALGO,wis,1.0,1.0,0.0,0.0,0.0,,0.0
