family,model,problem_id,variant,layer,rank,logprob,cosine_to_gold_unembed,gold_content,gold_token_id,gold_token_decoded,gold_unigram_count,gold_token_id_rank_proxy,n_layers,sep_note
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,10,127184,-11.974195,-0.029474,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,11,127380,-11.978182,-0.032194,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,12,125278,-11.942267,-0.025438,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,13,93126,-11.821097,-0.004523,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,14,86849,-11.820004,-0.004601,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,15,52041,-11.74137,0.005718,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,16,92980,-11.845603,-0.008146,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,17,72349,-11.794833,-0.003782,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,18,68027,-11.78582,-0.009449,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,19,52903,-11.735681,-0.00732,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,20,42337,-11.693232,-0.003744,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,21,30341,-11.619024,-0.002116,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,22,27687,-11.574569,-0.003643,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,23,22810,-11.499104,-0.002357,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,24,13151,-11.346869,0.003153,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,25,14968,-11.346572,0.001247,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,26,7220,-11.098169,0.008785,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,27,8906,-11.113743,0.007112,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,28,5290,-10.826202,0.010938,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,29,5891,-10.773691,0.010569,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,30,7199,-10.753393,0.013253,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,canonical,31,611,-16.806515,0.06531,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,0,77692,-11.764843,-0.002748,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,1,72693,-11.764315,0.000833,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,2,91520,-11.774886,-0.006648,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,3,125965,-11.828304,-0.027659,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,4,95507,-11.793415,-0.00466,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,5,121578,-11.864347,-0.016235,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,6,106146,-11.822529,-0.005576,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,7,69602,-11.771258,0.004036,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,8,75653,-11.780561,0.001769,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,9,111101,-11.847452,-0.011919,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,10,127291,-11.97704,-0.030314,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,11,127323,-11.969816,-0.032023,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,12,125158,-11.939581,-0.025845,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,13,99613,-11.835313,-0.007164,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,14,97956,-11.847942,-0.009169,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,15,59090,-11.75716,0.002844,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,16,94417,-11.849189,-0.009655,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,17,78293,-11.811327,-0.006915,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,18,72399,-11.800826,-0.012575,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,19,54770,-11.741153,-0.009488,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,20,42375,-11.691077,-0.005148,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,21,26882,-11.5904,-0.002191,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,22,22431,-11.522544,-0.002423,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,23,18448,-11.443283,-0.00106,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,24,9037,-11.254544,0.005782,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,25,8994,-11.210165,0.005499,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,26,3489,-10.909739,0.015005,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,27,3776,-10.871888,0.014316,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,28,2936,-10.618972,0.01627,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,29,3934,-10.614316,0.0144,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,30,5621,-10.643044,0.015821,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_044,W3,31,442,-16.555305,0.072287,5,20,5,1913,20,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,0,25555,-11.752397,0.013721,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,1,70391,-11.763699,0.001521,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,2,85305,-11.771755,-0.004403,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,3,123823,-11.818621,-0.021325,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,4,107604,-11.808175,-0.009596,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,5,125916,-11.893668,-0.022789,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,6,126801,-11.90872,-0.026944,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,7,113697,-11.842917,-0.01237,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,8,91942,-11.804406,-0.003147,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,9,117262,-11.867114,-0.014995,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,10,123801,-11.918535,-0.017855,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,11,122195,-11.903849,-0.017019,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,12,113424,-11.869833,-0.012087,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,13,65382,-11.768781,0.0039,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,14,77875,-11.799176,-0.001574,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,15,53943,-11.745581,0.005068,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,16,97788,-11.860238,-0.009411,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,17,114813,-11.947137,-0.019165,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,18,93698,-11.873,-0.017153,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,19,65083,-11.778162,-0.010639,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,20,40958,-11.688026,-0.00296,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,21,22728,-11.571753,0.001354,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,22,9236,-11.395028,0.008113,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,23,6703,-11.283438,0.010359,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,24,2863,-11.077073,0.016787,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,25,4237,-11.087122,0.012956,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,26,2306,-10.847969,0.018042,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,27,2624,-10.821809,0.016829,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,28,4878,-10.789134,0.01056,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,29,4106,-10.639893,0.012982,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,30,5950,-10.667784,0.014007,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,canonical,31,376,-16.160191,0.066944,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,0,22616,-11.751395,0.014791,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,1,67583,-11.762851,0.002303,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,2,85029,-11.771616,-0.004264,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,3,123636,-11.818483,-0.020999,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,4,110559,-11.81309,-0.010946,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,5,125732,-11.890904,-0.022408,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,6,126446,-11.902627,-0.025377,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,7,109020,-11.831988,-0.010052,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,8,92359,-11.805322,-0.003624,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,9,120676,-11.883483,-0.017782,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,10,124993,-11.931758,-0.020121,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,11,123942,-11.917315,-0.0199,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,12,116092,-11.880121,-0.014018,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,13,70445,-11.777873,0.002502,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,14,75163,-11.793162,-0.001765,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,15,53367,-11.744438,0.004459,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,16,96979,-11.857121,-0.009981,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,17,114914,-11.947392,-0.020221,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,18,96062,-11.884053,-0.019074,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,19,70745,-11.797377,-0.012927,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,20,45196,-11.703981,-0.004726,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,21,22330,-11.566534,0.001086,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,22,9640,-11.397357,0.007408,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,23,6262,-11.272888,0.010519,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,24,2718,-11.068723,0.016814,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,25,3606,-11.054567,0.013899,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,26,1891,-10.802252,0.019496,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,27,1901,-10.743647,0.019188,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,28,3730,-10.706656,0.013104,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,29,3884,-10.625896,0.013561,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,30,6092,-10.67536,0.013845,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_045,W3,31,335,-15.788719,0.069699,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,0,25035,-11.752179,0.013899,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,1,69817,-11.763526,0.001628,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,2,84214,-11.771284,-0.004039,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,3,123816,-11.818987,-0.021227,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,4,110142,-11.812553,-0.010435,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,5,126128,-11.896529,-0.023527,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,6,126862,-11.909052,-0.027286,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,7,112166,-11.838466,-0.011807,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,8,91613,-11.803554,-0.003181,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,9,118104,-11.870313,-0.015514,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,10,124182,-11.923269,-0.018477,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,11,122526,-11.907322,-0.017328,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,12,116301,-11.881678,-0.013635,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,13,67080,-11.771694,0.003534,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,14,77998,-11.799356,-0.001729,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,15,55373,-11.748665,0.004536,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,16,102812,-11.876287,-0.011049,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,17,117280,-11.96221,-0.020465,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,18,97402,-11.885242,-0.01804,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,19,76655,-11.816696,-0.01317,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,20,48774,-11.720177,-0.004414,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,21,32092,-11.637153,-0.001349,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,22,13123,-11.464024,0.00589,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,23,8903,-11.349316,0.00852,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,24,4266,-11.175535,0.01385,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,25,6283,-11.192225,0.010166,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,26,3306,-10.964437,0.015345,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,27,3771,-10.942084,0.01441,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,28,6914,-10.921203,0.007802,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,29,5752,-10.780292,0.010323,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,30,8306,-10.818458,0.01104,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,canonical,31,487,-16.276381,0.062457,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,0,21242,-11.750937,0.015169,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,1,67526,-11.762837,0.002206,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,2,88211,-11.773268,-0.00515,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,3,124220,-11.820455,-0.021868,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,4,112753,-11.817642,-0.011755,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,5,125989,-11.894464,-0.023137,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,6,126664,-11.907039,-0.026116,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,7,111467,-11.837914,-0.011095,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,8,92357,-11.805451,-0.003467,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,9,119344,-11.877842,-0.016192,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,10,123990,-11.921691,-0.017964,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,11,122495,-11.905782,-0.017387,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,12,114767,-11.875235,-0.012746,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,13,67793,-11.773122,0.003532,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,14,76247,-11.795532,-0.001402,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,15,48966,-11.734214,0.005965,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,16,91402,-11.840659,-0.007729,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,17,109992,-11.921996,-0.01711,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,18,89925,-11.860525,-0.016129,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,19,66222,-11.783018,-0.010866,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,20,42796,-11.696722,-0.00312,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,21,24404,-11.585099,0.000814,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,22,9660,-11.401895,0.007496,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,23,7150,-11.293249,0.009466,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,24,3592,-11.115948,0.01447,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,25,4997,-11.120268,0.01131,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,26,2790,-10.887906,0.016157,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,27,2954,-10.851092,0.015733,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,28,5170,-10.817056,0.009965,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,29,5049,-10.722971,0.011185,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,30,6879,-10.728153,0.012515,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_046,W3,31,367,-15.51017,0.066325,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,0,25593,-11.752408,0.013709,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,1,70430,-11.763711,0.001511,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,2,85257,-11.771735,-0.004382,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,3,123836,-11.818666,-0.021333,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,4,107666,-11.808284,-0.009615,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,5,125862,-11.893085,-0.022657,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,6,126770,-11.908104,-0.026813,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,7,113661,-11.842743,-0.012352,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,8,91722,-11.804008,-0.003036,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,9,117592,-11.868389,-0.015146,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,10,123786,-11.918684,-0.01783,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,11,122368,-11.905238,-0.017182,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,12,113400,-11.869756,-0.012104,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,13,63046,-11.764597,0.004506,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,14,76553,-11.796181,-0.001258,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,15,53414,-11.74442,0.005257,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,16,99178,-11.864574,-0.009697,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,17,114981,-11.947886,-0.019157,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,18,93796,-11.872894,-0.017086,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,19,66190,-11.781985,-0.010844,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,20,42479,-11.6947,-0.003319,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,21,24090,-11.581702,0.000843,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,22,9929,-11.406355,0.007545,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,23,7522,-11.301892,0.009459,3,18,3,2266,18,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,SP_047,canonical,24,3337,-11.103886,0.015614,3,18,3,2266,18,32,''
