problem_id,family,variant,model_answer,correct
CC_04,ALGO,W3,"Total: 3 Scoops: 14 g, 10 g, 3 g.",False
CC_040,ALGO,canonical,"Count: 3
Coins: 11, 11, 8",False
CC_040,ALGO,W3,"Count: 3
stamps: 11, 11, 8",False
CC_041,ALGO,canonical,"Count: 3
Coins: 43, 43, 55",False
CC_041,ALGO,W3,"Count: 4
stamps: 43, 43, 23, 23, 32",False
CC_042,ALGO,canonical,"Count: 3
Coins: 13, 13, 8",False
CC_042,ALGO,W3,"Count: 3
stamps: 13, 13, 8",False
CC_043,ALGO,canonical,"Count: 3
Coins: 47, 47, 10",False
CC_043,ALGO,W3,"Count: 3
stamps: 13, 13, 13",False
CC_044,ALGO,canonical,"Count: 4
Coins: 29, 29, 29, 29",False
CC_044,ALGO,W3,"Count: 4
stamps: 29, 29, 29, 29",False
CC_045,ALGO,canonical,"Count: 3
Coins: 13, 13, 29",False
CC_045,ALGO,W3,"Count: 3
stamps: 29, 29, 6",False
CC_05,ALGO,canonical,"Count: 3
Coins: 6, 4, 4",False
CC_05,ALGO,W3,"Total: 6 Scoops: 1 g, 4 g, 1 g, 7 g, 1 g, 1 g",False
CC_06,ALGO,canonical,"Count: 3
Coins: 8, 8, 10",False
CC_06,ALGO,W3,"Total: 3 Scoops: 8 g, 8 g, 10 g.",False
CC_07,ALGO,canonical,"Count: 3
Coins: 4, 4, 4",False
CC_07,ALGO,W3,"Total: 3 Scoops: 4 g, 4 g, 4 g",False
CC_08,ALGO,canonical,"Count: 3
Coins: 10, 10, 10",False
CC_08,ALGO,W3,"Total: 6 Scoops: 1 g, 1 g, 1 g, 10 g, 10 g, 7 g",False
CC_09,ALGO,canonical,"Count: 6
Coins: 67, 67, 31, 31, 17, 7",False
CC_09,ALGO,W3,"Total: 6 Scoops: 31, 31, 67, 67, 67, 67",False
CC_10,ALGO,canonical,"Count: 4
Coins: 197, 67, 31, 7",False
CC_10,ALGO,W3,"Total: 4 Scoops: 197, 67, 1, 1",False
SP_001,ALGO,canonical,"Path: 0 -> 5 -> 9 -> 10 -> 11, Cost: 30.",False
SP_001,ALGO,W3,"Path: A -> B -> D -> H -> L, Cost: 15.",False
SP_002,ALGO,canonical,"Path: 16 -> 12 -> 9 -> 19 -> 18 -> 6 -> 5 -> 10 -> 15 -> 21 -> 11, Cost: 34.",False
SP_002,ALGO,W3,"Path: 16 -> 9 -> 18 -> 6 -> 5 -> 10 -> 15 -> 21 -> 11, Cost: 53.",False
SP_003,ALGO,canonical,"Path: Safe House 11 -> Relay 18 -> Outpost 14 -> Junction 0 -> Crossing 15 -> Depot 5 -> Warehouse 12 -> Checkpoint 2 -> Overpass 3 -> Drop Point 9, Cost: 43.",False
SP_003,ALGO,W3,"Path: 11 -> 18 -> 14 -> 0 -> 15 -> 5 -> 12 -> 2 -> 3 -> 9, Cost: 63.",False
SP_004,ALGO,canonical,"Path: 0 -> 1 -> 5 -> 9, Cost: 8.",True
SP_004,ALGO,W3,"Path: 0 -> 1 -> 5 -> 9, Cost: 17.",False
SP_005,ALGO,canonical,"Path: 0 -> 1 -> 2 -> 6 -> 8 -> 10 -> 13 -> 14 -> 15, Cost: 53",False
SP_005,ALGO,W3,"Path: 0 -> 8 -> 10 -> 12 -> 14 -> 15, Cost: 28 + 5 + 4 + 6 + 4 = 47.",False
SP_019,ALGO,canonical,"Path: 0 -> 3 -> 2 -> 6, Cost: 24",False
SP_019,ALGO,W3,"Path: Berlin -> Frankfurt -> Munich -> Cologne, Cost: 39",False
SP_020,ALGO,canonical,"Path: 0 -> 3 -> 2 -> 5, Cost: 24",False
SP_020,ALGO,W3,"Path: Rome -> Florence -> Venice -> Naples, Cost: 24.",False
SP_021,ALGO,canonical,"Path: 0 -> 3 -> 2 -> 8, Cost: 29",False
SP_021,ALGO,W3,"Path: London -> Cambridge -> Edinburgh, Cost: 35",False
SP_023,ALGO,canonical,"Path: 0 -> 2 -> 3 -> 5, Cost: 13",False
SP_023,ALGO,W3,"Path: Tokyo -> Kyoto -> Kobe, Cost: 10.",False
SP_024,ALGO,canonical,"Path: 0 -> 2 -> 3 -> 7, Cost: 13",False
SP_024,ALGO,W3,"Path: London -> Reading -> Bristol -> Cardiff, Cost: 12",False
SP_026,ALGO,canonical,"Path: 0 -> 2 -> 3 -> 8, Cost: 13",False
SP_026,ALGO,W3,"Path: Paris -> Lyon -> Nice -> Monaco, Cost: 15",False
SP_027,ALGO,canonical,"Path: 0 -> 2 -> 1 -> 6, Cost: 8.",False
SP_027,ALGO,W3,"Path: Tokyo -> Osaka -> Fukuoka, Cost: 4.",False
SP_028,ALGO,canonical,"Path: 0 -> 2 -> 7, Cost: 8.",False
SP_028,ALGO,W3,"Path: Tokyo -> Osaka -> Sendai, Cost: 4.",False
SP_029,ALGO,canonical,"Path: 0 -> 2 -> 7, Cost: 13",False
SP_029,ALGO,W3,"Path: London -> Berlin -> Paris -> Warsaw, Cost: 3.",True
SP_030,ALGO,canonical,"Path: 0 -> 2 -> 7, Cost: 13",False
SP_030,ALGO,W3,"Path: Berlin -> Dresden -> Bremen, Cost: 16",False
SP_031,ALGO,canonical,"Path: 0 -> 2 -> 4 -> 8, Cost: 52",False
SP_031,ALGO,W3,"Path: Paris -> Nice -> Strasbourg, Cost: 14.",False
SP_032,ALGO,canonical,"Path: 0 -> 4 -> 5 -> 6 -> 7, Cost: 60",False
SP_032,ALGO,W3,"Path: London -> Amsterdam -> Hamburg -> Berlin, Cost: 31.",False
SP_033,ALGO,canonical,"Path: 0 -> 5 -> 6 -> 7, Cost: 58",False
SP_033,ALGO,W3,"Path: Paris -> Bordeaux -> Toulouse -> Montpellier, Cost: 38.",False
SP_034,ALGO,canonical,"Path: 0 -> 3 -> 4 -> 7, Cost: 21",True
SP_034,ALGO,W3,"Path: London -> Bristol -> Bath -> Birmingham, Cost: 31",False
SP_035,ALGO,canonical,"Path: 0 -> 2 -> 3 -> 6, Cost: 57",False
SP_035,ALGO,W3,"Path: London -> Brussels -> Amsterdam -> Milan, Cost: 57",False
SP_036,ALGO,canonical,"Path: 0 -> 2 -> 5 -> 7, Cost: 47",False
SP_036,ALGO,W3,"Path: London -> Berlin -> Prague -> Madrid, Cost: 27.",False
SP_037,ALGO,canonical,"Path: 0 -> 3 -> 2 -> 6, Cost: 24",False
SP_037,ALGO,W3,"Path: Madrid -> Toledo -> Segovia -> Leon, Cost: 30",False
SP_038,ALGO,canonical,"Path: 0 -> 7 -> 8, Cost: 20",False
SP_038,ALGO,W3,"Path: Berlin -> Frankfurt -> Budapest, Cost: 20",False
SP_039,ALGO,canonical,"Path: 0 -> 3 -> 2 -> 8, Cost: 29",False
SP_039,ALGO,W3,"Path: London -> Brussels -> Lyon -> Rome, Cost: 24.",False
SP_040,ALGO,canonical,"Path: 0 -> 3 -> 2 -> 7, Cost: 29",False
SP_040,ALGO,W3,"Path: London -> Amsterdam -> Berlin -> Prague, Cost: 18.",False
SP_042,ALGO,canonical,"Path: 0 -> 2 -> 3 -> 8, Cost: 13",False
SP_042,ALGO,W3,"Path: Paris -> Lyon -> Nice -> Monaco, Cost: 12",False
SP_044,ALGO,canonical,"Path: 0 -> 2 -> 3 -> 6, Cost: 13",False
SP_044,ALGO,W3,"Path: London -> Oxford -> Birmingham -> Edinburgh, Cost: 7.",False
SP_045,ALGO,canonical,"Path: 0 -> 2 -> 1 -> 6, Cost: 2.",False
SP_045,ALGO,W3,"Path: Berlin -> Prague -> Paris, Cost: 4.",False
SP_046,ALGO,canonical,"Path: 0 -> 2 -> 7, Cost: 13",False
SP_046,ALGO,W3,"Path: Paris -> Lyon -> Lille, Cost: 4.",False
SP_047,ALGO,canonical,"Path: 0 -> 2 -> 1 -> 6, Cost: 2.",False
SP_047,ALGO,W3,"Path: Paris -> Lyon -> Lille, Cost: 4.",False
SP_048,ALGO,canonical,"Path: 0 -> 2 -> 7, Cost: 8.",False
SP_048,ALGO,W3,"Path: London -> Berlin -> Paris -> Warsaw, Cost: 3.",True
SP_049,ALGO,canonical,"Path: 0 -> 4 -> 6 -> 8, Cost: 30",False
SP_049,ALGO,W3,"Path: Paris -> Geneva -> Milan -> Rome, Cost: 20.",False
SP_050,ALGO,canonical,"Path: 0 -> 3 -> 4 -> 5 -> 7, Cost: 34",False
SP_050,ALGO,W3,"Path: Tokyo -> Nagoya -> Kobe -> Nara -> Sendai, Cost: 27",False
SP_051,ALGO,canonical,"Path: 0 -> 2 -> 6 -> 7, Cost: 33.",False
SP_051,ALGO,W3,"Path: London -> Brussels -> Milan -> Rome, Cost: 7.",False
SP_052,ALGO,canonical,"Path: 0 -> 3 -> 4 -> 8, Cost: 26.",False
SP_052,ALGO,W3,"Path: London -> Brussels -> Amsterdam -> Rome, Cost: 28",False
SP_053,ALGO,canonical,"Path: 0 -> 3 -> 4 -> 5, Cost: 53",False
SP_053,ALGO,W3,"Path: Berlin -> Prague -> Budapest -> Warsaw, Cost: 51",False
SP_054,ALGO,canonical,"Path: 0 -> 2 -> 5 -> 7, Cost: 29",False
SP_054,ALGO,W3,"Path: London -> Brussels -> Amsterdam -> Milan, Cost: 29.",False
SP_055,ALGO,canonical,"Path: 0 -> 2 -> 3 -> 5 -> 6, Cost: 24",False
SP_055,ALGO,W3,"Path: London -> Brussels -> Amsterdam -> Prague -> Vienna, Cost: 58",False
SP_056,ALGO,canonical,"Path: 0 -> 2 -> 4 -> 7, Cost: 50",False
SP_056,ALGO,W3,"Path: Berlin -> Munich -> Zurich -> Rome, Cost: 50",False
SP_057,ALGO,canonical,"Path: 0 -> 4 -> 5 -> 6, Cost: 51",False
SP_057,ALGO,W3,"Path: London -> Dover -> Calais -> Berlin, Cost: 51.",False
SP_058,ALGO,canonical,"Path: 0 -> 3 -> 5 -> 7, Cost: 40",False
SP_058,ALGO,W3,"Path: London -> Birmingham -> Nottingham -> Sheffield, Cost: 20.",True
SP_059,ALGO,canonical,"Path: 0 -> 3 -> 4 -> 6 -> 7 -> 8, Cost: 58",False
SP_059,ALGO,W3,"Path: London -> Oxford -> Reading -> Swindon -> Bath -> Cardiff, Cost: 52",False
SP_060,ALGO,canonical,"Path: 0 -> 3 -> 4 -> 5 -> 7 -> 8, Cost: 36",False
SP_060,ALGO,W3,"Path: London -> Birmingham -> Leicester -> Nottingham -> Sheffield -> Manchester, Cost: 20.",False
SP_061,ALGO,canonical,"Path: 0 -> 3 -> 4 -> 7, Cost: 52",False
SP_061,ALGO,W3,"Path: London -> Brussels -> Amsterdam -> Warsaw, Cost: 52",False
SP_062,ALGO,canonical,"Path: 0 -> 3 -> 2 -> 6, Cost: 24",False
SP_062,ALGO,W3,"Path: London -> Amsterdam -> Prague -> Rome, Cost: 18.",False
SP_063,ALGO,canonical,"Path: 0 -> 6 -> 8, Cost: 17",False
SP_063,ALGO,W3,"Path: London -> Birmingham -> Edinburgh, Cost: 22",False
SP_064,ALGO,canonical,"Path: 0 -> 3 -> 2 -> 6, Cost: 24",False
SP_064,ALGO,W3,"Path: Berlin -> Munich -> Vienna -> Zagreb, Cost: 39",False
SP_065,ALGO,canonical,"Path: 0 -> 3 -> 2 -> 6, Cost: 24 + 11 + 4 = 39",False
SP_065,ALGO,W3,"Path: London -> Oxford -> Cambridge -> Edinburgh, Cost: 36",False
SP_066,ALGO,canonical,"Path: 0 -> 2 -> 3 -> 6, Cost: 13",False
SP_066,ALGO,W3,"Path: Berlin -> Hamburg -> Frankfurt -> Dresden, Cost: 7.",False
SP_068,ALGO,canonical,"Path: 0 -> 2 -> 3 -> 8, Cost: 13",False
SP_068,ALGO,W3,"Path: London -> Oxford -> Edinburgh, Cost: 6.",False
SP_069,ALGO,canonical,"Path: 0 -> 2 -> 3 -> 7, Cost: 13",False
SP_069,ALGO,W3,"Path: London -> Brussels -> Amsterdam -> Munich, Cost: 13",False
SP_070,ALGO,canonical,"Path: 0 -> 2 -> 1 -> 6, Cost: 2.",False
SP_070,ALGO,W3,"Path: London -> Berlin -> Paris -> Prague, Cost: 1.",False
SP_071,ALGO,canonical,"Path: 0 -> 2 -> 8, Cost: 13.",False
SP_071,ALGO,W3,"Path: Berlin -> Prague -> Warsaw, Cost: 4.",False
SP_072,ALGO,canonical,"Path: 0 -> 2 -> 1 -> 6, Cost: 8.",False
SP_072,ALGO,W3,"Path: Paris -> Lyon -> Strasbourg, Cost: 4.",False
SP_073,ALGO,canonical,"Path: 0 -> 2 -> 7, Cost: 13",False
SP_073,ALGO,W3,"Path: Berlin -> Prague -> Paris, Cost: 4.",False
WIS_001,ALGO,canonical,"Selected: 0, 2, 4, 6, 8, Total: 28",False
WIS_001,ALGO,W3,"Selected: {0, 2, 4, 6, 9}, Total: $28K.",False
WIS_002,ALGO,canonical,"Selected: {0, 1, 2, 5, 7, 8, 9, 11}, Total: 62",False
WIS_002,ALGO,W3,"Selected: {0, 2, 5, 7, 8, 11}, Total: 42.",False
WIS_003,ALGO,canonical,"Selected: {0, 2, 4, 5, 8, 12}, Total: 49",False
WIS_003,ALGO,W3,"Selected: {0, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13}, Total: 80",False
WIS_004,ALGO,canonical,"Selected: {0, 1, 3, 4, 8, 12, 13}, Total: 37",False
WIS_004,ALGO,W3,"Selected: {0, 1, 3, 4, 5, 8, 9, 12, 13}, Total: 46",False
WIS_005,ALGO,canonical,"Selected: {2, 8, 10, 13, 15}, Total: 58",False
WIS_005,ALGO,W3,"Selected: {0, 2, 3, 5, 7, 10, 11, 14, 15}, Total: 78",False
WIS_006,ALGO,canonical,"Selected: 0, 1, 3, 6, Total: 29",False
WIS_006,ALGO,W3,"Selected: Opening Keynote, Awards Ceremony, Total: 16.",False
WIS_007,ALGO,canonical,"Selected: 0, 2, 5, Total: 34",False
WIS_007,ALGO,W3,"Selected: Opening Keynote, Closing Remarks, Total: 26.",False
WIS_009,ALGO,canonical,"Selected: 0, 1, 4, 5, 6, Total: 44",False
WIS_009,ALGO,W3,"Selected: Opening Keynote, Lunch Networking, Evening Reception, Total: 31.",False
WIS_010,ALGO,canonical,"Selected: 0, 2, 5, 6, Total: 38",False
WIS_010,ALGO,W3,"Selected: Morning Keynote, Industry Awards, Total: 26.",False
WIS_012,ALGO,canonical,"Selected: 0, 1, 3, 4, 5, 7, Total: 55",False
WIS_012,ALGO,W3,"Selected: Opening Keynote, Evening Keynote, Total: 23.",False
WIS_013,ALGO,canonical,"Selected: 4, Total: 43",False
WIS_013,ALGO,W3,"Selected: Full Day Summit, Total: 43.",False
WIS_014,ALGO,canonical,"Selected: 0, 3, 5, Total: 20",False
WIS_014,ALGO,W3,"Selected: Full Day Bootcamp, Networking Break, Closing Remarks, Total: 60.",False
WIS_015,ALGO,canonical,"Selected: 4, Total: 44",False
WIS_015,ALGO,W3,"Selected: Full Day Seminar, Networking Break, Closing Remarks, Total: 57.",False
WIS_016,ALGO,canonical,"Selected: 4, Total: 44",False
WIS_016,ALGO,W3,"Selected: Full Day Seminar, Panel Discussion, Closing Remarks, Total: 44 + 9 + 7 = 60.",False
WIS_017,ALGO,canonical,"Selected: 4, 5, Total: 57",True
WIS_017,ALGO,W3,"Selected: AI Ethics Symposium, Future Tech Showcase, Total: 57.",True
WIS_018,ALGO,canonical,"Selected: 4, 5, Total: 55",True
WIS_018,ALGO,W3,"Selected: Product Launch, Industry Summit, Total: 55.",True
WIS_019,ALGO,canonical,"Selected: 4, 5, Total: 58",True
WIS_019,ALGO,W3,"Selected: Workshop Session, Tech Demo, Total: 58.",True
WIS_020,ALGO,canonical,"Selected: 4, 5, Total: 59",True
WIS_020,ALGO,W3,"Selected: Industry Showcase, Networking Event, Total: 59.",True
WIS_021,ALGO,canonical,"Selected: 3, 5, 8, Total: 39",False
WIS_021,ALGO,W3,"Selected: Closing Keynote, Morning Tutorial, Product Launch, Evening Mixer, Night Reception, Total: 59",False
WIS_022,ALGO,canonical,"Selected: {0, 2, 4, 6}, Total: 64",False
WIS_022,ALGO,W3,"Selected: Opening Ceremony, Demo Session, Afternoon Workshop, Evening Keynote, Total: 65",False
WIS_023,ALGO,canonical,"Selected: {3}, Total: 39",False
WIS_023,ALGO,W3,"Selected: Full Day Workshop, Total: 39.",False
WIS_024,ALGO,canonical,"Selected: 4, Total: 40",False
WIS_024,ALGO,W3,"Selected: Full Day Workshop, Total: 40.",False
WIS_025,ALGO,canonical,"Selected: 3, Total: 37",False
WIS_025,ALGO,W3,"Selected: Full Day Workshop, Closing Remarks, Total: 44.",True
WIS_026,ALGO,canonical,"Selected: 4, Total: 46",False
WIS_026,ALGO,W3,"Selected: Full Day Seminar, Total: 46.",False
WIS_027,ALGO,canonical,"Selected: 5, Total: 29",False
WIS_027,ALGO,W3,"Selected: Networking Event, Closing Remarks, Total: 40.",False
WIS_028,ALGO,canonical,"Selected: 3, Total: 37",False
WIS_028,ALGO,W3,"Selected: Full Day Workshop, Total: 37.",False
WIS_029,ALGO,canonical,"Selected: 4, Total: 41",False
WIS_029,ALGO,W3,"Selected: Full Day Bootcamp, Networking Break, Closing Remarks, Total: 54.",False
WIS_030,ALGO,canonical,"Selected: 2, 5, 7, Total: 42",False
WIS_030,ALGO,W3,"Selected: Panel Discussion, Product Launch, Closing Ceremony, Total: 45",False
WIS_031,ALGO,canonical,"Selected: 2, 5, 7, Total: 33",False
WIS_031,ALGO,W3,"Selected: Marketing Workshop, Product Demo, Industry Update, Closing Remarks, Total: 28.",False
WIS_032,ALGO,canonical,"Selected: 0, 2, 5, Total: 34",False
WIS_032,ALGO,W3,"Selected: Morning Keynote, AI Seminar, Closing Address, Total: 30.",False
BW_001,BW,canonical,"1. pick-up l
2. stack l h
3. pick-up h
4. stack h b
5. pick-up b
6. stack b d
7. pick-up d
8. stack d g
9. pick-up g
10. stack g i
11. pick-up i
12. stack i f
13. pick-up f
14. stack f j",False
BW_001,BW,W3,"1. select James
2. place James under Fiona
3. select Fiona
4. place Fiona under Ian
5. select Ian
6. place Ian under Grace
7. select Grace
8. place Grace under Derek
9. select Derek
10. place Derek under Ben
11. select Ben
12. place Ben under Hannah
13. select Hannah
14. place Hannah under Leo",False
BW_002,BW,canonical,"1. pick-up j
2. stack j g
3. pick-up g
4. stack g a
5. pick-up a
6. stack a b
7. pick-up b
8. stack b k
9. pick-up k
10. stack k h
11. pick-up h
12. stack h i",False
BW_002,BW,W3,"1. select Jake
2. place Jake under Grace
3. select Grace
4. place Grace under Alice
5. select Alice
6. place Alice under Bob
7. select Bob
8. place Bob under Kevin
9. select Kevin
10. place Kevin under Henry
11. select Henry
12. place Henry under Ivan",True
BW_010,BW,canonical,"1. pick-up d
2. stack d e
3. pick-up e
4. stack e a
5. pick-up a
6. stack a b
7. pick-up b
8. stack b f
9. pick-up f
10. stack f d",False
BW_010,BW,W3,"1. select Diana
2. place Diana under Ethan
3. select Ethan
4. place Ethan under Alice
5. select Alice
6. place Alice under Brian
7. select Brian
8. place Brian under Felix",False
BW_011,BW,canonical,"1. pick-up c
2. stack c k
3. pick-up k
4. stack k g
5. pick-up g
6. stack g a
7. pick-up a
8. stack a l
9. pick-up l
10. stack l j
11. pick-up j
12. stack j e
13. pick-up e
14. stack e h
15. pick-up h
16. stack h i
17. pick-up i
18. stack i b",False
BW_011,BW,W3,"1. select Carol
2. place Carol under Kevin
3. select Kevin
4. place Kevin under George
5. select George
6. place George under Amy
7. select Amy
8. place Amy under Laura
9. select Laura
10. place Laura under Jack
11. select Jack
12. place Jack under Edward
13. select Edward
14. place Edward under Helen
15. select Helen
16. place Helen under Ivan
17. select Ivan
18. place Ivan under Ben",False
BW_014,BW,canonical,"1. pick-up l
2. stack l e
3. pick-up e
4. stack e g
5. put-down e",False
BW_014,BW,W3,"1. select Lisa
2. place Lisa under Eve
3. select Eve
4. place Eve under Grace
5. select Eve
6. remove Eve from Grace",False
BW_022,BW,canonical,"1. pick-up g
2. stack g c
3. pick-up c
4. stack c b
5. pick-up b
6. stack b k
7. pick-up k
8. stack k f
9. pick-up f
10. stack f g",False
BW_022,BW,W3,"1. select Grace
2. place Grace under Carol
3. select Carol
4. place Carol under Bob
5. select Bob
6. place Bob under Kevin
7. select Kevin
8. place Kevin under Frank",True
BW_080,BW,canonical,"1. pick-up l
2. stack l c
3. pick-up c
4. stack c i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e j
9. pick-up j
10. stack j f
11. pick-up f
12. stack f c
13. unstack l c
14. unstack c i
15. unstack i e
16. unstack e j
17. unstack j f
18. put-down l
19. put-down c
20. put-down i
21. put-down e
22. put-down j
23. put-down f",False
BW_080,BW,W3,"1. select Laura
2. place Laura under Clara
3. select Clara
4. place Clara under Ivan
5. select Ivan
6. place Ivan under Ethan
7. select Ethan
8. place Ethan under Jake
9. select Jake
10. place Jake under Felix
11. select Felix",False
BW_120,BW,canonical,"1. pick-up c
2. stack c j
3. pick-up j
4. stack j g
5. pick-up g
6. stack g f
7. pick-up f
8. stack f c
9. unstack c j
10. unstack j g
11. unstack g f",False
BW_120,BW,W3,"1. select Clara
2. place Clara under Jake
3. select Jake
4. place Jake under Grace
5. select Grace
6. place Grace under Felix
7. select Grace
8. remove Grace from Felix",False
BW_137,BW,canonical,"1. pick-up d
2. stack d a
3. pick-up a
4. stack a b
5. pick-up b
6. stack b j
7. pick-up j
8. stack j e
9. pick-up e
10. stack e l
11. pick-up l
12. stack l h
13. pick-up h
14. stack h c
15. pick-up c
16. stack c f
17. pick-up f
18. stack f g
19. pick-up g
20. stack g i",False
BW_137,BW,W3,"1. select Dana
2. place Dana under Aaron
3. select Aaron
4. place Aaron under Brian
5. select Brian
6. place Brian under Julia
7. select Julia
8. place Julia under Ethan
9. select Ethan
10. place Ethan under Lisa
11. select Lisa
12. place Lisa under Harry
13. select Harry
14. place Harry under Clara
15. select Clara
16. place Clara under Frank
17. select Frank
18. place Frank under Gloria
19. select Gloria
20. place Gloria under Ivan",False
BW_155,BW,canonical,"1. pick-up i
2. stack i f
3. pick-up f
4. stack f e
5. pick-up e
6. stack e j
7. pick-up j
8. stack j h",False
BW_155,BW,W3,"1. select Ivan
2. place Ivan under Frank
3. select Frank
4. place Frank under Eve
5. select Eve
6. place Eve under Jake
7. select Jake
8. place Jake under Henry",False
BW_172,BW,canonical,"1. pick-up i
2. stack i l
3. pick-up l
4. stack l g
5. pick-up g
6. stack g e
7. pick-up e
8. stack e d
9. pick-up d
10. stack d b
11. pick-up b
12. stack b a
13. pick-up a
14. stack a j
15. pick-up j
16. stack j h
17. pick-up h
18. stack h f
19. pick-up f
20. stack f k",False
BW_172,BW,W3,"1. select Ivan
2. place Ivan under Laura
3. select Laura
4. place Laura under Gary
5. select Gary
6. place Gary under Ethan
7. select Ethan
8. place Ethan under Dana
9. select Dana
10. place Dana under Ben
11. select Ben
12. place Ben under Amy
13. select Amy
14. place Amy under Jake
15. select Jake
16. place Jake under Helen
17. select Helen
18. place Helen under Felix
19. select Felix
20. place Felix under Karen",False
BW_203,BW,canonical,"1. pick-up k
2. stack k f
3. pick-up f
4. stack f j
5. pick-up j
6. stack j h
7. pick-up h
8. stack h f
9. unstack k f
10. put-down k
11. unstack f j
12. put-down f
13. unstack j h
14. put-down j
15. unstack h f
16. put-down h",False
BW_203,BW,W3,"1. select Kevin
2. place Kevin under Frank
3. select Frank
4. place Frank under Jake
5. select Jake
6. place Jake under Henry
7. select Jake
8. remove Jake from Henry",False
BW_227,BW,canonical,"1. pick-up f
2. stack f l
3. pick-up l
4. stack l g
5. pick-up g
6. stack g d
7. pick-up d
8. stack d i
9. pick-up i
10. stack i j
11. pick-up j
12. stack j c
13. pick-up c
14. stack c k
15. pick-up k
16. stack k a",False
BW_227,BW,W3,"1. select Felix
2. place Felix under Laura
3. select Laura
4. place Laura under George
5. select George
6. place George under Derek
7. select Derek
8. place Derek under Ian
9. select Ian
10. place Ian under Jack
11. select Jack
12. place Jack under Clara
13. select Clara
14. place Clara under Kevin
15. select Kevin
16. place Kevin under Amy",False
BW_282,BW,canonical,"1. pick-up g
2. stack g h
3. pick-up h
4. stack h c
5. pick-up c
6. stack c i
7. pick-up i
8. stack i b",False
BW_282,BW,W3,"1. select Grace
2. place Grace under Henry
3. select Henry
4. place Henry under Carol
5. select Carol
6. place Carol under Ivan
7. select Ivan
8. place Ivan under Bob",True
BW_310,BW,canonical,"1. pick-up g
2. stack g j
3. pick-up j
4. stack j a
5. pick-up a
6. stack a f
7. pick-up f
8. stack f b
9. pick-up b
10. stack b d
11. pick-up d
12. stack d a
13. unstack a f
14. pick-up f
15. stack f j
16. unstack j a
17. pick-up a
18. stack a g
19. unstack g j
20. put-down g
21. unstack j a
22. put-down j
23. unstack a f
24. put-down a
25. unstack f b
26. put-down f
27. unstack b d
28. put-down b
29. unstack d a
30. put-down d",False
BW_310,BW,W3,"1. select Grace
2. place Grace under Jake
3. select Jake
4. place Jake under Alice
5. select Alice
6. place Alice under Frank
7. select Frank
8. place Frank under Bob
9. select Bob
10. place Bob under Diana",True
BW_331,BW,canonical,"1. pick-up h
2. stack h l
3. pick-up j
4. stack j l
5. put-down j
6. pick-up j
7. stack j h",False
BW_331,BW,W3,"1. select Henry
2. place Henry under Jake
3. select Jake
4. place Jake under Lisa
5. select Jake
6. remove Jake from Lisa",False
BW_350,BW,canonical,"1. pick-up f
2. stack f e
3. pick-up e
4. stack e i
5. pick-up i
6. stack i j
7. pick-up j
8. stack j k
9. pick-up k
10. stack k a
11. pick-up a
12. stack a g
13. pick-up g
14. stack g b
15. pick-up b
16. stack b l
17. pick-up l
18. stack l d",False
BW_350,BW,W3,"1. select Frank
2. place Frank under Eve
3. select Eve
4. place Eve under Ivan
5. select Ivan
6. place Ivan under Jake
7. select Jake
8. place Jake under Kevin
9. select Kevin
10. place Kevin under Alice
11. select Alice
12. place Alice under Grace
13. select Grace
14. place Grace under Bob
15. select Bob
16. place Bob under Lisa
17. select Lisa
18. place Lisa under Diana",True
BW_408,BW,canonical,"1. pick-up a
2. stack a l
3. pick-up l
4. stack l h
5. pick-up h
6. stack h d
7. pick-up d
8. stack d c
9. pick-up c
10. stack c g
11. pick-up g
12. stack g j
13. pick-up j
14. stack j b",False
BW_408,BW,W3,"1. select Alice
2. place Alice under Lisa
3. select Lisa
4. place Lisa under Henry
5. select Henry
6. place Henry under Diana
7. select Diana
8. place Diana under Carol
9. select Carol
10. place Carol under Grace
11. select Grace
12. place Grace under Jake
13. select Jake
14. place Jake under Bob",True
BW_467,BW,canonical,"1. pick-up g
2. stack g i
3. pick-up i
4. stack i l
5. pick-up l
6. stack l j
7. pick-up j
8. stack j a
9. pick-up a
10. stack a f
11. pick-up f
12. stack f h",False
BW_467,BW,W3,"1. select Gloria
2. place Gloria under Ian
3. select Ian
4. place Ian under Lisa
5. select Lisa
6. place Lisa under Jake
7. select Jake
8. place Jake under Amy
9. select Amy
10. place Amy under Felix
11. select Felix
12. place Felix under Hannah",False
BW_495,BW,canonical,"1. pick-up c
2. stack c l
3. pick-up l
4. stack l i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e h",False
BW_495,BW,W3,"1. select Carol
2. place Carol under Lisa
3. select Lisa
4. place Lisa under Ivan
5. select Ivan
6. place Ivan under Eve
7. select Eve
8. place Eve under Henry",True
