config_id,config_index,cci_threshold,cci_retrieval_max,cci_computation_min,w3_cutoff,contam_percentile,n_retrieval,n_computation,n_mixed,n_ambiguous,n,matches_paper_15_1_300_124,rule_structure,tie_break,probes_combined
cci0.05_w30.00_p50,0,0.05,0.05,0.95,0.0,50,0,0,62,378,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.00_p75,106,0.4,0.4,0.6,0.0,75,0,6,186,248,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.00_p90,107,0.4,0.4,0.6,0.0,90,0,6,178,256,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.25_p50,108,0.4,0.4,0.6,0.25,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.25_p75,109,0.4,0.4,0.6,0.25,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.25_p90,110,0.4,0.4,0.6,0.25,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.50_p50,111,0.4,0.4,0.6,0.5,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.50_p75,112,0.4,0.4,0.6,0.5,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.50_p90,113,0.4,0.4,0.6,0.5,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.75_p50,114,0.4,0.4,0.6,0.75,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.75_p75,115,0.4,0.4,0.6,0.75,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w30.75_p90,116,0.4,0.4,0.6,0.75,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w31.00_p50,117,0.4,0.4,0.6,1.0,50,170,0,47,223,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w31.00_p75,118,0.4,0.4,0.6,1.0,75,25,0,299,116,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.40_w31.00_p90,119,0.4,0.4,0.6,1.0,90,0,0,298,142,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.00_p50,120,0.45,0.45,0.55,0.0,50,0,0,99,341,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.00_p75,121,0.45,0.45,0.55,0.0,75,0,6,186,248,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.00_p90,122,0.45,0.45,0.55,0.0,90,0,6,178,256,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.25_p50,123,0.45,0.45,0.55,0.25,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.25_p75,124,0.45,0.45,0.55,0.25,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.25_p90,125,0.45,0.45,0.55,0.25,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.50_p50,126,0.45,0.45,0.55,0.5,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.50_p75,127,0.45,0.45,0.55,0.5,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.50_p90,128,0.45,0.45,0.55,0.5,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.75_p50,129,0.45,0.45,0.55,0.75,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.75_p75,130,0.45,0.45,0.55,0.75,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w30.75_p90,131,0.45,0.45,0.55,0.75,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w31.00_p50,132,0.45,0.45,0.55,1.0,50,170,0,47,223,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w31.00_p75,133,0.45,0.45,0.55,1.0,75,25,0,299,116,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.45_w31.00_p90,134,0.45,0.45,0.55,1.0,90,0,0,298,142,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.00_p50,135,0.5,0.5,0.5,0.0,50,0,0,99,341,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.00_p75,136,0.5,0.5,0.5,0.0,75,0,6,186,248,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.00_p90,137,0.5,0.5,0.5,0.0,90,0,6,178,256,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.25_p50,138,0.5,0.5,0.5,0.25,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.25_p75,139,0.5,0.5,0.5,0.25,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.25_p90,140,0.5,0.5,0.5,0.25,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.50_p50,141,0.5,0.5,0.5,0.5,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.50_p75,142,0.5,0.5,0.5,0.5,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.50_p90,143,0.5,0.5,0.5,0.5,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.75_p50,144,0.5,0.5,0.5,0.75,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.75_p75,145,0.5,0.5,0.5,0.75,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w30.75_p90,146,0.5,0.5,0.5,0.75,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w31.00_p50,147,0.5,0.5,0.5,1.0,50,170,0,47,223,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w31.00_p75,148,0.5,0.5,0.5,1.0,75,25,0,299,116,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.50_w31.00_p90,149,0.5,0.5,0.5,1.0,90,0,0,298,142,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.00_p50,150,0.55,0.44999999999999996,0.55,0.0,50,0,0,99,341,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.00_p75,151,0.55,0.44999999999999996,0.55,0.0,75,0,6,186,248,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.00_p90,152,0.55,0.44999999999999996,0.55,0.0,90,0,6,178,256,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.25_p50,153,0.55,0.44999999999999996,0.55,0.25,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.25_p75,154,0.55,0.44999999999999996,0.55,0.25,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.25_p90,155,0.55,0.44999999999999996,0.55,0.25,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.50_p50,156,0.55,0.44999999999999996,0.55,0.5,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.50_p75,157,0.55,0.44999999999999996,0.55,0.5,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.50_p90,158,0.55,0.44999999999999996,0.55,0.5,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.75_p50,159,0.55,0.44999999999999996,0.55,0.75,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.75_p75,160,0.55,0.44999999999999996,0.55,0.75,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w30.75_p90,161,0.55,0.44999999999999996,0.55,0.75,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w31.00_p50,162,0.55,0.44999999999999996,0.55,1.0,50,170,0,47,223,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w31.00_p75,163,0.55,0.44999999999999996,0.55,1.0,75,25,0,299,116,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.55_w31.00_p90,164,0.55,0.44999999999999996,0.55,1.0,90,0,0,298,142,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.00_p50,165,0.6,0.4,0.6,0.0,50,0,0,99,341,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.00_p75,166,0.6,0.4,0.6,0.0,75,0,6,186,248,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.00_p90,167,0.6,0.4,0.6,0.0,90,0,6,178,256,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.25_p50,168,0.6,0.4,0.6,0.25,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.25_p75,169,0.6,0.4,0.6,0.25,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.25_p90,170,0.6,0.4,0.6,0.25,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.50_p50,171,0.6,0.4,0.6,0.5,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.50_p75,172,0.6,0.4,0.6,0.5,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.50_p90,173,0.6,0.4,0.6,0.5,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.75_p50,174,0.6,0.4,0.6,0.75,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.75_p75,175,0.6,0.4,0.6,0.75,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w30.75_p90,176,0.6,0.4,0.6,0.75,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w31.00_p50,177,0.6,0.4,0.6,1.0,50,170,0,47,223,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w31.00_p75,178,0.6,0.4,0.6,1.0,75,25,0,299,116,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.60_w31.00_p90,179,0.6,0.4,0.6,1.0,90,0,0,298,142,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.00_p50,180,0.65,0.35,0.65,0.0,50,0,0,99,341,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.00_p75,181,0.65,0.35,0.65,0.0,75,0,6,186,248,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.00_p90,182,0.65,0.35,0.65,0.0,90,0,6,178,256,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.25_p50,183,0.65,0.35,0.65,0.25,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.25_p75,184,0.65,0.35,0.65,0.25,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.25_p90,185,0.65,0.35,0.65,0.25,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.50_p50,186,0.65,0.35,0.65,0.5,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.50_p75,187,0.65,0.35,0.65,0.5,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.50_p90,188,0.65,0.35,0.65,0.5,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.75_p50,189,0.65,0.35,0.65,0.75,50,170,0,99,171,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.75_p75,190,0.65,0.35,0.65,0.75,75,25,6,314,95,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w30.75_p90,191,0.65,0.35,0.65,0.75,90,0,6,306,128,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w31.00_p50,192,0.65,0.35,0.65,1.0,50,170,0,47,223,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w31.00_p75,193,0.65,0.35,0.65,1.0,75,25,0,299,116,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.65_w31.00_p90,194,0.65,0.35,0.65,1.0,90,0,0,298,142,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.00_p50,195,0.7,0.30000000000000004,0.7,0.0,50,0,0,62,378,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.00_p75,196,0.7,0.30000000000000004,0.7,0.0,75,0,1,86,353,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.00_p90,197,0.7,0.30000000000000004,0.7,0.0,90,0,1,78,361,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.25_p50,198,0.7,0.30000000000000004,0.7,0.25,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.25_p75,199,0.7,0.30000000000000004,0.7,0.25,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.25_p90,200,0.7,0.30000000000000004,0.7,0.25,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.50_p50,201,0.7,0.30000000000000004,0.7,0.5,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.50_p75,202,0.7,0.30000000000000004,0.7,0.5,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.50_p90,203,0.7,0.30000000000000004,0.7,0.5,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.75_p50,204,0.7,0.30000000000000004,0.7,0.75,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.75_p75,205,0.7,0.30000000000000004,0.7,0.75,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w30.75_p90,206,0.7,0.30000000000000004,0.7,0.75,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w31.00_p50,207,0.7,0.30000000000000004,0.7,1.0,50,74,0,4,362,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w31.00_p75,208,0.7,0.30000000000000004,0.7,1.0,75,15,0,284,141,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.70_w31.00_p90,209,0.7,0.30000000000000004,0.7,1.0,90,0,0,284,156,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.00_p50,210,0.75,0.25,0.75,0.0,50,0,0,62,378,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.00_p75,211,0.75,0.25,0.75,0.0,75,0,1,86,353,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
