source_file,model,family,variant,old_accuracy,new_accuracy,n,n_changed
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_p1p2,canonical,0.6000,0.6000,5,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_symbolic,W1,0.7333,0.7333,15,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_symbolic,W2,0.4000,0.4000,15,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_symbolic,W3,0.2667,0.2667,15,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_symbolic,W4,0.2667,0.2667,15,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_symbolic,W5,0.3333,0.3333,15,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_symbolic,canonical,0.9333,0.9333,15,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,W1,0.6000,0.6000,5,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,W2,0.0000,0.0000,5,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,W3,0.2000,0.2000,5,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,W4,0.0000,0.0000,5,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,W5,0.0000,0.0000,5,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,canonical,0.8000,0.8000,5,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W1,0.9333,0.9333,15,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W2,0.3333,0.3333,15,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W3,0.1333,0.1333,15,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W4,0.4000,0.4000,15,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W5,0.0667,0.0667,15,0
GSM_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,canonical,0.8000,0.8000,15,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_p1p2,W1,0.8000,0.8000,5,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_p1p2,W2,1.0000,1.0000,5,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_p1p2,W3,1.0000,1.0000,5,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_p1p2,W4,1.0000,1.0000,5,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_p1p2,W5,1.0000,1.0000,5,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_p1p2,canonical,0.8000,0.8000,5,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_symbolic,W1,0.8718,0.8718,39,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_symbolic,W2,0.7949,0.7949,39,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_symbolic,W3,0.8205,0.8205,39,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_symbolic,W4,0.6410,0.6410,39,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_symbolic,W5,0.8718,0.8718,39,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_symbolic,W6,0.8333,0.8333,24,0
GSM_P1_behavioral_o1mini.csv,openai/o4-mini,gsm_symbolic,canonical,0.8462,0.8462,39,0
