defect,family,problem_id,model,variant,role,before,after,delta,source
BW_W3_action_mapping,BW,BW_501,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_502,Claude,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_503,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_504,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_505,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_506,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_507,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_508,Claude,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_509,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_510,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_511,Claude,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_512,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_513,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_514,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_515,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_001,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_002,Claude,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_003,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_004,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_005,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_496,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_497,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_498,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_499,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_500,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_501,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_502,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_503,GPT-4o,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_504,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_505,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_506,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_507,GPT-4o,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_508,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_509,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_510,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_511,GPT-4o,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_512,GPT-4o,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_513,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_514,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_515,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_001,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_002,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_003,GPT-4o,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_004,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_005,GPT-4o,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_496,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_497,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_498,GPT-4o,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_499,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_500,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_501,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_502,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_503,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_504,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_505,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_506,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_507,GPT-4o,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_508,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_509,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_510,GPT-4o,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_511,GPT-4o,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_512,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_513,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_514,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_515,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_001,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_002,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_003,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_004,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_005,GPT-4o,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_001,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_001,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_002,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_002,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_010,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_010,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_011,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_011,deepseek-r1-distill-llama-70b,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_014,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_014,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_022,deepseek-r1-distill-llama-70b,W3,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_022,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_080,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_080,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_120,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_120,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_137,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_137,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_155,deepseek-r1-distill-llama-70b,W3,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_155,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_172,deepseek-r1-distill-llama-70b,W3,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_172,deepseek-r1-distill-llama-70b,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_203,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_203,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_227,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_227,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_282,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_282,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_310,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_310,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_331,deepseek-r1-distill-llama-70b,W3,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_331,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_350,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_350,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_408,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_408,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_467,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_467,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_495,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_495,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E002,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E002,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E015,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E015,deepseek-r1-distill-llama-70b,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E017,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E019,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E019,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E100,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E100,deepseek-r1-distill-llama-70b,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_496,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_497,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_498,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_499,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_501,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_502,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_503,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_504,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_505,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_506,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_507,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_508,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_509,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_510,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_511,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_512,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_513,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_514,deepseek-r1-distill-llama-70b,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_515,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_001,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_002,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_003,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_004,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E_005,deepseek-r1-distill-llama-70b,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_496,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_497,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_498,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_499,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_500,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_501,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_502,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_503,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_504,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_505,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_506,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_507,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_508,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_509,deepseek-r1-distill-llama-70b,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_001,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_001,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_002,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_002,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_010,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_010,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_011,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_011,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_014,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_014,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_022,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_022,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_080,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_080,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_120,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_120,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_137,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_137,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_155,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_155,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_172,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_172,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_203,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_203,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_227,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_227,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_282,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_282,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_310,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_310,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_331,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_331,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_350,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_350,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_408,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_408,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_467,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_467,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_495,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_495,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E002,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E002,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E015,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E015,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E017,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E017,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E019,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E019,Gemini,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E100,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_E100,Gemini,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_496,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_497,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_498,Gemini,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_499,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_500,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_501,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_502,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_503,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_504,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_505,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_506,Gemini,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_507,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_508,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_509,Gemini,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_510,Gemini,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_511,Gemini,W3,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_W3_action_mapping,BW,BW_512,Gemini,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
