problem_id,model,tep,session_status,adapted,resistant,illegal_both,n_nl_remappable,n_canonical_shape,null_cause
BW_509,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_509,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_509,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_510,anthropic/claude-sonnet-4,,complete,0,0,0,0,47,tep_denom_zero_all_illegal_or_ambiguous
BW_510,anthropic/claude-sonnet-4,,complete,0,0,0,0,45,tep_denom_zero_all_illegal_or_ambiguous
BW_510,anthropic/claude-sonnet-4,,complete,0,0,0,0,43,tep_denom_zero_all_illegal_or_ambiguous
BW_510,anthropic/claude-sonnet-4,,complete,0,0,0,0,41,tep_denom_zero_all_illegal_or_ambiguous
BW_511,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_511,anthropic/claude-sonnet-4,,complete,0,0,45,0,45,tep_denom_zero_all_illegal_or_ambiguous
BW_511,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_511,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_512,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,7,abort_forces_null
BW_512,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,15,0,17,abort_forces_null
BW_512,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_512,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_513,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,9,abort_forces_null
BW_513,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,13,abort_forces_null
BW_513,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_513,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,14,abort_forces_null
BW_514,anthropic/claude-sonnet-4,,complete,0,0,0,0,47,tep_denom_zero_all_illegal_or_ambiguous
BW_514,anthropic/claude-sonnet-4,,complete,0,0,0,0,45,tep_denom_zero_all_illegal_or_ambiguous
BW_514,anthropic/claude-sonnet-4,,complete,0,0,0,0,42,tep_denom_zero_all_illegal_or_ambiguous
BW_514,anthropic/claude-sonnet-4,,complete,0,0,0,0,40,tep_denom_zero_all_illegal_or_ambiguous
BW_515,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,7,abort_forces_null
BW_515,anthropic/claude-sonnet-4,,complete,0,0,10,0,38,tep_denom_zero_all_illegal_or_ambiguous
BW_515,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,20,abort_forces_null
BW_515,anthropic/claude-sonnet-4,,aborted: excessive illegal steps,0,0,12,0,13,abort_forces_null
BW_E_001,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_001,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_001,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_001,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,anthropic/claude-sonnet-4,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_495,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_495,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_495,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_495,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_408,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_408,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_408,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_408,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_350,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_350,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_350,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_350,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_331,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_310,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_310,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_310,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_310,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_282,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_282,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_282,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_282,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_203,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_203,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_203,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_022,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_022,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_022,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_022,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_014,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_002,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_002,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_002,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_002,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_496,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,1,abort_forces_null
BW_496,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_496,openai/gpt-4o,,aborted: excessive illegal steps,0,0,16,10,0,abort_forces_null
BW_496,openai/gpt-4o,,aborted: excessive illegal steps,0,0,17,11,0,abort_forces_null
BW_497,openai/gpt-4o,,aborted: excessive illegal steps,0,0,13,4,5,abort_forces_null
BW_498,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,1,abort_forces_null
BW_498,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_498,openai/gpt-4o,,aborted: excessive illegal steps,0,0,19,13,0,abort_forces_null
BW_498,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_499,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_499,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_499,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_499,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_500,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_500,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_500,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_500,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_501,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_501,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_501,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_501,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_502,openai/gpt-4o,,aborted: excessive illegal steps,0,0,13,5,3,abort_forces_null
BW_502,openai/gpt-4o,,aborted: excessive illegal steps,0,0,18,11,2,abort_forces_null
BW_502,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_503,openai/gpt-4o,,aborted: excessive illegal steps,0,0,13,7,1,abort_forces_null
BW_503,openai/gpt-4o,,aborted: excessive illegal steps,0,0,15,9,1,abort_forces_null
BW_503,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_503,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_504,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_504,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_504,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_504,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_505,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_505,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_505,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_505,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_506,openai/gpt-4o,,aborted: excessive illegal steps,0,0,19,13,0,abort_forces_null
BW_507,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_508,openai/gpt-4o,,aborted: excessive illegal steps,0,0,13,7,0,abort_forces_null
BW_508,openai/gpt-4o,,aborted: excessive illegal steps,0,0,15,9,0,abort_forces_null
BW_508,openai/gpt-4o,,aborted: excessive illegal steps,0,0,14,8,1,abort_forces_null
BW_508,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_509,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_509,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_509,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_509,openai/gpt-4o,,aborted: excessive illegal steps,0,0,18,12,1,abort_forces_null
BW_510,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_510,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_510,openai/gpt-4o,,aborted: excessive illegal steps,0,0,15,9,0,abort_forces_null
BW_510,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_511,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_511,openai/gpt-4o,,aborted: excessive illegal steps,0,0,18,12,0,abort_forces_null
BW_511,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,1,abort_forces_null
BW_512,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_512,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_512,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_512,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_513,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_513,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_513,openai/gpt-4o,,aborted: excessive illegal steps,0,0,18,11,2,abort_forces_null
BW_513,openai/gpt-4o,,aborted: excessive illegal steps,0,0,18,12,0,abort_forces_null
BW_514,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_514,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_514,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_514,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_515,openai/gpt-4o,,aborted: excessive illegal steps,0,0,13,6,2,abort_forces_null
BW_515,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_515,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_515,openai/gpt-4o,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_E_001,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_001,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_001,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_001,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,openai/gpt-4o,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_495,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_495,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_495,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_495,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_408,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_408,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_408,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_408,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_350,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_350,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_350,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_350,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_331,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_310,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_310,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_310,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_310,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_282,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_282,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_282,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_282,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_203,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_022,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_022,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_022,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_022,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_014,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_014,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_002,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_002,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_002,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_002,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_496,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_496,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_496,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_496,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_497,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,16,10,0,abort_forces_null
BW_498,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_498,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_498,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_498,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_499,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,14,8,0,abort_forces_null
BW_499,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_499,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_499,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_500,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,0,0,abort_forces_null
BW_500,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,0,0,abort_forces_null
BW_500,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,0,0,abort_forces_null
BW_500,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,0,0,abort_forces_null
BW_501,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_501,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_501,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_501,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_502,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,13,7,0,abort_forces_null
BW_502,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_503,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,14,8,1,abort_forces_null
BW_503,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_503,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_503,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_504,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_504,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,27,21,0,abort_forces_null
BW_504,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_504,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_505,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,1,abort_forces_null
BW_505,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_505,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_505,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,18,12,0,abort_forces_null
BW_506,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,14,8,0,abort_forces_null
BW_507,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,16,10,0,abort_forces_null
BW_508,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,0,0,abort_forces_null
BW_508,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,2,0,23,0,19,abort_forces_null
BW_508,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_508,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,13,7,0,abort_forces_null
BW_509,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_509,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_509,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_509,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_510,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,1,0,13,7,1,abort_forces_null
BW_510,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_510,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,17,0,0,abort_forces_null
BW_510,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_511,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_511,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,1,0,12,6,1,abort_forces_null
BW_511,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_512,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,14,8,0,abort_forces_null
BW_512,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_512,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_512,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,16,10,1,abort_forces_null
BW_513,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_513,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
