cell,model,subtype,variant,pool,k,n,n_clone_families,acc,iid_bootstrap_lo,iid_bootstrap_hi,iid_width,cluster_bootstrap_lo,cluster_bootstrap_hi,cluster_width,width_ratio_cluster_over_iid,wilson_lo,wilson_hi,wilson_width,note
Claude|ALL|canonical|bank110,Claude,ALL,canonical,bank_110,40,110,51,0.36363636363636365,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.19718309859154928,0.48031496062992124,0.28313186203837193,1.5572252412110457,0.2797508773735517,0.4567250681507558,0.1769741907772041,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|coin_change|W4|bank110,GPT-4o,coin_change,W4,bank_110_subtype,18,25,14,0.72,0.52,0.88,0.36,0.5294117647058824,0.8666666666666667,0.33725490196078434,0.9368191721132899,0.524230281034417,0.8571632616261842,0.3329329805917671,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|canonical|table7_chall,GPT-4o,CC,canonical,table7_chall,6,10,4,0.6,0.3,0.9,0.6000000000000001,0.0,0.75,0.75,1.2499999999999998,0.3126695474501863,0.8318224187964902,0.5191528713463038,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|canonical|table7_std,GPT-4o,CC,canonical,table7_std,4,15,12,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.4,0.07692307692307693,0.4375,0.3605769230769231,0.9014423076923076,0.10897276103182807,0.5195088965768675,0.4105361355450394,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W1|table7_chall,GPT-4o,CC,W1,table7_chall,4,10,4,0.4,0.1,0.7,0.6,0.0,0.5454545454545454,0.5454545454545454,0.9090909090909091,0.16817758120350962,0.6873304525498136,0.5191528713463041,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W1|table7_std,GPT-4o,CC,W1,table7_std,6,15,12,0.4,0.13333333333333333,0.6666666666666666,0.5333333333333333,0.21428571428571427,0.6,0.3857142857142857,0.7232142857142857,0.1982422808259466,0.642535572434923,0.44429329160897635,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W2|table7_chall,GPT-4o,CC,W2,table7_chall,6,10,4,0.6,0.3,0.9,0.6000000000000001,0.0,0.8181818181818182,0.8181818181818182,1.3636363636363635,0.3126695474501863,0.8318224187964902,0.5191528713463038,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W2|table7_std,GPT-4o,CC,W2,table7_std,0,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.20388926630434784,0.20388926630434784,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W3|table7_chall,GPT-4o,CC,W3,table7_chall,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2775401687666166,0.2775401687666166,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W3|table7_std,GPT-4o,CC,W3,table7_std,1,15,12,0.06666666666666667,0.0,0.2,0.2,0.0,0.2,0.2,1.0,0.011866588606194828,0.29817077552423993,0.2863041869180451,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W4|table7_chall,GPT-4o,CC,W4,table7_chall,5,10,4,0.5,0.2,0.8,0.6000000000000001,0.0,0.6818181818181818,0.6818181818181818,1.136363636363636,0.23658959361548731,0.7634104063845126,0.5268208127690253,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W4|table7_std,GPT-4o,CC,W4,table7_std,13,15,12,0.8666666666666667,0.6666666666666666,1.0,0.33333333333333337,0.6428571428571429,1.0,0.3571428571428571,1.0714285714285712,0.6211750079348376,0.9626395301086407,0.3414645221738031,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|shortest_path|canonical|bank110,GPT-4o,shortest_path,canonical,bank_110_subtype,29,55,20,0.5272727272727272,0.4,0.6545454545454545,0.2545454545454545,0.27471988795518215,0.8572259136212612,0.582506025666079,2.2884165294024537,0.39791319071629383,0.6530711468951917,0.2551579561788979,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|shortest_path|W1|bank110,GPT-4o,shortest_path,W1,bank_110_subtype,32,55,20,0.5818181818181818,0.45454545454545453,0.7090909090909091,0.2545454545454546,0.42105263157894735,0.8103564771668218,0.38930384558787445,1.5294079648095067,0.45032868331164655,0.7026243295228106,0.25229564621116407,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|shortest_path|W2|bank110,GPT-4o,shortest_path,W2,bank_110_subtype,6,55,20,0.10909090909090909,0.03636363636363636,0.2,0.16363636363636364,0.0,0.1875,0.1875,1.1458333333333333,0.050966556283051315,0.21825793795231957,0.16729138166926827,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|shortest_path|W3|bank110,GPT-4o,shortest_path,W3,bank_110_subtype,18,55,20,0.32727272727272727,0.2,0.45454545454545453,0.2545454545454545,0.14893617021276595,0.5675675675675675,0.4186313973548016,1.6446233467510065,0.21812895688825168,0.45897023823900523,0.24084128135075356,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|shortest_path|W4|bank110,GPT-4o,shortest_path,W4,bank_110_subtype,31,55,20,0.5636363636363636,0.43636363636363634,0.6909090909090909,0.2545454545454546,0.29545454545454547,0.782608695652174,0.4871541501976285,1.9138198757763973,0.43269584078681317,0.686267613639987,0.25357177285317384,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|shortest_path|W5|bank110,GPT-4o,shortest_path,W5,bank_110_subtype,0,50,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.07135003417431873,0.07135003417431873,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|canonical|table7_chall,GPT-4o,SP,canonical,table7_chall,14,34,6,0.4117647058823529,0.23529411764705882,0.5882352941176471,0.35294117647058826,0.038461538461538464,0.8888888888888888,0.8504273504273504,2.409544159544159,0.26365737785688864,0.5777869585348072,0.3141295806779186,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|canonical|table7_std,GPT-4o,SP,canonical,table7_std,15,21,15,0.7142857142857143,0.5238095238095238,0.9047619047619048,0.38095238095238093,0.47619047619047616,0.9090909090909091,0.4329004329004329,1.1363636363636365,0.500432261771624,0.8618632425437179,0.3614309807720939,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W1|table7_chall,GPT-4o,SP,W1,table7_chall,18,34,6,0.5294117647058824,0.35294117647058826,0.7058823529411765,0.35294117647058826,0.29411764705882354,0.8888888888888888,0.5947712418300652,1.6851851851851847,0.3673644042005483,0.6854874836688863,0.31812307946833807,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W1|table7_std,GPT-4o,SP,W1,table7_std,14,21,15,0.6666666666666666,0.47619047619047616,0.8571428571428571,0.38095238095238093,0.4444444444444444,0.8571428571428571,0.4126984126984127,1.0833333333333333,0.45373075657210293,0.8280546356731631,0.37432387910106013,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W2|table7_chall,GPT-4o,SP,W2,table7_chall,5,34,6,0.14705882352941177,0.029411764705882353,0.2647058823529412,0.23529411764705882,0.0,0.2553191489361702,0.2553191489361702,1.0851063829787233,0.06449346382626418,0.3012838817405195,0.2367904179142553,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W2|table7_std,GPT-4o,SP,W2,table7_std,1,21,15,0.047619047619047616,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,1.0,0.008455769471923294,0.22669816586235464,0.21824239639043136,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W3|table7_chall,GPT-4o,SP,W3,table7_chall,9,34,6,0.2647058823529412,0.11764705882352941,0.4117647058823529,0.2941176470588235,0.0,0.6,0.6,2.04,0.14601027541553796,0.4311746216289845,0.28516434621344655,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W3|table7_std,GPT-4o,SP,W3,table7_std,9,21,15,0.42857142857142855,0.23809523809523808,0.6190476190476191,0.380952380952381,0.22727272727272727,0.6190476190476191,0.3917748917748918,1.0284090909090908,0.24469699486521046,0.6345378370296754,0.3898408421644649,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W4|table7_chall,GPT-4o,SP,W4,table7_chall,20,34,6,0.5882352941176471,0.4117647058823529,0.7647058823529411,0.3529411764705882,0.11764705882352941,0.9166666666666666,0.7990196078431372,2.263888888888889,0.42221304146519273,0.7363426221431113,0.3141295806779186,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W4|table7_std,GPT-4o,SP,W4,table7_std,11,21,15,0.5238095238095238,0.2857142857142857,0.7142857142857143,0.4285714285714286,0.35,0.6956521739130435,0.3456521739130435,0.8065217391304347,0.32369217900266756,0.7165628770323705,0.392870698029703,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W5|table7_chall,GPT-4o,SP,W5,table7_chall,0,31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.11025900073475384,0.11025900073475384,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W5|table7_std,GPT-4o,SP,W5,table7_std,0,19,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.16818436536845055,0.16818436536845055,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|wis|canonical|bank110,GPT-4o,wis,canonical,bank_110_subtype,8,30,17,0.26666666666666666,0.13333333333333333,0.43333333333333335,0.30000000000000004,0.058823529411764705,0.37209302325581395,0.31326949384404923,1.0442316461468306,0.14182495553910618,0.4444830204431169,0.3026580649040107,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|wis|W1|bank110,GPT-4o,wis,W1,bank_110_subtype,6,30,17,0.2,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.05263157894736842,0.3333333333333333,0.2807017543859649,1.0526315789473684,0.09504978102401235,0.37306047381027446,0.2780106927862621,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|wis|W2|bank110,GPT-4o,wis,W2,bank_110_subtype,0,30,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.113517091390478,0.113517091390478,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|wis|W3|bank110,GPT-4o,wis,W3,bank_110_subtype,0,30,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.113517091390478,0.113517091390478,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|wis|W4|bank110,GPT-4o,wis,W4,bank_110_subtype,0,30,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.113517091390478,0.113517091390478,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|canonical|table7_chall,GPT-4o,WIS,canonical,table7_chall,6,17,4,0.35294117647058826,0.11764705882352941,0.5882352941176471,0.47058823529411764,0.0,0.40540540540540543,0.40540540540540543,0.8614864864864865,0.17309486143904904,0.5870003327878818,0.4139054713488327,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|canonical|table7_std,GPT-4o,WIS,canonical,table7_std,2,13,13,0.15384615384615385,0.0,0.38461538461538464,0.38461538461538464,0.0,0.38461538461538464,0.38461538461538464,1.0,0.04325726318273798,0.4223517050863101,0.3790944419035721,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W1|table7_chall,GPT-4o,WIS,W1,table7_chall,3,17,4,0.17647058823529413,0.0,0.35294117647058826,0.35294117647058826,0.0,0.24324324324324326,0.24324324324324326,0.6891891891891891,0.0619101371254899,0.41029929017375777,0.3483891530482679,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W1|table7_std,GPT-4o,WIS,W1,table7_std,3,13,13,0.23076923076923078,0.0,0.46153846153846156,0.46153846153846156,0.0,0.46153846153846156,0.46153846153846156,1.0,0.08179379092465713,0.5025687399512693,0.42077494902661217,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W2|table7_chall,GPT-4o,WIS,W2,table7_chall,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W2|table7_std,GPT-4o,WIS,W2,table7_std,0,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.22810184305529166,0.22810184305529166,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W3|table7_chall,GPT-4o,WIS,W3,table7_chall,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W3|table7_std,GPT-4o,WIS,W3,table7_std,0,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.22810184305529166,0.22810184305529166,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W4|table7_chall,GPT-4o,WIS,W4,table7_chall,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W4|table7_std,GPT-4o,WIS,W4,table7_std,0,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.22810184305529166,0.22810184305529166,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|ALL|canonical|frozen61,GPT-4o,ALL,canonical,frozen_61,26,61,14,0.4262295081967213,0.31106557377049543,0.5573770491803278,0.2463114754098324,0.19148936170212766,0.6615384615384615,0.47004909983633386,1.9083524186367251,0.3101502855796743,0.5510499315648748,0.24089964598520053,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|ALL|W1|frozen61,GPT-4o,ALL,W1,frozen_61,25,61,14,0.4098360655737705,0.29508196721311475,0.5409836065573771,0.24590163934426235,0.225,0.6086956521739131,0.3836956521739131,1.5603623188405797,0.2953514834927377,0.5350043374617113,0.23965285396897357,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|ALL|W2|frozen61,GPT-4o,ALL,W2,frozen_61,11,61,14,0.18032786885245902,0.09836065573770492,0.2786885245901639,0.180327868852459,0.0,0.4,0.4,2.2181818181818187,0.10379034061426573,0.2947439336787807,0.19095359306451498,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|ALL|W3|frozen61,GPT-4o,ALL,W3,frozen_61,9,61,14,0.14754098360655737,0.06557377049180328,0.2459016393442623,0.180327868852459,0.0,0.3559322033898305,0.3559322033898305,1.9738058551617876,0.07961078689389503,0.257234695018951,0.177623908125056,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|ALL|W4|frozen61,GPT-4o,ALL,W4,frozen_61,25,61,14,0.4098360655737705,0.29508196721311475,0.5245901639344263,0.2295081967213115,0.07407407407407407,0.72,0.6459259259259259,2.8143915343915338,0.2953514834927377,0.5350043374617113,0.23965285396897357,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|ALL|W5|frozen61,GPT-4o,ALL,W5,frozen_61,0,31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.11025900073475384,0.11025900073475384,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|canonical|frozen61,GPT-4o,SP,canonical,frozen_61_subtype,14,34,6,0.4117647058823529,0.23529411764705882,0.5882352941176471,0.35294117647058826,0.038461538461538464,0.8888888888888888,0.8504273504273504,2.409544159544159,0.26365737785688864,0.5777869585348072,0.3141295806779186,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W1|frozen61,GPT-4o,SP,W1,frozen_61_subtype,18,34,6,0.5294117647058824,0.35294117647058826,0.7058823529411765,0.35294117647058826,0.29411764705882354,0.8888888888888888,0.5947712418300652,1.6851851851851847,0.3673644042005483,0.6854874836688863,0.31812307946833807,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W2|frozen61,GPT-4o,SP,W2,frozen_61_subtype,5,34,6,0.14705882352941177,0.029411764705882353,0.2647058823529412,0.23529411764705882,0.0,0.2553191489361702,0.2553191489361702,1.0851063829787233,0.06449346382626418,0.3012838817405195,0.2367904179142553,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W3|frozen61,GPT-4o,SP,W3,frozen_61_subtype,9,34,6,0.2647058823529412,0.11764705882352941,0.4117647058823529,0.2941176470588235,0.0,0.6,0.6,2.04,0.14601027541553796,0.4311746216289845,0.28516434621344655,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W4|frozen61,GPT-4o,SP,W4,frozen_61_subtype,20,34,6,0.5882352941176471,0.4117647058823529,0.7647058823529411,0.3529411764705882,0.11764705882352941,0.9166666666666666,0.7990196078431372,2.263888888888889,0.42221304146519273,0.7363426221431113,0.3141295806779186,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|SP|W5|frozen61,GPT-4o,SP,W5,frozen_61_subtype,0,31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.11025900073475384,0.11025900073475384,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|canonical|frozen61,GPT-4o,CC,canonical,frozen_61_subtype,6,10,4,0.6,0.3,0.9,0.6000000000000001,0.0,0.75,0.75,1.2499999999999998,0.3126695474501863,0.8318224187964902,0.5191528713463038,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W1|frozen61,GPT-4o,CC,W1,frozen_61_subtype,4,10,4,0.4,0.1,0.7,0.6,0.0,0.5454545454545454,0.5454545454545454,0.9090909090909091,0.16817758120350962,0.6873304525498136,0.5191528713463041,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W2|frozen61,GPT-4o,CC,W2,frozen_61_subtype,6,10,4,0.6,0.3,0.9,0.6000000000000001,0.0,0.8181818181818182,0.8181818181818182,1.3636363636363635,0.3126695474501863,0.8318224187964902,0.5191528713463038,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W3|frozen61,GPT-4o,CC,W3,frozen_61_subtype,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2775401687666166,0.2775401687666166,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|CC|W4|frozen61,GPT-4o,CC,W4,frozen_61_subtype,5,10,4,0.5,0.2,0.8,0.6000000000000001,0.0,0.6818181818181818,0.6818181818181818,1.136363636363636,0.23658959361548731,0.7634104063845126,0.5268208127690253,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|canonical|frozen61,GPT-4o,WIS,canonical,frozen_61_subtype,6,17,4,0.35294117647058826,0.11764705882352941,0.5882352941176471,0.47058823529411764,0.0,0.40540540540540543,0.40540540540540543,0.8614864864864865,0.17309486143904904,0.5870003327878818,0.4139054713488327,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W1|frozen61,GPT-4o,WIS,W1,frozen_61_subtype,3,17,4,0.17647058823529413,0.0,0.35294117647058826,0.35294117647058826,0.0,0.24324324324324326,0.24324324324324326,0.6891891891891891,0.0619101371254899,0.41029929017375777,0.3483891530482679,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W2|frozen61,GPT-4o,WIS,W2,frozen_61_subtype,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W3|frozen61,GPT-4o,WIS,W3,frozen_61_subtype,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
GPT-4o|WIS|W4|frozen61,GPT-4o,WIS,W4,frozen_61_subtype,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|canonical|bank110,Gemini,ALL,canonical,bank_110,51,110,51,0.4636363636363636,0.37272727272727274,0.5545454545454546,0.18181818181818182,0.3225806451612903,0.5785123966942148,0.2559317515329245,1.407624633431085,0.37324922744634015,0.5564776913601419,0.18322846391380176,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|W1|bank110,Gemini,ALL,W1,bank_110,43,110,51,0.39090909090909093,0.3,0.4818181818181818,0.18181818181818182,0.2321319686411151,0.5403225806451613,0.3081906120040462,1.695048366022254,0.3048783929724045,0.4843023634470416,0.1794239704746371,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|W2|bank110,Gemini,ALL,W2,bank_110,33,110,51,0.3,0.21818181818181817,0.39090909090909093,0.17272727272727276,0.16666666666666666,0.4430379746835443,0.2763713080168776,1.6000444148345543,0.2222976950802802,0.3912003583553708,0.16890266327509063,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|W3|bank110,Gemini,ALL,W3,bank_110,28,110,51,0.2545454545454545,0.17272727272727273,0.33636363636363636,0.16363636363636364,0.11,0.4166666666666667,0.3066666666666667,1.8740740740740742,0.1823807581359308,0.34327594380782267,0.16089518567189187,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|W4|bank110,Gemini,ALL,W4,bank_110,48,110,51,0.43636363636363634,0.34545454545454546,0.5272727272727272,0.18181818181818177,0.2567537670413777,0.5952426390403489,0.3384888719989712,1.8616887959943422,0.3473834458841848,0.5296386620271587,0.1822552161429739,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|W5|bank110,Gemini,ALL,W5,bank_110,1,50,15,0.02,0.0,0.06,0.06,0.0,0.047619047619047616,0.047619047619047616,0.7936507936507936,0.0035391680889764604,0.10495686471836953,0.10141769662939307,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|coin_change|canonical|bank110,Gemini,coin_change,canonical,bank_110_subtype,9,25,14,0.36,0.16,0.56,0.4,0.0625,0.5581395348837209,0.4956395348837209,1.2390988372093021,0.20247656431735636,0.5548184539895337,0.3523418896721773,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|coin_change|W1|bank110,Gemini,coin_change,W1,bank_110_subtype,9,25,14,0.36,0.16,0.56,0.4,0.0,0.6382978723404256,0.6382978723404256,1.5957446808510638,0.20247656431735636,0.5548184539895337,0.3523418896721773,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|coin_change|W2|bank110,Gemini,coin_change,W2,bank_110_subtype,6,25,14,0.24,0.08,0.4,0.32,0.0,0.4864864864864865,0.4864864864864865,1.5202702702702704,0.11496157730326725,0.43430059955238565,0.31933902224911836,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|coin_change|W3|bank110,Gemini,coin_change,W3,bank_110_subtype,7,25,14,0.28,0.12,0.48,0.36,0.0,0.5675675675675675,0.5675675675675675,1.5765765765765765,0.14283673837381572,0.47576971896558296,0.33293298059176724,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|coin_change|W4|bank110,Gemini,coin_change,W4,bank_110_subtype,11,25,14,0.44,0.24,0.64,0.4,0.058823529411764705,0.717948717948718,0.6591251885369532,1.647812971342383,0.2666537494700256,0.6293298298043557,0.3626760803343301,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|canonical|table7_chall,Gemini,CC,canonical,table7_chall,5,10,4,0.5,0.2,0.8,0.6000000000000001,0.0,0.6818181818181818,0.6818181818181818,1.136363636363636,0.23658959361548731,0.7634104063845126,0.5268208127690253,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|canonical|table7_std,Gemini,CC,canonical,table7_std,4,15,12,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.4666666666666667,0.07142857142857142,0.4666666666666667,0.3952380952380953,0.8469387755102041,0.10897276103182807,0.5195088965768675,0.4105361355450394,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W1|table7_chall,Gemini,CC,W1,table7_chall,7,10,4,0.7,0.4,1.0,0.6,0.0,0.9545454545454546,0.9545454545454546,1.590909090909091,0.39677321997956516,0.892210712513788,0.49543749253422287,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W1|table7_std,Gemini,CC,W1,table7_std,2,15,12,0.13333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.35714285714285715,0.35714285714285715,1.0714285714285716,0.0373604698913593,0.3788249920651624,0.3414645221738031,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W2|table7_chall,Gemini,CC,W2,table7_chall,6,10,4,0.6,0.3,0.9,0.6000000000000001,0.0,0.8181818181818182,0.8181818181818182,1.3636363636363635,0.3126695474501863,0.8318224187964902,0.5191528713463038,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W2|table7_std,Gemini,CC,W2,table7_std,0,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.20388926630434784,0.20388926630434784,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W3|table7_chall,Gemini,CC,W3,table7_chall,7,10,4,0.7,0.4,1.0,0.6,0.0,0.9545454545454546,0.9545454545454546,1.590909090909091,0.39677321997956516,0.892210712513788,0.49543749253422287,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W3|table7_std,Gemini,CC,W3,table7_std,0,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.20388926630434784,0.20388926630434784,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
