family,model,variant,problem_id,error_class,canonical_gold,variant_gold,response_normalized,clone_family,rescored_correct,chance_i
ALGO,GPT-4o,W6,SP_061,OTHER_ERROR,"Path: 0 -> 1 -> 2 -> 5 -> 7, Cost: 16","Path: 0 -> 3 -> 5 -> 4 -> 6 -> 7, Cost: 15",0 -> 3 -> 5 -> 4 -> 6 -> 7 -> 2,SINGLETON_SP_061,False,0.0
ALGO,GPT-4o,W6,SP_062,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 6, Cost: 12","Path: 0 -> 2 -> 1 -> 5 -> 6, Cost: 9",1 -> 5 -> 6 -> 4 -> 2 -> 3,ALGO_CLONE_005,False,0.0
ALGO,GPT-4o,W6,SP_064,PARTIAL_INTRUSION,"Path: 0 -> 3 -> 4 -> 6, Cost: 12","Path: 0 -> 1 -> 6, Cost: 3",0 -> 1 -> 6 -> 3,ALGO_CLONE_005,False,0.0
ALGO,GPT-4o,W6,SP_065,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 6, Cost: 12","Path: 0 -> 2 -> 6, Cost: 5",0 -> 2 -> 6 -> 1,ALGO_CLONE_005,False,0.0
ALGO,GPT-4o,W6,SP_066,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 6, Cost: 5","Path: 0 -> 3 -> 1 -> 6, Cost: 8",0 -> 1 -> 6 -> 4,ALGO_CLONE_006,False,0.0
ALGO,GPT-4o,W6,SP_069,PARTIAL_INTRUSION,"Path: 0 -> 2 -> 3 -> 7, Cost: 5","Path: 0 -> 2 -> 7, Cost: 4",0 -> 2 -> 7 -> 4,ALGO_CLONE_006,False,0.0
ALGO,GPT-4o,W6,SP_070,PARTIAL_INTRUSION,"Path: 0 -> 2 -> 1 -> 6, Cost: 3","Path: 0 -> 1 -> 2 -> 6, Cost: 4",0 -> 2 -> 6,ALGO_CLONE_007,False,0.0
ALGO,GPT-4o,W6,SP_073,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 5 -> 4 -> 3 -> 6 -> 7, Cost: 12",1 -> 6 -> 7 -> 4,ALGO_CLONE_007,False,0.0
ALGO,Llama,W6,CC_031,OTHER_ERROR,"Count: 5
Coins: [10, 10, 10, 10, 2]","Count: 4
Coins: [30, 18, 18, 1]",Count:3; Coins:[],ALGO_CLONE_004,False,0.0
ALGO,Llama,W6,CC_032,OTHER_ERROR,"Count: 4
Coins: [25, 25, 25, 2]","Count: 6
Coins: [37, 34, 34, 9, 9, 5]",Count:4; Coins:[],SINGLETON_CC_032,False,0.0
ALGO,Llama,W6,CC_033,OTHER_ERROR,"Count: 13
Coins: [10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 1]","Count: 1
Coins: [39]",Count:1; Coins:[],SINGLETON_CC_033,True,0.0
ALGO,Llama,W6,CC_034,OTHER_ERROR,"Count: 3
Coins: [100, 1, 1]","Count: 3
Coins: [12, 12, 1]",Count:2; Coins:[],SINGLETON_CC_034,False,0.0
ALGO,Llama,W6,CC_035,OTHER_ERROR,"Count: 8
Coins: [10, 10, 10, 10, 10, 10, 10, 1]","Count: 8
Coins: [39, 39, 32, 32, 1, 1, 1, 1]",Count:5; Coins:[],ALGO_CLONE_002,False,0.0
ALGO,Llama,W6,CC_036,OTHER_ERROR,"Count: 12
Coins: [10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 1]","Count: 7
Coins: [30, 30, 30, 30, 1, 1, 1]",Count:6; Coins:[],SINGLETON_CC_036,False,0.0
ALGO,Llama,W6,CC_037,OTHER_ERROR,"Count: 11
Coins: [50, 10, 10, 10, 1, 1, 1, 1, 1, 1, 1]","Count: 10
Coins: [110, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Count:3; Coins:[],SINGLETON_CC_037,False,0.0
ALGO,Llama,W6,CC_038,OTHER_ERROR,"Count: 6
Coins: [10, 10, 1, 1, 1, 1]","Count: 6
Coins: [43, 10, 10, 1, 1, 1]",Count:2; Coins:[],ALGO_CLONE_003,False,0.0
ALGO,Llama,W6,CC_039,OTHER_ERROR,"Count: 4
Coins: [53, 53, 1, 1]","Count: 11
Coins: [65, 45, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Count:5; Coins:[],SINGLETON_CC_039,False,0.0
ALGO,Llama,W6,CC_040,OTHER_ERROR,"Count: 2
Coins: [19, 11]","Count: 7
Coins: [43, 1, 1, 1, 1, 1, 1]",Count:1; Coins:[],ALGO_CLONE_001,False,0.0
ALGO,Llama,W6,CC_041,OTHER_ERROR,"Count: 5
Coins: [43, 43, 43, 11, 1]","Count: 14
Coins: [20, 20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Count:2; Coins:[],ALGO_CLONE_004,False,0.0
ALGO,Llama,W6,CC_042,OTHER_ERROR,"Count: 10
Coins: [13, 13, 1, 1, 1, 1, 1, 1, 1, 1]","Count: 29
Coins: [42, 42, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Count:3; Coins:[],SINGLETON_CC_042,False,0.0
ALGO,Llama,W6,CC_043,OTHER_ERROR,"Count: 6
Coins: [47, 47, 7, 1, 1, 1]","Count: 4
Coins: [54, 21, 6, 1]",Count:3; Coins:[],ALGO_CLONE_003,False,0.0
ALGO,Llama,W6,CC_044,OTHER_ERROR,"Count: 9
Coins: [29, 29, 19, 1, 1, 1, 1, 1, 1]","Count: 8
Coins: [28, 28, 1, 1, 1, 1, 1, 1]",Count:3; Coins:[],SINGLETON_CC_044,False,0.0
ALGO,Llama,W6,CC_045,OTHER_ERROR,"Count: 8
Coins: [29, 29, 1, 1, 1, 1, 1, 1]","Count: 5
Coins: [39, 1, 1, 1, 1]",Count:2; Coins:[],ALGO_CLONE_002,False,0.0
ALGO,Llama,W6,SP_019,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 6, Cost: 12","Path: 0 -> 2 -> 6, Cost: 5",,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_020,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 5, Cost: 12","Path: 0 -> 1 -> 3 -> 2 -> 4 -> 5, Cost: 15",,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_021,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 8, Cost: 12","Path: 0 -> 6 -> 5 -> 2 -> 8, Cost: 10",,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_027,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 6, Cost: 3","Path: 0 -> 5 -> 6, Cost: 3",0 -> 2 -> 4,ALGO_CLONE_007,False,0.0
ALGO,Llama,W6,SP_028,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 3 -> 5 -> 6 -> 7, Cost: 9",,ALGO_CLONE_007,False,0.0
ALGO,Llama,W6,SP_029,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 5 -> 7, Cost: 3",,ALGO_CLONE_007,False,0.0
ALGO,Llama,W6,SP_030,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 3 -> 2 -> 4 -> 7, Cost: 7",,ALGO_CLONE_007,False,0.0
ALGO,Llama,W6,SP_031,OTHER_ERROR,"Path: 0 -> 1 -> 3 -> 8, Cost: 22","Path: 0 -> 7 -> 3 -> 8, Cost: 8",,SINGLETON_SP_031,False,0.0
ALGO,Llama,W6,SP_032,OTHER_ERROR,"Path: 0 -> 4 -> 5 -> 6 -> 7, Cost: 20","Path: 0 -> 5 -> 4 -> 2 -> 1 -> 7, Cost: 9",,ALGO_CLONE_008,False,0.0
ALGO,Llama,W6,SP_033,OTHER_ERROR,"Path: 0 -> 1 -> 2 -> 3 -> 4 -> 7, Cost: 23","Path: 0 -> 5 -> 6 -> 1 -> 4 -> 7, Cost: 10",,SINGLETON_SP_033,False,0.0
ALGO,Llama,W6,SP_035,OTHER_ERROR,"Path: 0 -> 1 -> 4 -> 6, Cost: 19","Path: 0 -> 1 -> 2 -> 6, Cost: 11",,SINGLETON_SP_035,False,0.0
ALGO,Llama,W6,SP_036,OTHER_ERROR,"Path: 0 -> 1 -> 3 -> 4 -> 6 -> 7, Cost: 12","Path: 0 -> 3 -> 7, Cost: 6",,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_037,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 6, Cost: 12","Path: 0 -> 4 -> 1 -> 3 -> 2 -> 6, Cost: 10",4 -> 1 -> 3 -> 2,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_038,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 8, Cost: 12","Path: 0 -> 5 -> 3 -> 1 -> 8, Cost: 9",,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_039,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 8, Cost: 12","Path: 0 -> 3 -> 5 -> 7 -> 8, Cost: 8",,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_040,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 7, Cost: 12","Path: 0 -> 4 -> 5 -> 7, Cost: 13",0 -> 3,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_042,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 8, Cost: 5","Path: 0 -> 7 -> 8, Cost: 5",,ALGO_CLONE_006,False,0.0
ALGO,Llama,W6,SP_044,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 6, Cost: 5","Path: 0 -> 1 -> 3 -> 4 -> 6, Cost: 8",,ALGO_CLONE_006,False,0.0
ALGO,Llama,W6,SP_045,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 6, Cost: 3","Path: 0 -> 4 -> 2 -> 6, Cost: 10",0 -> 5,ALGO_CLONE_007,False,0.0
ALGO,Llama,W6,SP_046,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 6 -> 2 -> 7, Cost: 6",,ALGO_CLONE_007,True,0.0
ALGO,Llama,W6,SP_047,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 6, Cost: 3","Path: 0 -> 6, Cost: 7",,ALGO_CLONE_007,False,0.0
ALGO,Llama,W6,SP_048,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 3 -> 6 -> 7, Cost: 8",0 -> 3 -> 7,ALGO_CLONE_007,False,0.0
ALGO,Llama,W6,SP_049,OTHER_ERROR,"Path: 0 -> 4 -> 6 -> 8, Cost: 10","Path: 0 -> 4 -> 6 -> 2 -> 7 -> 8, Cost: 17",,ALGO_CLONE_010,False,0.0
ALGO,Llama,W6,SP_050,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 5 -> 7, Cost: 11","Path: 0 -> 6 -> 5 -> 7, Cost: 7",,ALGO_CLONE_011,False,0.0
ALGO,Llama,W6,SP_051,OTHER_ERROR,"Path: 0 -> 1 -> 3 -> 4 -> 5 -> 7, Cost: 18","Path: 0 -> 2 -> 3 -> 7, Cost: 6",2 -> 3 -> 7,SINGLETON_SP_051,False,0.0
ALGO,Llama,W6,SP_052,OTHER_ERROR,"Path: 0 -> 1 -> 2 -> 5 -> 6 -> 8, Cost: 11","Path: 0 -> 3 -> 5 -> 2 -> 8, Cost: 9",0 -> 3 -> 5 -> 2 -> 8 -> 7,ALGO_CLONE_011,False,0.0
ALGO,Llama,W6,SP_053,PARTIAL_INTRUSION,"Path: 0 -> 1 -> 2 -> 5, Cost: 25","Path: 0 -> 1 -> 3 -> 2 -> 4 -> 5, Cost: 13",0 -> 1 -> 4 -> 5,ALGO_CLONE_012,False,0.0
ALGO,Llama,W6,SP_054,OTHER_ERROR,"Path: 0 -> 1 -> 3 -> 4 -> 6 -> 7, Cost: 12","Path: 0 -> 6 -> 2 -> 5 -> 3 -> 7, Cost: 8",,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_055,PARTIAL_INTRUSION,"Path: 0 -> 2 -> 3 -> 5 -> 6, Cost: 17","Path: 0 -> 2 -> 3 -> 6, Cost: 5",0 -> 2 -> 5,SINGLETON_SP_055,False,0.0
ALGO,Llama,W6,SP_056,OTHER_ERROR,"Path: 0 -> 1 -> 3 -> 6 -> 7, Cost: 21","Path: 0 -> 4 -> 2 -> 5 -> 6 -> 7, Cost: 13",0 -> 4,ALGO_CLONE_009,False,0.0
ALGO,Llama,W6,SP_057,PARTIAL_INTRUSION,"Path: 0 -> 1 -> 2 -> 3 -> 6, Cost: 24","Path: 0 -> 1 -> 5 -> 4 -> 6, Cost: 8",0 -> 3 -> 1 -> 5 -> 4 -> 6,SINGLETON_SP_057,False,0.0
ALGO,Llama,W6,SP_059,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 6 -> 7 -> 8, Cost: 25","Path: 0 -> 1 -> 4 -> 8, Cost: 9",0 -> 5 -> 4,ALGO_CLONE_012,False,0.0
ALGO,Llama,W6,SP_060,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 5 -> 7 -> 8, Cost: 10","Path: 0 -> 2 -> 7 -> 4 -> 5 -> 8, Cost: 12",,ALGO_CLONE_010,False,0.0
ALGO,Llama,W6,SP_061,OTHER_ERROR,"Path: 0 -> 1 -> 2 -> 5 -> 7, Cost: 16","Path: 0 -> 3 -> 5 -> 4 -> 6 -> 7, Cost: 15",0 -> 4 -> 6 -> 7 -> 2,SINGLETON_SP_061,False,0.0
ALGO,Llama,W6,SP_062,PARTIAL_INTRUSION,"Path: 0 -> 3 -> 4 -> 6, Cost: 12","Path: 0 -> 2 -> 1 -> 5 -> 6, Cost: 9",3 -> 1 -> 5 -> 6 -> 4 -> 2 -> 0,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_063,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 8, Cost: 12","Path: 0 -> 1 -> 8, Cost: 4",,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_064,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 6, Cost: 12","Path: 0 -> 1 -> 6, Cost: 3",,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_065,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 6, Cost: 12","Path: 0 -> 2 -> 6, Cost: 5",,ALGO_CLONE_005,False,0.0
ALGO,Llama,W6,SP_066,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 6, Cost: 5","Path: 0 -> 3 -> 1 -> 6, Cost: 8",,ALGO_CLONE_006,False,0.0
ALGO,Llama,W6,SP_068,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 8, Cost: 5","Path: 0 -> 3 -> 4 -> 2 -> 8, Cost: 8",,ALGO_CLONE_006,False,0.0
ALGO,Llama,W6,SP_069,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 7, Cost: 5","Path: 0 -> 2 -> 7, Cost: 4",,ALGO_CLONE_006,False,0.0
ALGO,Llama,W6,SP_071,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 8, Cost: 3","Path: 0 -> 1 -> 8, Cost: 5",,ALGO_CLONE_007,False,0.0
ALGO,Llama,W6,SP_072,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 6, Cost: 3","Path: 0 -> 4 -> 1 -> 6, Cost: 9",,ALGO_CLONE_007,False,0.0
ALGO,Llama,W6,SP_073,PARTIAL_INTRUSION,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 5 -> 4 -> 3 -> 6 -> 7, Cost: 12",0 -> 2 -> 7 -> 4,ALGO_CLONE_007,False,0.0
ALGO,o4-mini,W6,SP_021,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 8, Cost: 12","Path: 0 -> 6 -> 5 -> 2 -> 8, Cost: 10",0 -> 6 -> 5 -> 2 -> 8 -> 4,ALGO_CLONE_005,False,0.0
ALGO,o4-mini,W6,SP_026,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 8, Cost: 5","Path: 0 -> 5 -> 3 -> 6 -> 8, Cost: 8",0 -> 5 -> 3 -> 7,ALGO_CLONE_006,False,0.0
ALGO,o4-mini,W6,SP_028,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 3 -> 5 -> 6 -> 7, Cost: 9",2 -> 0 -> 3 -> 5 -> 6 -> 7,ALGO_CLONE_007,False,0.0
ALGO,o4-mini,W6,SP_029,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 5 -> 7, Cost: 3",0 -> 5 -> 6,ALGO_CLONE_007,False,0.0
ALGO,o4-mini,W6,SP_030,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 3 -> 2 -> 4 -> 7, Cost: 7",6 -> 0 -> 5,ALGO_CLONE_007,False,0.0
ALGO,o4-mini,W6,SP_031,OTHER_ERROR,"Path: 0 -> 1 -> 3 -> 8, Cost: 22","Path: 0 -> 7 -> 3 -> 8, Cost: 8",4 -> 0 -> 7 -> 3,SINGLETON_SP_031,False,0.0
ALGO,o4-mini,W6,SP_033,OTHER_ERROR,"Path: 0 -> 1 -> 2 -> 3 -> 4 -> 7, Cost: 23","Path: 0 -> 5 -> 6 -> 1 -> 4 -> 7, Cost: 10",0 -> 5 -> 6 -> 1 -> 4 -> 3,SINGLETON_SP_033,False,0.0
ALGO,o4-mini,W6,SP_035,OTHER_ERROR,"Path: 0 -> 1 -> 4 -> 6, Cost: 19","Path: 0 -> 1 -> 2 -> 6, Cost: 11",0 -> 1 -> 2 -> 6 -> 5,SINGLETON_SP_035,False,0.0
ALGO,o4-mini,W6,SP_036,PARTIAL_INTRUSION,"Path: 0 -> 1 -> 3 -> 4 -> 6 -> 7, Cost: 12","Path: 0 -> 3 -> 7, Cost: 6",0 -> 3 -> 7 -> 6 -> 5,ALGO_CLONE_005,False,0.0
ALGO,o4-mini,W6,SP_038,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 8, Cost: 12","Path: 0 -> 5 -> 3 -> 1 -> 8, Cost: 9",7 -> 6 -> 4,ALGO_CLONE_005,False,0.0
ALGO,o4-mini,W6,SP_039,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 8, Cost: 12","Path: 0 -> 3 -> 5 -> 7 -> 8, Cost: 8",4 -> 3 -> 5 -> 7,ALGO_CLONE_005,False,0.0
ALGO,o4-mini,W6,SP_042,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 8, Cost: 5","Path: 0 -> 7 -> 8, Cost: 5",0 -> 7 -> 8 -> 5,ALGO_CLONE_006,False,0.0
ALGO,o4-mini,W6,SP_044,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 6, Cost: 5","Path: 0 -> 1 -> 3 -> 4 -> 6, Cost: 8",0 -> 1 -> 5,ALGO_CLONE_006,False,0.0
ALGO,o4-mini,W6,SP_047,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 6, Cost: 3","Path: 0 -> 6, Cost: 7",4 -> 5 -> 2 -> 1 -> 6,ALGO_CLONE_007,False,0.0
ALGO,o4-mini,W6,SP_048,OTHER_ERROR,"Path: 0 -> 2 -> 1 -> 7, Cost: 3","Path: 0 -> 3 -> 6 -> 7, Cost: 8",5 -> 0 -> 3 -> 6 -> 7 -> 1,ALGO_CLONE_007,False,0.0
ALGO,o4-mini,W6,SP_050,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 5 -> 7, Cost: 11","Path: 0 -> 6 -> 5 -> 7, Cost: 7",4 -> 1 -> 0 -> 6 -> 5 -> 7 -> 2,ALGO_CLONE_011,False,0.0
ALGO,o4-mini,W6,SP_051,OTHER_ERROR,"Path: 0 -> 1 -> 3 -> 4 -> 5 -> 7, Cost: 18","Path: 0 -> 2 -> 3 -> 7, Cost: 6",5 -> 1 -> 6,SINGLETON_SP_051,False,0.0
ALGO,o4-mini,W6,SP_052,OTHER_ERROR,"Path: 0 -> 1 -> 2 -> 5 -> 6 -> 8, Cost: 11","Path: 0 -> 3 -> 5 -> 2 -> 8, Cost: 9",0 -> 3 -> 5 -> 2 -> 8 -> 7,ALGO_CLONE_011,False,0.0
ALGO,o4-mini,W6,SP_055,PARTIAL_INTRUSION,"Path: 0 -> 2 -> 3 -> 5 -> 6, Cost: 17","Path: 0 -> 2 -> 3 -> 6, Cost: 5",0 -> 2 -> 3 -> 6 -> 5,SINGLETON_SP_055,False,0.0
ALGO,o4-mini,W6,SP_059,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 6 -> 7 -> 8, Cost: 25","Path: 0 -> 1 -> 4 -> 8, Cost: 9",0 -> 1 -> 4 -> 6 -> 2,ALGO_CLONE_012,False,0.0
ALGO,o4-mini,W6,SP_061,OTHER_ERROR,"Path: 0 -> 1 -> 2 -> 5 -> 7, Cost: 16","Path: 0 -> 3 -> 5 -> 4 -> 6 -> 7, Cost: 15",0 -> 3 -> 5 -> 4 -> 6 -> 7 -> 2,SINGLETON_SP_061,False,0.0
ALGO,o4-mini,W6,SP_063,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 8, Cost: 12","Path: 0 -> 1 -> 8, Cost: 4",0 -> 5 -> 3,ALGO_CLONE_005,False,0.0
ALGO,o4-mini,W6,SP_064,PARTIAL_INTRUSION,"Path: 0 -> 3 -> 4 -> 6, Cost: 12","Path: 0 -> 1 -> 6, Cost: 3",0 -> 1 -> 6 -> 3,ALGO_CLONE_005,False,0.0
ALGO,o4-mini,W6,SP_065,OTHER_ERROR,"Path: 0 -> 3 -> 4 -> 6, Cost: 12","Path: 0 -> 2 -> 6, Cost: 5",0 -> 2 -> 4,ALGO_CLONE_005,False,0.0
ALGO,o4-mini,W6,SP_066,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 6, Cost: 5","Path: 0 -> 3 -> 1 -> 6, Cost: 8",0 -> 3 -> 1 -> 6 -> 5,ALGO_CLONE_006,False,0.0
ALGO,o4-mini,W6,SP_069,OTHER_ERROR,"Path: 0 -> 2 -> 3 -> 7, Cost: 5","Path: 0 -> 2 -> 7, Cost: 4",5 -> 1 -> 0 -> 2 -> 3,ALGO_CLONE_006,False,0.0
BW,Gemini,W3,BW_001,OTHER_ERROR,"pick-up h
stack h l
pick-up b
stack b h
pick-up d
stack d b
pick-up g
stack g d
pick-up i
stack i g
pick-up f
stack f i
pick-up j
stack j f","select Hannah
place Hannah under Leo
select Ben
place Ben under Hannah
select Derek
place Derek under Ben
select Grace
place Grace under Derek
select Ian
place Ian under Grace
select Fiona
place Fiona under Ian
select James
place James under Fiona",select fiona | select james | select grace | select ian | select derek | select ben | select hannah,SINGLETON_BW_001,False,0.0
BW,Gemini,W3,BW_002,OTHER_ERROR,"pick-up h
stack h i
pick-up k
stack k h
pick-up b
stack b k
pick-up a
stack a b
pick-up g
stack g a
pick-up j
stack j g","select Henry
place Henry under Ivan
select Kevin
place Kevin under Henry
select Bob
place Bob under Kevin
select Alice
place Alice under Bob
select Grace
place Grace under Alice
select Jake
place Jake under Grace",select jake | select grace | select alice | select bob | select kevin | select henry,SINGLETON_BW_002,False,0.0
BW,Gemini,W3,BW_010,OTHER_ERROR,"pick-up b
stack b f
pick-up a
stack a b
pick-up e
stack e a
pick-up d
stack d e","select Brian
place Brian under Felix
select Alice
place Alice under Brian
select Ethan
place Ethan under Alice
select Diana
place Diana under Ethan",select diana | select ethan | select alice | select brian,SINGLETON_BW_010,False,0.0
BW,Gemini,W3,BW_011,OTHER_ERROR,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k","select Ivan
place Ivan under Ben
select Helen
place Helen under Ivan
select Edward
place Edward under Helen
select Jack
place Jack under Edward
select Laura
place Laura under Jack
select Amy
place Amy under Laura
select George
place George under Amy
select Kevin
place Kevin under George
select Carol
place Carol under Kevin",select ben | select ivan | select helen | select edward | select jack | select laura | select amy | select george | select kevin | select carol,SINGLETON_BW_011,False,0.0
BW,Gemini,W3,BW_014,OTHER_ERROR,"pick-up e
 stack e g
 pick-up l
 stack l e","select Eve
place Eve under Grace
select Lisa
place Lisa under Eve",select grace | select eve | select lisa,SINGLETON_BW_014,False,0.0
BW,Gemini,W3,BW_022,OTHER_ERROR,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c","select Kevin
place Kevin under Frank
select Bob
place Bob under Kevin
select Carol
place Carol under Bob
select Grace
place Grace under Carol",select frank | select bob | select carol | select grace,SINGLETON_BW_022,False,0.0
BW,Gemini,W3,BW_080,OTHER_ERROR,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c","select Jake
place Jake under Felix
select Ethan
place Ethan under Jake
select Ivan
place Ivan under Ethan
select Clara
place Clara under Ivan
select Laura
place Laura under Clara",select laura | select clara | select ivan | select ethan | select jake,SINGLETON_BW_080,False,0.0
BW,Gemini,W3,BW_120,OTHER_ERROR,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j","select Grace
place Grace under Felix
select Jake
place Jake under Grace
select Clara
place Clara under Jake",select clara | select jake | select grace,SINGLETON_BW_120,False,0.0
BW,Gemini,W3,BW_137,OTHER_ERROR,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a","select Gloria
place Gloria under Ivan
select Frank
place Frank under Gloria
select Clara
place Clara under Frank
select Harry
place Harry under Clara
select Lisa
place Lisa under Harry
select Ethan
place Ethan under Lisa
select Julia
place Julia under Ethan
select Brian
place Brian under Julia
select Aaron
place Aaron under Brian
select Dana
place Dana under Aaron",select dana | select aaron | select brian | select julia | select ethan | select lisa | select harry | select clara | select frank | select gloria,SINGLETON_BW_137,False,0.0
BW,Gemini,W3,BW_155,OTHER_ERROR,"pick-up j
stack j h
pick-up e
stack e j
pick-up f
stack f e
pick-up i
stack i f","select Jake
place Jake under Henry
select Eve
place Eve under Jake
select Frank
place Frank under Eve
select Ivan
place Ivan under Frank",select ivan | select frank | select eve | select jake,SINGLETON_BW_155,False,0.0
BW,Gemini,W3,BW_172,OTHER_ERROR,"pick-up f
stack f k
pick-up h
stack h f
pick-up j
stack j h
pick-up a
stack a j
pick-up b
stack b a
pick-up d
stack d b
pick-up e
stack e d
pick-up g
stack g e
pick-up l
stack l g
pick-up i
stack i l","select Felix
place Felix under Karen
select Helen
place Helen under Felix
select Jake
place Jake under Helen
select Amy
place Amy under Jake
select Ben
place Ben under Amy
select Dana
place Dana under Ben
select Ethan
place Ethan under Dana
select Gary
place Gary under Ethan
select Laura
place Laura under Gary
select Ivan
place Ivan under Laura",select ivan | select laura | select gary | select ethan | select dana | select ben | select amy | select jake | select helen | select felix,SINGLETON_BW_172,False,0.0
BW,Gemini,W3,BW_203,OTHER_ERROR,"pick-up j
 stack j h
 pick-up f
 stack f j
 pick-up k
 stack k f","select Jake
place Jake under Henry
select Frank
place Frank under Jake
select Kevin
place Kevin under Frank",select kevin | select frank | select jake,SINGLETON_BW_203,False,0.0
