instance_key,model,problem_id,n_configs,n_distinct_labels,modal_label,modal_count,modal_fraction,stable_gt_90pct,flips,frac_retrieval,frac_computation,frac_mixed,frac_ambiguous,label_histogram
openai/gpt-4o::SP_030,openai/gpt-4o,SP_030,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
openai/gpt-4o::SP_031,openai/gpt-4o,SP_031,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::SP_032,openai/gpt-4o,SP_032,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::SP_033,openai/gpt-4o,SP_033,270,2,mixed,216,0.8,False,True,0.0,0.0,0.8,0.2,mixed:216|ambiguous:54
openai/gpt-4o::SP_034,openai/gpt-4o,SP_034,270,2,ambiguous,198,0.7333,False,True,0.0,0.0,0.2667,0.7333,ambiguous:198|mixed:72
openai/gpt-4o::SP_035,openai/gpt-4o,SP_035,270,2,ambiguous,198,0.7333,False,True,0.0,0.0,0.2667,0.7333,ambiguous:198|mixed:72
openai/gpt-4o::SP_036,openai/gpt-4o,SP_036,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::SP_037,openai/gpt-4o,SP_037,270,2,retrieval,144,0.5333,False,True,0.5333,0.0,0.0,0.4667,retrieval:144|ambiguous:126
openai/gpt-4o::SP_038,openai/gpt-4o,SP_038,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
openai/gpt-4o::SP_039,openai/gpt-4o,SP_039,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
openai/gpt-4o::SP_040,openai/gpt-4o,SP_040,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
openai/gpt-4o::SP_042,openai/gpt-4o,SP_042,270,2,mixed,142,0.5259,False,True,0.0,0.0,0.5259,0.4741,mixed:142|ambiguous:128
openai/gpt-4o::SP_044,openai/gpt-4o,SP_044,270,3,computation,144,0.5333,False,True,0.0,0.5333,0.3333,0.1333,computation:144|mixed:90|ambiguous:36
openai/gpt-4o::SP_045,openai/gpt-4o,SP_045,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
openai/gpt-4o::SP_046,openai/gpt-4o,SP_046,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
openai/gpt-4o::SP_047,openai/gpt-4o,SP_047,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::SP_048,openai/gpt-4o,SP_048,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::SP_049,openai/gpt-4o,SP_049,270,2,ambiguous,198,0.7333,False,True,0.0,0.0,0.2667,0.7333,ambiguous:198|mixed:72
openai/gpt-4o::SP_050,openai/gpt-4o,SP_050,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::SP_051,openai/gpt-4o,SP_051,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::SP_052,openai/gpt-4o,SP_052,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::SP_053,openai/gpt-4o,SP_053,270,2,ambiguous,198,0.7333,False,True,0.0,0.0,0.2667,0.7333,ambiguous:198|mixed:72
openai/gpt-4o::SP_054,openai/gpt-4o,SP_054,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::SP_055,openai/gpt-4o,SP_055,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::SP_056,openai/gpt-4o,SP_056,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::SP_057,openai/gpt-4o,SP_057,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::SP_058,openai/gpt-4o,SP_058,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::SP_059,openai/gpt-4o,SP_059,270,2,mixed,216,0.8,False,True,0.0,0.0,0.8,0.2,mixed:216|ambiguous:54
openai/gpt-4o::SP_060,openai/gpt-4o,SP_060,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::SP_061,openai/gpt-4o,SP_061,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::SP_062,openai/gpt-4o,SP_062,270,2,ambiguous,214,0.7926,False,True,0.2074,0.0,0.0,0.7926,ambiguous:214|retrieval:56
openai/gpt-4o::SP_063,openai/gpt-4o,SP_063,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
openai/gpt-4o::SP_064,openai/gpt-4o,SP_064,270,2,retrieval,144,0.5333,False,True,0.5333,0.0,0.0,0.4667,retrieval:144|ambiguous:126
openai/gpt-4o::SP_065,openai/gpt-4o,SP_065,270,2,ambiguous,214,0.7926,False,True,0.2074,0.0,0.0,0.7926,ambiguous:214|retrieval:56
openai/gpt-4o::SP_066,openai/gpt-4o,SP_066,270,2,mixed,142,0.5259,False,True,0.0,0.0,0.5259,0.4741,mixed:142|ambiguous:128
openai/gpt-4o::SP_068,openai/gpt-4o,SP_068,270,2,mixed,142,0.5259,False,True,0.0,0.0,0.5259,0.4741,mixed:142|ambiguous:128
openai/gpt-4o::SP_069,openai/gpt-4o,SP_069,270,3,ambiguous,135,0.5,False,True,0.0,0.2074,0.2926,0.5,ambiguous:135|mixed:79|computation:56
openai/gpt-4o::SP_070,openai/gpt-4o,SP_070,270,3,ambiguous,135,0.5,False,True,0.0,0.2074,0.2926,0.5,ambiguous:135|mixed:79|computation:56
openai/gpt-4o::SP_071,openai/gpt-4o,SP_071,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
openai/gpt-4o::SP_072,openai/gpt-4o,SP_072,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::SP_073,openai/gpt-4o,SP_073,270,2,mixed,252,0.9333,True,True,0.0,0.0,0.9333,0.0667,mixed:252|ambiguous:18
openai/gpt-4o::WIS_006,openai/gpt-4o,WIS_006,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::WIS_007,openai/gpt-4o,WIS_007,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::WIS_009,openai/gpt-4o,WIS_009,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::WIS_010,openai/gpt-4o,WIS_010,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::WIS_012,openai/gpt-4o,WIS_012,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
openai/gpt-4o::WIS_013,openai/gpt-4o,WIS_013,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_014,openai/gpt-4o,WIS_014,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_015,openai/gpt-4o,WIS_015,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_016,openai/gpt-4o,WIS_016,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_017,openai/gpt-4o,WIS_017,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_018,openai/gpt-4o,WIS_018,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_019,openai/gpt-4o,WIS_019,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_020,openai/gpt-4o,WIS_020,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_021,openai/gpt-4o,WIS_021,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::WIS_022,openai/gpt-4o,WIS_022,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::WIS_023,openai/gpt-4o,WIS_023,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_024,openai/gpt-4o,WIS_024,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_025,openai/gpt-4o,WIS_025,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_026,openai/gpt-4o,WIS_026,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_027,openai/gpt-4o,WIS_027,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_028,openai/gpt-4o,WIS_028,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_029,openai/gpt-4o,WIS_029,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
openai/gpt-4o::WIS_030,openai/gpt-4o,WIS_030,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::WIS_031,openai/gpt-4o,WIS_031,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
openai/gpt-4o::WIS_032,openai/gpt-4o,WIS_032,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::CC_01,meta-llama/llama-3.1-8b-instruct,CC_01,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::CC_02,meta-llama/llama-3.1-8b-instruct,CC_02,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::CC_03,meta-llama/llama-3.1-8b-instruct,CC_03,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::CC_04,meta-llama/llama-3.1-8b-instruct,CC_04,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::CC_05,meta-llama/llama-3.1-8b-instruct,CC_05,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::CC_06,meta-llama/llama-3.1-8b-instruct,CC_06,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::CC_07,meta-llama/llama-3.1-8b-instruct,CC_07,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::CC_08,meta-llama/llama-3.1-8b-instruct,CC_08,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::CC_09,meta-llama/llama-3.1-8b-instruct,CC_09,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::CC_10,meta-llama/llama-3.1-8b-instruct,CC_10,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::SP_001,meta-llama/llama-3.1-8b-instruct,SP_001,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_002,meta-llama/llama-3.1-8b-instruct,SP_002,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_003,meta-llama/llama-3.1-8b-instruct,SP_003,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::SP_004,meta-llama/llama-3.1-8b-instruct,SP_004,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::SP_005,meta-llama/llama-3.1-8b-instruct,SP_005,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::WIS_001,meta-llama/llama-3.1-8b-instruct,WIS_001,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::WIS_002,meta-llama/llama-3.1-8b-instruct,WIS_002,270,2,ambiguous,198,0.7333,False,True,0.0,0.0,0.2667,0.7333,ambiguous:198|mixed:72
meta-llama/llama-3.1-8b-instruct::WIS_003,meta-llama/llama-3.1-8b-instruct,WIS_003,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::WIS_004,meta-llama/llama-3.1-8b-instruct,WIS_004,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::WIS_005,meta-llama/llama-3.1-8b-instruct,WIS_005,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::CC_031,meta-llama/llama-3.1-8b-instruct,CC_031,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::CC_032,meta-llama/llama-3.1-8b-instruct,CC_032,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::CC_033,meta-llama/llama-3.1-8b-instruct,CC_033,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::CC_034,meta-llama/llama-3.1-8b-instruct,CC_034,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::CC_035,meta-llama/llama-3.1-8b-instruct,CC_035,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::CC_036,meta-llama/llama-3.1-8b-instruct,CC_036,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::CC_037,meta-llama/llama-3.1-8b-instruct,CC_037,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::CC_038,meta-llama/llama-3.1-8b-instruct,CC_038,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::CC_039,meta-llama/llama-3.1-8b-instruct,CC_039,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::CC_040,meta-llama/llama-3.1-8b-instruct,CC_040,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::CC_041,meta-llama/llama-3.1-8b-instruct,CC_041,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::CC_042,meta-llama/llama-3.1-8b-instruct,CC_042,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::CC_043,meta-llama/llama-3.1-8b-instruct,CC_043,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::CC_044,meta-llama/llama-3.1-8b-instruct,CC_044,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::CC_045,meta-llama/llama-3.1-8b-instruct,CC_045,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_019,meta-llama/llama-3.1-8b-instruct,SP_019,270,2,ambiguous,214,0.7926,False,True,0.2074,0.0,0.0,0.7926,ambiguous:214|retrieval:56
meta-llama/llama-3.1-8b-instruct::SP_020,meta-llama/llama-3.1-8b-instruct,SP_020,270,2,retrieval,144,0.5333,False,True,0.5333,0.0,0.0,0.4667,retrieval:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_021,meta-llama/llama-3.1-8b-instruct,SP_021,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::SP_023,meta-llama/llama-3.1-8b-instruct,SP_023,270,2,retrieval,144,0.5333,False,True,0.5333,0.0,0.0,0.4667,retrieval:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_024,meta-llama/llama-3.1-8b-instruct,SP_024,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_026,meta-llama/llama-3.1-8b-instruct,SP_026,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_027,meta-llama/llama-3.1-8b-instruct,SP_027,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_028,meta-llama/llama-3.1-8b-instruct,SP_028,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_029,meta-llama/llama-3.1-8b-instruct,SP_029,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_030,meta-llama/llama-3.1-8b-instruct,SP_030,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_031,meta-llama/llama-3.1-8b-instruct,SP_031,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_032,meta-llama/llama-3.1-8b-instruct,SP_032,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_033,meta-llama/llama-3.1-8b-instruct,SP_033,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_034,meta-llama/llama-3.1-8b-instruct,SP_034,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_035,meta-llama/llama-3.1-8b-instruct,SP_035,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_036,meta-llama/llama-3.1-8b-instruct,SP_036,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_037,meta-llama/llama-3.1-8b-instruct,SP_037,270,2,retrieval,144,0.5333,False,True,0.5333,0.0,0.0,0.4667,retrieval:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_038,meta-llama/llama-3.1-8b-instruct,SP_038,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::SP_039,meta-llama/llama-3.1-8b-instruct,SP_039,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::SP_040,meta-llama/llama-3.1-8b-instruct,SP_040,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_042,meta-llama/llama-3.1-8b-instruct,SP_042,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_044,meta-llama/llama-3.1-8b-instruct,SP_044,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_045,meta-llama/llama-3.1-8b-instruct,SP_045,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::SP_046,meta-llama/llama-3.1-8b-instruct,SP_046,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::SP_047,meta-llama/llama-3.1-8b-instruct,SP_047,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::SP_048,meta-llama/llama-3.1-8b-instruct,SP_048,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_049,meta-llama/llama-3.1-8b-instruct,SP_049,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_050,meta-llama/llama-3.1-8b-instruct,SP_050,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_051,meta-llama/llama-3.1-8b-instruct,SP_051,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_052,meta-llama/llama-3.1-8b-instruct,SP_052,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_053,meta-llama/llama-3.1-8b-instruct,SP_053,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_054,meta-llama/llama-3.1-8b-instruct,SP_054,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_055,meta-llama/llama-3.1-8b-instruct,SP_055,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_056,meta-llama/llama-3.1-8b-instruct,SP_056,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_057,meta-llama/llama-3.1-8b-instruct,SP_057,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_058,meta-llama/llama-3.1-8b-instruct,SP_058,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_059,meta-llama/llama-3.1-8b-instruct,SP_059,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_060,meta-llama/llama-3.1-8b-instruct,SP_060,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_061,meta-llama/llama-3.1-8b-instruct,SP_061,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::SP_062,meta-llama/llama-3.1-8b-instruct,SP_062,270,2,retrieval,144,0.5333,False,True,0.5333,0.0,0.0,0.4667,retrieval:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::SP_063,meta-llama/llama-3.1-8b-instruct,SP_063,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::SP_064,meta-llama/llama-3.1-8b-instruct,SP_064,270,2,ambiguous,214,0.7926,False,True,0.2074,0.0,0.0,0.7926,ambiguous:214|retrieval:56
meta-llama/llama-3.1-8b-instruct::SP_065,meta-llama/llama-3.1-8b-instruct,SP_065,270,2,ambiguous,214,0.7926,False,True,0.2074,0.0,0.0,0.7926,ambiguous:214|retrieval:56
meta-llama/llama-3.1-8b-instruct::SP_066,meta-llama/llama-3.1-8b-instruct,SP_066,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_068,meta-llama/llama-3.1-8b-instruct,SP_068,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::SP_069,meta-llama/llama-3.1-8b-instruct,SP_069,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
