family,problem_id,model,contam,cci_composite_num,impl_post_correct,retrieval_votes,computation_votes,votes_total,tri_plus_score,tri_plus_confidence,tri_plus_label
ALGO,SP_055,Llama,0.5,,,0,0,0,0,0.0,insufficient
ALGO,SP_055,GPT-4o,0.5,,,1,0,1,-1,1.0,insufficient
ALGO,SP_055,o4-mini,0.5,,,0,1,1,1,1.0,insufficient
ALGO,SP_056,Claude,0.5,,,0,0,0,0,0.0,insufficient
ALGO,SP_056,Gemini,0.5,,,0,1,1,1,1.0,insufficient
ALGO,SP_056,Llama,0.5,,,0,0,0,0,0.0,insufficient
ALGO,SP_056,GPT-4o,0.5,,,1,0,1,-1,1.0,insufficient
ALGO,SP_056,o4-mini,0.5,,,0,1,1,1,1.0,insufficient
ALGO,SP_057,Claude,0.5,,,0,0,0,0,0.0,insufficient
ALGO,SP_057,Gemini,0.5,,,0,1,1,1,1.0,insufficient
ALGO,SP_057,Llama,0.5,,,0,0,0,0,0.0,insufficient
ALGO,SP_057,GPT-4o,0.5,,,1,0,1,-1,1.0,insufficient
ALGO,SP_057,o4-mini,0.5,,,0,1,1,1,1.0,insufficient
ALGO,SP_058,Claude,0.5,,,0,0,0,0,0.0,insufficient
ALGO,SP_058,Gemini,0.5,,,0,1,1,1,1.0,insufficient
ALGO,SP_058,Llama,0.5,,,0,0,0,0,0.0,insufficient
ALGO,SP_058,GPT-4o,0.5,,,0,1,1,1,1.0,insufficient
ALGO,SP_058,o4-mini,0.5,,,1,0,1,-1,1.0,insufficient
ALGO,SP_059,Claude,0.5714,,,0,0,0,0,0.0,insufficient
ALGO,SP_059,Gemini,0.5714,,,0,1,1,1,1.0,insufficient
ALGO,SP_059,Llama,0.5714,,,0,0,0,0,0.0,insufficient
ALGO,SP_059,GPT-4o,0.5714,,,0,1,1,1,1.0,insufficient
ALGO,SP_059,o4-mini,0.5714,,,0,1,1,1,1.0,insufficient
ALGO,SP_060,Claude,0.5714,,,0,0,0,0,0.0,insufficient
ALGO,SP_060,Gemini,0.5714,,,1,0,1,-1,1.0,insufficient
ALGO,SP_060,Llama,0.5714,,,0,0,0,0,0.0,insufficient
ALGO,SP_060,GPT-4o,0.5714,,,1,0,1,-1,1.0,insufficient
ALGO,SP_060,o4-mini,0.5714,,,1,0,1,-1,1.0,insufficient
ALGO,SP_061,Claude,0.5,,,0,0,0,0,0.0,insufficient
ALGO,SP_061,Gemini,0.5,,,0,0,0,0,0.0,insufficient
ALGO,SP_061,Llama,0.5,,,0,0,0,0,0.0,insufficient
ALGO,SP_061,GPT-4o,0.5,,,0,1,1,1,1.0,insufficient
ALGO,SP_061,o4-mini,0.5,,,0,1,1,1,1.0,insufficient
ALGO,SP_062,Claude,0.5,0.0,False,3,0,3,-3,1.0,retrieval_signal_plus
ALGO,SP_062,Gemini,0.5,0.0,False,3,0,3,-3,1.0,retrieval_signal_plus
ALGO,SP_062,Llama,0.5,0.0,False,2,0,2,-2,1.0,retrieval_signal_plus
ALGO,SP_062,GPT-4o,0.5,0.3333333333333333,False,1,0,1,-1,1.0,insufficient
ALGO,SP_062,o4-mini,0.5,,False,1,1,2,0,0.0,mixed
ALGO,SP_063,Claude,0.0,0.3333333333333333,False,1,1,2,0,0.0,mixed
ALGO,SP_063,Gemini,0.0,0.0,False,3,1,4,-2,0.5,retrieval_signal_plus
ALGO,SP_063,Llama,0.0,0.6666666666666666,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_063,GPT-4o,0.0,0.0,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_063,o4-mini,0.0,,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_064,Claude,0.5,0.0,False,3,0,3,-3,1.0,retrieval_signal_plus
ALGO,SP_064,Gemini,0.5,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,SP_064,Llama,0.5,0.3333333333333333,False,1,0,1,-1,1.0,insufficient
ALGO,SP_064,GPT-4o,0.5,0.0,False,2,0,2,-2,1.0,retrieval_signal_plus
ALGO,SP_064,o4-mini,0.5,,False,1,1,2,0,0.0,mixed
ALGO,SP_065,Claude,0.5,0.3333333333333333,False,2,0,2,-2,1.0,retrieval_signal_plus
ALGO,SP_065,Gemini,0.5,0.0,False,3,0,3,-3,1.0,retrieval_signal_plus
ALGO,SP_065,Llama,0.5,0.3333333333333333,False,1,0,1,-1,1.0,insufficient
ALGO,SP_065,GPT-4o,0.5,0.3333333333333333,False,1,0,1,-1,1.0,insufficient
ALGO,SP_065,o4-mini,0.5,,False,1,1,2,0,0.0,mixed
ALGO,SP_066,Claude,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,SP_066,Gemini,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,SP_066,Llama,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_066,GPT-4o,0.0,0.3333333333333333,True,0,3,3,3,1.0,computation_signal_plus
ALGO,SP_066,o4-mini,0.0,,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_068,Claude,0.0,0.3333333333333333,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,SP_068,Gemini,0.0,0.0,False,2,2,4,0,0.0,mixed
ALGO,SP_068,Llama,0.0,0.6666666666666666,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_068,GPT-4o,0.0,0.3333333333333333,True,0,3,3,3,1.0,computation_signal_plus
ALGO,SP_068,o4-mini,0.0,,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_069,Claude,0.0,0.6666666666666666,True,1,3,4,2,0.5,computation_signal_plus
ALGO,SP_069,Gemini,0.0,0.6666666666666666,True,1,3,4,2,0.5,computation_signal_plus
ALGO,SP_069,Llama,0.0,0.6666666666666666,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_069,GPT-4o,0.0,0.6666666666666666,True,0,4,4,4,1.0,computation_signal_plus
ALGO,SP_069,o4-mini,0.0,,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_070,Claude,0.0,1.0,True,1,3,4,2,0.5,computation_signal_plus
ALGO,SP_070,Gemini,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,SP_070,Llama,0.0,0.3333333333333333,False,1,1,2,0,0.0,mixed
ALGO,SP_070,GPT-4o,0.0,0.6666666666666666,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_070,o4-mini,0.0,,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_071,Claude,0.0,0.6666666666666666,True,1,3,4,2,0.5,computation_signal_plus
ALGO,SP_071,Gemini,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,SP_071,Llama,0.0,0.3333333333333333,False,1,1,2,0,0.0,mixed
ALGO,SP_071,GPT-4o,0.0,0.0,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_071,o4-mini,0.0,,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_072,Claude,0.0,0.6666666666666666,True,1,3,4,2,0.5,computation_signal_plus
ALGO,SP_072,Gemini,0.0,0.0,False,3,1,4,-2,0.5,retrieval_signal_plus
ALGO,SP_072,Llama,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,SP_072,GPT-4o,0.0,0.3333333333333333,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,SP_072,o4-mini,0.0,,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,SP_073,Claude,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,SP_073,Gemini,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,SP_073,Llama,0.0,0.3333333333333333,False,1,1,2,0,0.0,mixed
ALGO,SP_073,GPT-4o,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,SP_073,o4-mini,0.0,,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_001,Claude,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_001,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_001,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_001,GPT-4o,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_001,o4-mini,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_002,Claude,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_002,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_002,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_002,GPT-4o,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_002,o4-mini,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_003,Claude,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,WIS_003,Gemini,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,WIS_003,Llama,0.0,0.3333333333333333,False,1,1,2,0,0.0,mixed
ALGO,WIS_003,GPT-4o,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,WIS_003,o4-mini,0.0,,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,WIS_004,Claude,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,WIS_004,Gemini,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,WIS_004,Llama,0.0,0.6666666666666666,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_004,GPT-4o,0.0,0.0,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,WIS_004,o4-mini,0.0,,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,WIS_005,Claude,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_005,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_005,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_005,GPT-4o,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_005,o4-mini,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_006,Claude,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_006,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_006,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_006,GPT-4o,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_006,o4-mini,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_007,Claude,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_007,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_007,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_007,GPT-4o,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_007,o4-mini,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_009,Claude,0.5455,,,0,0,0,0,0.0,insufficient
ALGO,WIS_009,Gemini,0.5455,,,0,0,0,0,0.0,insufficient
ALGO,WIS_009,Llama,0.5455,,,0,0,0,0,0.0,insufficient
ALGO,WIS_009,GPT-4o,0.5455,,,0,0,0,0,0.0,insufficient
ALGO,WIS_009,o4-mini,0.5455,,,1,0,1,-1,1.0,insufficient
ALGO,WIS_010,Claude,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_010,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_010,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_010,GPT-4o,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_010,o4-mini,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_012,Claude,0.5455,,,0,0,0,0,0.0,insufficient
ALGO,WIS_012,Gemini,0.5455,,,0,0,0,0,0.0,insufficient
ALGO,WIS_012,Llama,0.5455,,,0,0,0,0,0.0,insufficient
ALGO,WIS_012,GPT-4o,0.5455,,,0,0,0,0,0.0,insufficient
ALGO,WIS_012,o4-mini,0.5455,,,1,0,1,-1,1.0,insufficient
ALGO,WIS_013,Claude,0.0,0.3333333333333333,False,1,1,2,0,0.0,mixed
ALGO,WIS_013,Gemini,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_013,Llama,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_013,GPT-4o,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_013,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_014,Claude,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_014,Gemini,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_014,Llama,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_014,GPT-4o,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_014,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_015,Claude,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_015,Gemini,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_015,Llama,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_015,GPT-4o,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_015,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_016,Claude,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_016,Gemini,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_016,Llama,0.0,0.0,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_016,GPT-4o,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_016,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_017,Claude,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_017,Gemini,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_017,Llama,0.0,0.0,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_017,GPT-4o,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_017,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_018,Claude,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_018,Gemini,0.0,0.6666666666666666,True,1,3,4,2,0.5,computation_signal_plus
ALGO,WIS_018,Llama,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_018,GPT-4o,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_018,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_019,Claude,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_019,Gemini,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_019,Llama,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_019,GPT-4o,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_019,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_020,Claude,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_020,Gemini,0.0,0.6666666666666666,True,1,3,4,2,0.5,computation_signal_plus
ALGO,WIS_020,Llama,0.0,0.0,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_020,GPT-4o,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_020,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_021,Claude,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_021,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_021,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_021,GPT-4o,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_021,o4-mini,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_022,Claude,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_022,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_022,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_022,GPT-4o,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_022,o4-mini,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_023,Claude,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_023,Gemini,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_023,Llama,0.0,0.3333333333333333,False,1,1,2,0,0.0,mixed
ALGO,WIS_023,GPT-4o,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_023,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_024,Claude,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_024,Gemini,0.0,0.6666666666666666,True,1,3,4,2,0.5,computation_signal_plus
ALGO,WIS_024,Llama,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_024,GPT-4o,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_024,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_025,Claude,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_025,Gemini,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_025,Llama,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_025,GPT-4o,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_025,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_026,Claude,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_026,Gemini,0.0,0.3333333333333333,False,1,1,2,0,0.0,mixed
ALGO,WIS_026,Llama,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_026,GPT-4o,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_026,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_027,Claude,0.0,0.3333333333333333,False,1,1,2,0,0.0,mixed
ALGO,WIS_027,Gemini,0.0,0.3333333333333333,False,2,1,3,-1,0.3333333333333333,weak_retrieval
ALGO,WIS_027,Llama,0.0,0.0,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_027,GPT-4o,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_027,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_028,Claude,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_028,Gemini,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_028,Llama,0.0,0.6666666666666666,False,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_028,GPT-4o,0.0,0.3333333333333333,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_028,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_029,Claude,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_029,Gemini,0.0,0.6666666666666666,True,0,3,3,3,1.0,computation_signal_plus
ALGO,WIS_029,Llama,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_029,GPT-4o,0.0,0.3333333333333333,True,0,2,2,2,1.0,computation_signal_plus
ALGO,WIS_029,o4-mini,0.0,,True,1,2,3,1,0.3333333333333333,weak_computation
ALGO,WIS_030,Claude,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_030,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_030,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_030,GPT-4o,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_030,o4-mini,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_031,Claude,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_031,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_031,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_031,GPT-4o,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_031,o4-mini,0.0,,,1,1,2,0,0.0,mixed
ALGO,WIS_032,Claude,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_032,Gemini,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_032,Llama,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_032,GPT-4o,0.0,,,0,1,1,1,1.0,insufficient
ALGO,WIS_032,o4-mini,0.0,,,1,1,2,0,0.0,mixed
BW,BW_001,Claude,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_001,deepseek/deepseek-r1-distill-llama-70b,0.0658,,,1,1,2,0,0.0,mixed
BW,BW_001,Gemini,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_001,Llama,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_001,mock,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_001,GPT-4o,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_001,o4-mini,0.0658,,,1,1,2,0,0.0,mixed
BW,BW_002,Claude,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_002,deepseek/deepseek-r1-distill-llama-70b,0.0714,,,1,1,2,0,0.0,mixed
BW,BW_002,Gemini,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_002,Llama,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_002,GPT-4o,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_002,o4-mini,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_010,Claude,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_010,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_010,Gemini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_010,Llama,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_010,mock,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_010,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_010,o4-mini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_011,Claude,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_011,deepseek/deepseek-r1-distill-llama-70b,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_011,Gemini,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_011,Llama,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_011,mock,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_011,GPT-4o,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_011,o4-mini,0.0568,,,1,1,2,0,0.0,mixed
BW,BW_014,Claude,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_014,deepseek/deepseek-r1-distill-llama-70b,0.1087,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_014,Gemini,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_014,Llama,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_014,GPT-4o,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_014,o4-mini,0.1087,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_022,Claude,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_022,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_022,Gemini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_022,Llama,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_022,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_022,o4-mini,0.0862,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_080,Claude,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_080,deepseek/deepseek-r1-distill-llama-70b,0.0781,,,1,1,2,0,0.0,mixed
BW,BW_080,Gemini,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_080,Llama,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_080,mock,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_080,GPT-4o,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_080,o4-mini,0.0781,,,1,1,2,0,0.0,mixed
BW,BW_120,Claude,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_120,deepseek/deepseek-r1-distill-llama-70b,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_120,Gemini,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_120,Llama,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_120,mock,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_120,GPT-4o,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_120,o4-mini,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_137,Claude,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_137,deepseek/deepseek-r1-distill-llama-70b,0.0532,,,1,1,2,0,0.0,mixed
BW,BW_137,Gemini,0.0532,,,1,1,2,0,0.0,mixed
BW,BW_137,Llama,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_137,mock,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_137,GPT-4o,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_137,o4-mini,0.0532,,,1,1,2,0,0.0,mixed
BW,BW_155,Claude,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_155,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_155,Gemini,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_155,Llama,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_155,mock,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_155,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_155,o4-mini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_172,Claude,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_172,deepseek/deepseek-r1-distill-llama-70b,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_172,Gemini,0.0532,,,1,1,2,0,0.0,mixed
BW,BW_172,Llama,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_172,mock,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_172,GPT-4o,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_172,o4-mini,0.0532,,,1,1,2,0,0.0,mixed
BW,BW_203,Claude,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_203,deepseek/deepseek-r1-distill-llama-70b,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_203,Gemini,0.0962,,,0,2,2,2,1.0,computation_signal_plus
