family,problem_id,model,contam,var_canonical,var_w3,vri_gap,cci_effective,match_first,impl_post_correct,retrieval_votes,computation_votes,votes_total,tri_score,tri_v2_confidence,tri_v2_label,legacy_label,p1_rename_fragile,p1_w3_keep,p1_multi_variant,p1_vri_high,p2_cci_comp,p2_cci_retr,p2_match_first,p2_crit_step,p2_impl_recovery,p2_impl_fail,p3_contam_high,p3_contam_low,p3_depth_high
ALGO,CC_08,Llama,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,False,1.0,2.0,3.0,1.0,0.3333333333333333,weak_computation,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_08,GPT-4o,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,True,2.0,3.0,5.0,1.0,0.2,weak_computation,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,CC_08,o4-mini,0.0,1.0,1.0,0.0,,,True,0.0,4.0,4.0,4.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,CC_09,Claude,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,False,1.0,4.0,5.0,3.0,0.6,computation,mixed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_09,Gemini,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_09,Llama,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,False,1.0,2.0,3.0,1.0,0.3333333333333333,weak_computation,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_09,GPT-4o,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,False,1.0,4.0,5.0,3.0,0.6,computation,ambiguous,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_09,o4-mini,0.0,1.0,1.0,0.0,,,False,1.0,3.0,4.0,2.0,0.5,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_10,Claude,0.0,0.0,1.0,-1.0,0.3333333333333333,1.0,False,1.0,2.0,3.0,1.0,0.3333333333333333,weak_computation,mixed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_10,Gemini,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,2.0,3.0,1.0,0.3333333333333333,weak_computation,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_10,Llama,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_10,GPT-4o,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,2.0,3.0,1.0,0.3333333333333333,weak_computation,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_10,o4-mini,0.0,1.0,1.0,0.0,,,True,0.0,4.0,4.0,4.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_001,Claude,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_001,Gemini,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_001,Llama,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_001,GPT-4o,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_001,o4-mini,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_002,Claude,0.0,0.0,1.0,-1.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_002,Gemini,0.0,1.0,0.0,1.0,,,,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_002,Llama,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_002,GPT-4o,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_002,o4-mini,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_003,Claude,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_003,Gemini,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_003,Llama,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_003,GPT-4o,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_003,o4-mini,0.0,1.0,1.0,0.0,,,False,1.0,3.0,4.0,2.0,0.5,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_004,Claude,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,True,2.0,2.0,4.0,0.0,0.0,mixed,mixed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_004,Gemini,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,True,0.0,2.0,2.0,2.0,1.0,computation,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_004,Llama,0.0,1.0,0.0,1.0,0.0,0.0,False,4.0,1.0,5.0,-3.0,0.6,retrieval,ambiguous,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_004,GPT-4o,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,True,2.0,2.0,4.0,0.0,0.0,mixed,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_004,o4-mini,0.0,1.0,1.0,0.0,,,True,0.0,4.0,4.0,4.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_005,Claude,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,1.0,2.0,0.0,0.0,mixed,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_005,Gemini,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_005,Llama,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_005,GPT-4o,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_005,o4-mini,0.0,1.0,0.0,1.0,,,False,3.0,1.0,4.0,-2.0,0.5,retrieval,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_019,Claude,0.5,1.0,0.0,1.0,0.0,0.0,False,4.0,0.0,4.0,-4.0,1.0,retrieval,retrieval_signal,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_019,Gemini,0.5,1.0,0.0,1.0,0.3333333333333333,0.0,False,3.0,0.0,3.0,-3.0,1.0,retrieval,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_019,Llama,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,True,0.0,1.0,1.0,1.0,1.0,insufficient,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ALGO,SP_019,GPT-4o,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,0.0,1.0,-1.0,1.0,insufficient,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_019,o4-mini,0.5,1.0,1.0,0.0,,,False,1.0,2.0,3.0,1.0,0.3333333333333333,weak_computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_020,Claude,0.5,1.0,0.0,1.0,0.0,0.0,False,4.0,0.0,4.0,-4.0,1.0,retrieval,retrieval_signal,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_020,Gemini,0.5,1.0,1.0,0.0,0.0,0.0,False,2.0,2.0,4.0,0.0,0.0,mixed,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_020,Llama,0.5,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,2.0,-2.0,1.0,retrieval,mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_020,GPT-4o,0.5,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,2.0,-2.0,1.0,retrieval,ambiguous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_020,o4-mini,0.5,1.0,1.0,0.0,,,False,1.0,2.0,3.0,1.0,0.3333333333333333,weak_computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_021,Claude,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_021,Gemini,0.0,1.0,0.0,1.0,0.0,0.0,False,4.0,1.0,5.0,-3.0,0.6,retrieval,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_021,Llama,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_021,GPT-4o,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,False,1.0,3.0,4.0,2.0,0.5,computation,mixed,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_021,o4-mini,0.0,1.0,1.0,0.0,,,False,1.0,3.0,4.0,2.0,0.5,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_023,Claude,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,1.0,2.0,0.0,0.0,mixed,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_023,Gemini,0.5,1.0,1.0,0.0,0.6666666666666666,0.0,False,1.0,4.0,5.0,3.0,0.6,computation,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_023,Llama,0.5,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,2.0,-2.0,1.0,retrieval,mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_023,GPT-4o,0.5,1.0,0.0,1.0,0.3333333333333333,0.0,True,2.0,2.0,4.0,0.0,0.0,mixed,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ALGO,SP_023,o4-mini,0.5,1.0,1.0,0.0,,,False,1.0,2.0,3.0,1.0,0.3333333333333333,weak_computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALGO,SP_024,Claude,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,True,2.0,4.0,6.0,2.0,0.3333333333333333,computation,mixed,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_024,Gemini,0.0,1.0,1.0,0.0,0.0,0.0,False,2.0,3.0,5.0,1.0,0.2,weak_computation,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_024,Llama,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,1.0,2.0,0.0,0.0,mixed,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_024,GPT-4o,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,True,0.0,6.0,6.0,6.0,1.0,computation,computation_signal,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_024,o4-mini,0.0,1.0,1.0,0.0,,,False,1.0,3.0,4.0,2.0,0.5,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_026,Claude,0.0,1.0,0.0,1.0,0.0,0.0,True,3.0,2.0,5.0,-1.0,0.2,weak_retrieval,mixed,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_026,Gemini,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,True,0.0,5.0,5.0,5.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_026,Llama,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,1.0,2.0,0.0,0.0,mixed,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_026,GPT-4o,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,True,2.0,3.0,5.0,1.0,0.2,weak_computation,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_026,o4-mini,0.0,1.0,1.0,0.0,,,False,1.0,3.0,4.0,2.0,0.5,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_027,Claude,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,True,2.0,3.0,5.0,1.0,0.2,weak_computation,mixed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_027,Gemini,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,False,3.0,1.0,4.0,-2.0,0.5,retrieval,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_027,Llama,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,1.0,2.0,0.0,0.0,mixed,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_027,GPT-4o,0.0,0.0,1.0,-1.0,0.3333333333333333,0.0,True,0.0,3.0,3.0,3.0,1.0,computation,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_027,o4-mini,0.0,1.0,1.0,0.0,,,False,1.0,3.0,4.0,2.0,0.5,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_028,Claude,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,True,0.0,3.0,3.0,3.0,1.0,computation,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_028,Gemini,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,1.0,2.0,0.0,0.0,mixed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_028,Llama,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,1.0,2.0,0.0,0.0,mixed,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_028,GPT-4o,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,True,0.0,3.0,3.0,3.0,1.0,computation,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_028,o4-mini,0.0,1.0,1.0,0.0,,,False,1.0,3.0,4.0,2.0,0.5,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_029,Claude,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,False,3.0,2.0,5.0,-1.0,0.2,weak_retrieval,mixed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_029,Gemini,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_029,Llama,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,1.0,2.0,0.0,0.0,mixed,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_029,GPT-4o,0.0,1.0,0.0,1.0,0.0,0.0,True,3.0,2.0,5.0,-1.0,0.2,weak_retrieval,mixed,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_029,o4-mini,0.0,1.0,1.0,0.0,,,True,0.0,4.0,4.0,4.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_030,Claude,0.0,0.0,0.0,0.0,1.0,1.0,True,0.0,5.0,5.0,5.0,1.0,computation,mixed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,SP_030,Gemini,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_030,Llama,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,False,1.0,1.0,2.0,0.0,0.0,mixed,mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_030,GPT-4o,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_030,o4-mini,0.0,1.0,1.0,0.0,,,False,1.0,2.0,3.0,1.0,0.3333333333333333,weak_computation,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,SP_031,Claude,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_031,Gemini,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_031,Llama,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_031,GPT-4o,0.0,1.0,0.0,1.0,,,,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_031,o4-mini,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_032,Claude,0.5833,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,SP_032,Gemini,0.5833,0.0,1.0,-1.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,SP_032,Llama,0.5833,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,SP_032,GPT-4o,0.5833,1.0,0.0,1.0,,,,2.0,0.0,2.0,-2.0,1.0,retrieval,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,SP_032,o4-mini,0.5833,1.0,1.0,0.0,,,,0.0,2.0,2.0,2.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,SP_033,Claude,0.5714,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,SP_033,Gemini,0.5714,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,SP_033,Llama,0.5714,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,SP_033,GPT-4o,0.5714,1.0,1.0,0.0,,,,0.0,2.0,2.0,2.0,1.0,computation,ambiguous,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,SP_033,o4-mini,0.5714,1.0,1.0,0.0,,,,0.0,2.0,2.0,2.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,SP_034,Claude,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_034,Gemini,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_034,Llama,0.0,1.0,0.0,1.0,,,,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_034,GPT-4o,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,ambiguous,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_034,o4-mini,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_035,Claude,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_035,Gemini,0.0,1.0,0.0,1.0,,,,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_035,Llama,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_035,GPT-4o,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,ambiguous,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,SP_035,o4-mini,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
