family,level,model,n,n_clusters,tep_mean,ci_low,ci_high,tep_median,bootstrap,n_boot,seed,source,model_full,problem_id,subtype,instance_type,tep,cci,critical_step_index,n_post_steps_compared,comparison_mode,cluster_id
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_044,shortest_path,adversarial,0.0,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_044,shortest_path,adversarial,0.5,,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_045,shortest_path,adversarial,0.0,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_045,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_045,shortest_path,adversarial,1.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_045,shortest_path,adversarial,0.5,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_045,shortest_path,adversarial,0.5,,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_046,shortest_path,adversarial,0.0,1.0,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_046,shortest_path,adversarial,0.5,,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_046,shortest_path,adversarial,1.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_046,shortest_path,adversarial,0.5,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_046,shortest_path,adversarial,0.5,,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_047,shortest_path,adversarial,0.0,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_047,shortest_path,adversarial,0.5,,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_047,shortest_path,adversarial,0.0,0.0,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_047,shortest_path,adversarial,0.0,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_047,shortest_path,adversarial,0.5,,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_048,shortest_path,adversarial,0.0,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_048,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_048,shortest_path,adversarial,0.0,1.0,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_048,shortest_path,adversarial,1.0,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_048,shortest_path,adversarial,0.5,,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_062,shortest_path,adversarial,0.0,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_062,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_005
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_062,shortest_path,adversarial,1.0,1.0,0.0,1.0,parseable_fallback,ALGO_CLONE_005
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_062,shortest_path,adversarial,0.0,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_062,shortest_path,adversarial,0.0,,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_063,shortest_path,adversarial,0.0,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_063,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_005
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_063,shortest_path,adversarial,1.0,0.0,0.0,2.0,parseable_fallback,ALGO_CLONE_005
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_063,shortest_path,adversarial,0.0,0.0,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_063,shortest_path,adversarial,0.0,,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_064,shortest_path,adversarial,0.0,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_064,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_005
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_064,shortest_path,adversarial,1.0,1.0,0.0,2.0,parseable_fallback,ALGO_CLONE_005
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_064,shortest_path,adversarial,0.0,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_064,shortest_path,adversarial,0.0,,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_065,shortest_path,adversarial,0.0,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_065,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_005
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_065,shortest_path,adversarial,1.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_005
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_065,shortest_path,adversarial,0.0,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_065,shortest_path,adversarial,0.0,,0.0,2.0,strict_compliant,ALGO_CLONE_005
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_066,shortest_path,adversarial,0.0,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_066,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_006
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_066,shortest_path,adversarial,0.0,0.0,0.0,2.0,parseable_fallback,ALGO_CLONE_006
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_066,shortest_path,adversarial,0.0,1.0,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_066,shortest_path,adversarial,0.0,,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_068,shortest_path,adversarial,0.5,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_068,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_006
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_068,shortest_path,adversarial,0.0,0.0,0.0,2.0,parseable_fallback,ALGO_CLONE_006
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_068,shortest_path,adversarial,0.5,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_068,shortest_path,adversarial,0.0,,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_069,shortest_path,adversarial,1.0,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_069,shortest_path,adversarial,1.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_006
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_069,shortest_path,adversarial,0.5,0.0,0.0,2.0,parseable_fallback,ALGO_CLONE_006
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_069,shortest_path,adversarial,0.0,1.0,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_069,shortest_path,adversarial,0.5,,0.0,2.0,strict_compliant,ALGO_CLONE_006
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_070,shortest_path,adversarial,0.0,1.0,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_070,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_070,shortest_path,adversarial,0.5,0.0,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_070,shortest_path,adversarial,0.5,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_070,shortest_path,adversarial,0.5,,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_071,shortest_path,adversarial,0.0,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_071,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_071,shortest_path,adversarial,0.5,0.0,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_071,shortest_path,adversarial,0.5,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_071,shortest_path,adversarial,0.0,,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_072,shortest_path,adversarial,0.0,1.0,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_072,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_072,shortest_path,adversarial,0.0,0.0,0.0,1.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_072,shortest_path,adversarial,0.0,0.6667,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_072,shortest_path,adversarial,0.5,,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,SP_073,shortest_path,adversarial,0.0,1.0,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,SP_073,shortest_path,adversarial,0.0,,0.0,2.0,parseable_fallback,ALGO_CLONE_007
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,SP_073,shortest_path,adversarial,1.0,0.3333,0.0,1.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,SP_073,shortest_path,adversarial,0.5,0.3333,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,SP_073,shortest_path,adversarial,1.0,,0.0,2.0,strict_compliant,ALGO_CLONE_007
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_003,wis,adversarial,1.0,,0.0,6.0,parseable_fallback,SINGLETON_WIS_003
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_003,wis,adversarial,0.6667,,0.0,6.0,parseable_fallback,SINGLETON_WIS_003
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_003,wis,adversarial,1.0,0.3333,0.0,1.0,strict_compliant,SINGLETON_WIS_003
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_003,wis,adversarial,0.8333,,0.0,6.0,strict_compliant,SINGLETON_WIS_003
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_004,wis,adversarial,0.0,,1.0,2.0,parseable_fallback,SINGLETON_WIS_004
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_004,wis,adversarial,1.0,,1.0,5.0,parseable_fallback,SINGLETON_WIS_004
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_004,wis,adversarial,0.8,,1.0,5.0,parseable_fallback,SINGLETON_WIS_004
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_004,wis,adversarial,1.0,0.0,1.0,5.0,parseable_fallback,SINGLETON_WIS_004
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_004,wis,adversarial,1.0,,1.0,4.0,strict_compliant,SINGLETON_WIS_004
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_013,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_013,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_013,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_013,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_013,wis,adversarial,0.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_014,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_014,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_014,wis,adversarial,1.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_014,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_014,wis,adversarial,0.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_015,wis,adversarial,1.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_015,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_015,wis,adversarial,1.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_015,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_015,wis,adversarial,1.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_016,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_016,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_016,wis,adversarial,1.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_016,wis,adversarial,0.0,0.5,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_016,wis,adversarial,0.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_017,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_017,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_017,wis,adversarial,1.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_017,wis,adversarial,0.0,0.0,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_017,wis,adversarial,1.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_018,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_018,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_018,wis,adversarial,1.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_018,wis,adversarial,0.0,0.5,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_018,wis,adversarial,1.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_019,wis,adversarial,1.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_019,wis,adversarial,1.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_019,wis,adversarial,0.0,0.0,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_019,wis,adversarial,0.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_020,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_020,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_020,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_020,wis,adversarial,0.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_023,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_014
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_023,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_014
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_023,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_014
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_023,wis,adversarial,1.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_014
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_023,wis,adversarial,0.0,,0.0,1.0,strict_compliant,ALGO_CLONE_014
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_024,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_024,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_024,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_024,wis,adversarial,0.0,0.5,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_024,wis,adversarial,0.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_025,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_014
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_025,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_014
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_025,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_014
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_025,wis,adversarial,0.0,0.0,0.0,1.0,parseable_fallback,ALGO_CLONE_014
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_025,wis,adversarial,0.0,,0.0,1.0,strict_compliant,ALGO_CLONE_014
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_026,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_026,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_026,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_026,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_026,wis,adversarial,0.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_027,wis,adversarial,1.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_027,wis,adversarial,1.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,Llama,,,,,,,,,,normal×injected join,meta-llama/llama-3.1-8b-instruct,WIS_027,wis,adversarial,1.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_013
ALGO,instance,GPT-4o,,,,,,,,,,normal×injected join,openai/gpt-4o,WIS_027,wis,adversarial,0.0,0.0,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,o4-mini,,,,,,,,,,normal×injected join,openai/o4-mini,WIS_027,wis,adversarial,0.0,,0.0,1.0,strict_compliant,ALGO_CLONE_013
ALGO,instance,Claude,,,,,,,,,,normal×injected join,anthropic/claude-sonnet-4,WIS_028,wis,adversarial,0.0,0.5,0.0,1.0,strict_compliant,ALGO_CLONE_014
ALGO,instance,Gemini,,,,,,,,,,normal×injected join,google/gemini-2.5-flash,WIS_028,wis,adversarial,0.0,,0.0,1.0,parseable_fallback,ALGO_CLONE_014
