problem_id,variant_type,model,raw_response,behavioral_correct,correct_answer,problem_family,contamination_pole,difficulty,old_verified,rescored_correct,verify_method,rescore_reason,verdict_changed
BW_350,W3,openai/o4-mini,"1. select Frank  
2. place Frank under Eve  
3. select Eve  
4. place Eve under Ivan  
5. select Ivan  
6. place Ivan under Jake  
7. select Jake  
8. place Jake under Kevin  
9. select Kevin  
10. place Kevin under Alice  
11. select Alice  
12. place Alice under Grace  
13. select Grace  
14. place Grace under Bob  
15. select Bob  
16. place Bob under Lisa  
17. select Lisa  
18. place Lisa under Diana",False,"select Frank
place Frank under Eve
select Eve
place Eve under Ivan
select Ivan
place Ivan under Jake
select Jake
place Jake under Kevin
select Kevin
place Kevin under Alice
select Alice
place Alice under Grace
select Grace
place Grace under Bob
select Bob
place Bob under Lisa
select Lisa
place Lisa under Diana",planning_suite,high,hard,True,False,state_machine,incorrect,True
BW_350,W4,openai/o4-mini,"1. pick-up l  
2. stack l d  
3. pick-up b  
4. stack b l  
5. pick-up g  
6. stack g b  
7. pick-up a  
8. stack a g  
9. pick-up k  
10. stack k a  
11. pick-up j  
12. stack j k  
13. pick-up i  
14. stack i j  
15. pick-up e  
16. stack e i  
17. pick-up f  
18. stack f e",True,"pick-up l
 stack l d
 pick-up b
 stack b l
 pick-up g
 stack g b
 pick-up a
 stack a g
 pick-up k
 stack k a
 pick-up j
 stack j k
 pick-up i
 stack i j
 pick-up e
 stack e i
 pick-up f
 stack f e",planning_suite,high,hard,True,True,state_machine,correct,False
BW_350,W5,openai/o4-mini,"1. unstack f e  
2. put-down f  
3. unstack e i  
4. put-down e  
5. unstack i j  
6. put-down i  
7. unstack j k  
8. put-down j  
9. unstack k a  
10. put-down k  
11. unstack a g  
12. put-down a  
13. unstack g b  
14. put-down g  
15. unstack b l  
16. put-down b  
17. unstack l d  
18. put-down l",True,"unstack f e
put-down f
unstack e i
put-down e
unstack i j
put-down i
unstack j k
put-down j
unstack k a
put-down k
unstack a g
put-down a
unstack g b
put-down g
unstack b l
put-down b
unstack l d
put-down l",planning_suite,high,hard,True,True,state_machine,correct,False
BW_350,W6,openai/o4-mini,"1. pick-up u  
2. stack u n  
3. pick-up m  
4. stack m u  
5. pick-up q  
6. stack q m  
7. pick-up c  
8. stack c q  
9. pick-up t  
10. stack t c  
11. pick-up s  
12. stack s t  
13. pick-up r  
14. stack r s  
15. pick-up o  
16. stack o r  
17. pick-up p  
18. stack p o",True,"pick-up u
 stack u n
 pick-up m
 stack m u
 pick-up q
 stack q m
 pick-up c
 stack c q
 pick-up t
 stack t c
 pick-up s
 stack s t
 pick-up r
 stack r s
 pick-up o
 stack o r
 pick-up p
 stack p o",planning_suite,high,hard,True,True,state_machine,correct,False
BW_350,canonical,openai/o4-mini,"1. pick-up l  
2. stack l d  
3. pick-up b  
4. stack b l  
5. pick-up g  
6. stack g b  
7. pick-up a  
8. stack a g  
9. pick-up k  
10. stack k a  
11. pick-up j  
12. stack j k  
13. pick-up i  
14. stack i j  
15. pick-up e  
16. stack e i  
17. pick-up f  
18. stack f e",True,"pick-up l
 stack l d
 pick-up b
 stack b l
 pick-up g
 stack g b
 pick-up a
 stack a g
 pick-up k
 stack k a
 pick-up j
 stack j k
 pick-up i
 stack i j
 pick-up e
 stack e i
 pick-up f
 stack f e",planning_suite,high,hard,True,True,state_machine,correct,False
BW_408,W1,openai/o4-mini,"1 pick-up j  
2 stack j b  
3 pick-up g  
4 stack g j  
5 pick-up c  
6 stack c g  
7 pick-up d  
8 stack d c  
9 pick-up h  
10 stack h d  
11 pick-up l  
12 stack l h  
13 pick-up a  
14 stack a l",True,"pick-up j
 stack j b
 pick-up g
 stack g j
 pick-up c
 stack c g
 pick-up d
 stack d c
 pick-up h
 stack h d
 pick-up l
 stack l h
 pick-up a
 stack a l",planning_suite,high,hard,True,True,state_machine,correct,False
BW_408,W2,openai/o4-mini,"1. pick-up j  
2. stack j b  
3. pick-up g  
4. stack g j  
5. pick-up c  
6. stack c g  
7. pick-up d  
8. stack d c  
9. pick-up h  
10. stack h d  
11. pick-up l  
12. stack l h  
13. pick-up a  
14. stack a l",True,"pick-up j
 stack j b
 pick-up g
 stack g j
 pick-up c
 stack c g
 pick-up d
 stack d c
 pick-up h
 stack h d
 pick-up l
 stack l h
 pick-up a
 stack a l",planning_suite,high,hard,True,True,state_machine,correct,False
BW_408,W3,openai/o4-mini,"1. select Alice  
2. place Alice under Lisa  
3. select Lisa  
4. place Lisa under Henry  
5. select Henry  
6. place Henry under Diana  
7. select Diana  
8. place Diana under Carol  
9. select Carol  
10. place Carol under Grace  
11. select Grace  
12. place Grace under Jake  
13. select Jake  
14. place Jake under Bob",False,"select Alice
place Alice under Lisa
select Lisa
place Lisa under Henry
select Henry
place Henry under Diana
select Diana
place Diana under Carol
select Carol
place Carol under Grace
select Grace
place Grace under Jake
select Jake
place Jake under Bob",planning_suite,high,hard,True,False,state_machine,incorrect,True
BW_408,W4,openai/o4-mini,"1. pick-up j  
2. stack j b  
3. pick-up g  
4. stack g j  
5. pick-up c  
6. stack c g  
7. pick-up d  
8. stack d c  
9. pick-up h  
10. stack h d  
11. pick-up l  
12. stack l h  
13. pick-up a  
14. stack a l",True,"pick-up j
 stack j b
 pick-up g
 stack g j
 pick-up c
 stack c g
 pick-up d
 stack d c
 pick-up h
 stack h d
 pick-up l
 stack l h
 pick-up a
 stack a l",planning_suite,high,hard,True,True,state_machine,correct,False
BW_408,W5,openai/o4-mini,"1. unstack a l  
2. put-down a  
3. unstack l h  
4. put-down l  
5. unstack h d  
6. put-down h  
7. unstack d c  
8. put-down d  
9. unstack c g  
10. put-down c  
11. unstack g j  
12. put-down g  
13. unstack j b  
14. put-down j",True,"unstack a l
put-down a
unstack l h
put-down l
unstack h d
put-down h
unstack d c
put-down d
unstack c g
put-down c
unstack g j
put-down g
unstack j b
put-down j",planning_suite,high,hard,True,True,state_machine,correct,False
BW_408,W6,openai/o4-mini,"1. pick-up p  
2. stack p i  
3. pick-up n  
4. stack n p  
5. pick-up k  
6. stack k n  
7. pick-up m  
8. stack m k  
9. pick-up o  
10. stack o m  
11. pick-up q  
12. stack q o  
13. pick-up e  
14. stack e q",True,"pick-up p
 stack p i
 pick-up n
 stack n p
 pick-up k
 stack k n
 pick-up m
 stack m k
 pick-up o
 stack o m
 pick-up q
 stack q o
 pick-up e
 stack e q",planning_suite,high,hard,True,True,state_machine,correct,False
BW_408,canonical,openai/o4-mini,"1. pick-up j  
2. stack j b  
3. pick-up g  
4. stack g j  
5. pick-up c  
6. stack c g  
7. pick-up d  
8. stack d c  
9. pick-up h  
10. stack h d  
11. pick-up l  
12. stack l h  
13. pick-up a  
14. stack a l",True,"pick-up j
 stack j b
 pick-up g
 stack g j
 pick-up c
 stack c g
 pick-up d
 stack d c
 pick-up h
 stack h d
 pick-up l
 stack l h
 pick-up a
 stack a l",planning_suite,high,hard,True,True,state_machine,correct,False
BW_467,W1,openai/o4-mini,"1. pick-up f  
2. stack f h  
3. pick-up a  
4. stack a f  
5. pick-up j  
6. stack j a  
7. pick-up l  
8. stack l j  
9. pick-up i  
10. stack i l  
11. pick-up g  
12. stack g i",True,"pick-up f
stack f h
pick-up a
stack a f
pick-up j
stack j a
pick-up l
stack l j
pick-up i
stack i l
pick-up g
stack g i",planning_suite,high,medium,True,True,state_machine,correct,False
BW_467,W2,openai/o4-mini,"1. pick-up f  
2. stack f h  
3. pick-up a  
4. stack a f  
5. pick-up j  
6. stack j a  
7. pick-up l  
8. stack l j  
9. pick-up i  
10. stack i l  
11. pick-up g  
12. stack g i",True,"pick-up f
stack f h
pick-up a
stack a f
pick-up j
stack j a
pick-up l
stack l j
pick-up i
stack i l
pick-up g
stack g i",planning_suite,high,medium,True,True,state_machine,correct,False
BW_467,W3,openai/o4-mini,"1. select Gloria  
2. place Gloria under Ian  
3. remove Gloria from Ian  
4. select Ian  
5. place Ian under Lisa  
6. select Gloria  
7. place Gloria under Ian  
8. remove Gloria from Ian  
9. remove Ian from Lisa  
10. select Lisa  
11. place Lisa under Jake  
12. select Ian  
13. place Ian under Lisa  
14. select Gloria  
15. place Gloria under Ian  
16. remove Gloria from Ian  
17. remove Ian from Lisa  
18. remove Lisa from Jake  
19. select Jake  
20. place Jake under Amy  
21. select Lisa  
22. place Lisa under Jake  
23. select Ian  
24. place Ian under Lisa  
25. select Gloria  
26. place Gloria under Ian  
27. remove Gloria from Ian  
28. remove Ian from Lisa  
29. remove Lisa from Jake  
30. remove Jake from Amy  
31. select Amy  
32. place Amy under Felix  
33. select Jake  
34. place Jake under Amy  
35. select Lisa  
36. place Lisa under Jake  
37. select Ian  
38. place Ian under Lisa  
39. select Gloria  
40. place Gloria under Ian  
41. remove Gloria from Ian  
42. remove Ian from Lisa  
43. remove Lisa from Jake  
44. remove Jake from Amy  
45. remove Amy from Felix  
46. select Felix  
47. place Felix under Hannah  
48. select Amy  
49. place Amy under Felix  
50. select Jake  
51. place Jake under Amy  
52. select Lisa  
53. place Lisa under Jake  
54. select Ian  
55. place Ian under Lisa  
56. select Gloria  
57. place Gloria under Ian",False,"select Felix
place Felix under Hannah
select Amy
place Amy under Felix
select Jake
place Jake under Amy
select Lisa
place Lisa under Jake
select Ian
place Ian under Lisa
select Gloria
place Gloria under Ian",planning_suite,high,medium,False,False,state_machine,incorrect,False
BW_467,W4,openai/o4-mini,"1. pick-up f  
2. stack f h  
3. pick-up a  
4. stack a f  
5. pick-up j  
6. stack j a  
7. pick-up l  
8. stack l j  
9. pick-up i  
10. stack i l  
11. pick-up g  
12. stack g i",True,"pick-up f
stack f h
pick-up a
stack a f
pick-up j
stack j a
pick-up l
stack l j
pick-up i
stack i l
pick-up g
stack g i",planning_suite,high,medium,True,True,state_machine,correct,False
BW_467,W5,openai/o4-mini,"1. unstack g i
2. put-down g
3. unstack i l
4. put-down i
5. unstack l j
6. put-down l
7. unstack j a
8. put-down j
9. unstack a f
10. put-down a
11. unstack f h
12. put-down f",True,"unstack g i
put-down g
unstack i l
put-down i
unstack l j
put-down l
unstack j a
put-down j
unstack a f
put-down a
unstack f h
put-down f",planning_suite,high,medium,True,True,state_machine,correct,False
BW_467,W6,openai/o4-mini,"1. pick-up f  
2. stack f e  
3. pick-up a  
4. stack a f  
5. pick-up c  
6. stack c a  
7. pick-up h  
8. stack h c  
9. pick-up b  
10. stack b h  
11. pick-up g  
12. stack g b  
13. pick-up d  
14. stack d g",True,"pick-up f
stack f e
pick-up a
stack a f
pick-up c
stack c a
pick-up h
stack h c
pick-up b
stack b h
pick-up g
stack g b
pick-up d
stack d g",planning_suite,high,medium,True,True,state_machine,correct,False
BW_467,canonical,openai/o4-mini,"1. pick-up f  
2. stack f h  
3. pick-up a  
4. stack a f  
5. pick-up j  
6. stack j a  
7. pick-up l  
8. stack l j  
9. pick-up i  
10. stack i l  
11. pick-up g  
12. stack g i",True,"pick-up f
stack f h
pick-up a
stack a f
pick-up j
stack j a
pick-up l
stack l j
pick-up i
stack i l
pick-up g
stack g i",planning_suite,high,medium,True,True,state_machine,correct,False
BW_495,W1,openai/o4-mini,"1. pick-up e  
2. stack e h  
3. pick-up i  
4. stack i e  
5. pick-up l  
6. stack l i  
7. pick-up c  
8. stack c l",True,"pick-up e
 stack e h
 pick-up i
 stack i e
 pick-up l
 stack l i
 pick-up c
 stack c l",planning_suite,high,medium,True,True,state_machine,correct,False
BW_495,W2,openai/o4-mini,"1. pick-up e  
2. stack e h  
3. pick-up i  
4. stack i e  
5. pick-up l  
6. stack l i  
7. pick-up c  
8. stack c l",True,"pick-up e
 stack e h
 pick-up i
 stack i e
 pick-up l
 stack l i
 pick-up c
 stack c l",planning_suite,high,medium,True,True,state_machine,correct,False
BW_495,W3,openai/o4-mini,"1. select Carol  
2. place Carol under Lisa  
3. release Carol  
4. select Lisa  
5. place Lisa under Ivan  
6. release Lisa  
7. select Ivan  
8. place Ivan under Eve  
9. release Ivan  
10. select Eve  
11. place Eve under Henry  
12. release Eve",False,"select Carol
place Carol under Lisa
select Lisa
place Lisa under Ivan
select Ivan
place Ivan under Eve
select Eve
place Eve under Henry",planning_suite,high,medium,False,False,state_machine,incorrect,False
BW_495,W4,openai/o4-mini,"1. pick-up e  
2. stack e h  
3. pick-up i  
4. stack i e  
5. pick-up l  
6. stack l i  
7. pick-up c  
8. stack c l",True,"pick-up e
 stack e h
 pick-up i
 stack i e
 pick-up l
 stack l i
 pick-up c
 stack c l",planning_suite,high,medium,True,True,state_machine,correct,False
BW_495,W5,openai/o4-mini,"1. unstack c l  
2. put-down c  
3. unstack l i  
4. put-down l  
5. unstack i e  
6. put-down i  
7. unstack e h  
8. put-down e",True,"unstack c l
put-down c
unstack l i
put-down l
unstack i e
put-down i
unstack e h
put-down e",planning_suite,high,medium,True,True,state_machine,correct,False
BW_495,W6,openai/o4-mini,"1. pick-up g  
2. stack g j  
3. pick-up k  
4. stack k g  
5. pick-up m  
6. stack m k  
7. pick-up f  
8. stack f m",True,"pick-up g
 stack g j
 pick-up k
 stack k g
 pick-up m
 stack m k
 pick-up f
 stack f m",planning_suite,high,medium,True,True,state_machine,correct,False
BW_495,canonical,openai/o4-mini,"1. pick-up e  
2. stack e h  
3. pick-up i  
4. stack i e  
5. pick-up l  
6. stack l i  
7. pick-up c  
8. stack c l",True,"pick-up e
 stack e h
 pick-up i
 stack i e
 pick-up l
 stack l i
 pick-up c
 stack c l",planning_suite,high,medium,True,True,state_machine,correct,False
BW_E002,W1,openai/o4-mini,"1. pick-up a
2. stack a c
3. pick-up b
4. stack b a",True,"pick-up a
stack a c
pick-up b
stack b a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E002,W2,openai/o4-mini,"1. pick-up a  
2. stack a c  
3. pick-up b  
4. stack b a  ",True,"pick-up a
stack a c
pick-up b
stack b a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E002,W3,openai/o4-mini,"1. select Aaron  
2. place Aaron under Clara  
3. select Brian  
4. place Brian under Aaron",True,"select Aaron
place Aaron under Clara
select Brian
place Brian under Aaron",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E002,W4,openai/o4-mini,"1. pick-up a  
2. stack a c  
3. pick-up b  
4. stack b a",True,"pick-up a 
stack a c 
pick-up b 
stack b a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E002,W5,openai/o4-mini,"1. unstack b a  
2. put-down b  
3. unstack a c  
4. put-down a",True,"unstack b a
put-down b
unstack a c
put-down a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E002,W6,openai/o4-mini,"1. pick-up c  
2. stack c d  
3. pick-up b  
4. stack b c  
5. pick-up a  
6. stack a b",True,"pick-up c
stack c d
pick-up b
stack b c
pick-up a
stack a b",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E002,canonical,openai/o4-mini,"1. pick-up a  
2. stack a c  
3. pick-up b  
4. stack b a",True,"pick-up a 
stack a c 
pick-up b 
stack b a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E015,W1,openai/o4-mini,"1. unstack c b  
2. put-down c  
3. pick-up a  
4. stack a b",True,"unstack c b
put-down c
pick-up a
stack a b",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E015,W2,openai/o4-mini,"1. unstack c b  
2. put-down c  
3. pick-up a  
4. stack a b",True,"unstack c b
put-down c
pick-up a
stack a b",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E015,W3,openai/o4-mini,"1. select Aaron  
2. place Aaron under Brian",True,"select Aaron
place Aaron under Brian
select Clara
place Clara under Aaron",planning_suite,low,easy,False,True,state_machine,correct,True
BW_E015,W4,openai/o4-mini,"1. unstack c b
2. put-down c
3. pick-up a
4. stack a b",True,"unstack c b
put-down c
pick-up a
stack a b",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E015,W5,openai/o4-mini,"1. unstack a b  
2. put-down a  
3. pick-up c  
4. stack c b",True,"unstack a b
put-down a
pick-up c
stack c b",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E015,W6,openai/o4-mini,"1. unstack c b
2. put-down c
3. pick-up a
4. stack a b",True,"unstack c b
put-down c
pick-up a
stack a b",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E015,canonical,openai/o4-mini,"1. unstack c b  
2. put-down c  
3. pick-up a  
4. stack a b",True,"unstack c b
put-down c
pick-up a
stack a b",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E017,W1,openai/o4-mini,"1. pick-up a
2. stack a b
3. pick-up c
4. stack c a",True,"pick-up a
stack a b
pick-up c
stack c a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E017,W2,openai/o4-mini,"1. pick-up a  
2. stack a b  
3. pick-up c  
4. stack c a",True,"pick-up a
stack a b
pick-up c
stack c a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E017,W3,openai/o4-mini,"1. select Aaron
2. place Aaron under Brian
3. select Clara
4. place Clara under Aaron",True,"remove Aaron from Brian
select Clara
place Clara under Aaron",planning_suite,low,easy,False,True,state_machine,correct,True
BW_E017,W4,openai/o4-mini,"1. pick-up a
2. stack a b
3. pick-up c
4. stack c a",True,"pick-up a
stack a b
pick-up c
stack c a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E017,W5,openai/o4-mini,"1. unstack c a  
2. put-down c  
3. unstack a b  
4. put-down a",True,"unstack c a
put-down c
unstack a b
put-down a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E017,W6,openai/o4-mini,"1. pick-up a  
2. stack a b  
3. pick-up c  
4. stack c a",True,"pick-up a
stack a b
pick-up c
stack c a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E017,canonical,openai/o4-mini,"1. pick-up a  
2. stack a b  
3. pick-up c  
4. stack c a",True,"pick-up a
stack a b
pick-up c
stack c a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E019,W1,openai/o4-mini,"1. unstack a b  
2. stack a c  
3. pick-up b  
4. stack b a",True,"unstack a b
stack a c
pick-up b
stack b a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E019,W2,openai/o4-mini,"1. unstack a b  
2. stack a c  
3. pick-up b  
4. stack b a",True,"unstack a b
stack a c
pick-up b
stack b a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E019,W3,openai/o4-mini,"1. remove Aaron from Brian  
2. place Aaron under Clara  
3",False,"remove Aaron from Brian
select Aaron
place Aaron under Clara
select Brian
place Brian under Aaron",planning_suite,low,easy,False,False,state_machine,incorrect,False
BW_E019,W4,openai/o4-mini,"1. unstack a b  
2. stack a c  
3. pick-up b  
4. stack b a",True,"unstack a b
stack a c
pick-up b
stack b a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E019,W5,openai/o4-mini,"1. unstack b a  
2. put-down b  
3. unstack a c  
4. stack a b",True,"unstack b a
put-down b
unstack a c
stack a b",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E019,W6,openai/o4-mini,"1. unstack a b  
2. stack a c  
3. pick-up b  
4. stack b a",True,"unstack a b
stack a c
pick-up b
stack b a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E019,canonical,openai/o4-mini,"1. unstack a b
2. stack a c
3. pick-up b
4. stack b a",True,"unstack a b
stack a c
pick-up b
stack b a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E100,W1,openai/o4-mini,"1. pick-up b
2. stack b c",True,"pick-up b
stack b c",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E100,W2,openai/o4-mini,"1. pick-up b
2. stack b c",True,"pick-up b
stack b c",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E100,W3,openai/o4-mini,"1. remove Clara from Aaron  
2. release Clara  
3. select Brian  
4. place Brian under Clara  
5. select Clara  
6. place Clara under Aaron",False,"select Brian
place Brian under Clara",planning_suite,low,easy,False,False,state_machine,incorrect,False
BW_E100,W4,openai/o4-mini,"1. pick-up b  
2. stack b c",True,"pick-up b
stack b c",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E100,W5,openai/o4-mini,"1. unstack b c
2. put-down b",True,"unstack b c
put-down b",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E100,W6,openai/o4-mini,"1 pick-up c
2 stack c b
3 pick-up a
4 stack a c
5 pick-up d
6 stack d a",True,"pick-up c
stack c b
pick-up a
stack a c
pick-up d
stack d a",planning_suite,low,easy,True,True,state_machine,correct,False
BW_E100,canonical,openai/o4-mini,"1. pick-up b
2. stack b c",True,"pick-up b
stack b c",planning_suite,low,easy,True,True,state_machine,correct,False
MBW_001,W1,openai/o4-mini,"1. attack f  
2. overcome f j  
3. attack i  
4. overcome i f  
5. attack g  
6. overcome g i  
7. attack d  
8. overcome d g  
9. attack b  
10. overcome b d  
11. attack h  
12. overcome h b  
13. attack l  
14. overcome l h",False,"attack h
overcome h l
attack b
overcome b h
attack d
overcome d b
attack g
overcome g d
attack i
overcome i g
attack f
overcome f i
attack j
overcome j f",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_001,W2,openai/o4-mini,"1. attack j
2. overcome j f
3. attack f
4. overcome f i
5. attack i
6. overcome i g
7. attack g
8. overcome g d
9. attack d
10. overcome d b
11. attack b
12. overcome b h
13. attack h
14. overcome h l",False,"attack h
overcome h l
attack b
overcome b h
attack d
overcome d b
attack g
overcome g d
attack i
overcome i g
attack f
overcome f i
attack j
overcome j f",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_001,W3,openai/o4-mini,"1. provoke Jordan  
2. broker Jordan Finland  
3. negotiate Jordan Finland  
4. provoke Finland  
5. broker Finland Iceland  
6. negotiate Finland Iceland  
7. provoke Iceland  
8. broker Iceland Greece  
9. negotiate Iceland Greece  
10. provoke Greece  
11. broker Greece Denmark  
12. negotiate Greece Denmark  
13. provoke Denmark  
14. broker Denmark Belgium  
15. negotiate Denmark Belgium  
16. provoke Belgium  
17. broker Belgium Hungary  
18. negotiate Belgium Hungary  
19. provoke Hungary  
20. broker Hungary Latvia  
21. negotiate Hungary Latvia",False,"provoke Hungary
broker Hungary Latvia
provoke Belgium
broker Belgium Hungary
provoke Denmark
broker Denmark Belgium
provoke Greece
broker Greece Denmark
provoke Iceland
broker Iceland Greece
provoke Finland
broker Finland Iceland
provoke Jordan
broker Jordan Finland",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_001,W4,openai/o4-mini,"1. attack j
2. overcome j f
3. feast j f
4. succumb j
5. attack f
6. overcome f i
7. feast f i
8. succumb f
9. attack i
10. overcome i g
11. feast i g
12. succumb i
13. attack g
14. overcome g d
15. feast g d
16. succumb g
17. attack d
18. overcome d b
19. feast d b
20. succumb d
21. attack b
22. overcome b h
23. feast b h
24. succumb b
25. attack h
26. overcome h l",False,"attack h
overcome h l
attack b
overcome b h
attack d
overcome d b
attack g
overcome g d
attack i
overcome i g
attack f
overcome f i
attack j
overcome j f",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_001,W5,openai/o4-mini,"1. feast j f  
2. feast f i  
3. feast i g  
4. feast g d  
5. feast d b  
6. feast b h  
7. feast h l",False,"feast j f
succumb j
feast f i
succumb f
feast i g
succumb i
feast g d
succumb g
feast d b
succumb d
feast b h
succumb b
feast h l
succumb h",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_001,W6,openai/o4-mini,"1. attack j  
2. overcome j f  
3. attack f  
4. overcome f i  
5. attack i  
6. overcome i g  
7. attack g  
8. overcome g d  
9. attack d  
10. overcome d b  
11. attack b  
12. overcome b h  
13. attack h  
14. overcome h l",False,"attack h
overcome h l
attack b
overcome b h
attack d
overcome d b
attack g
overcome g d
attack i
overcome i g
attack f
overcome f i
attack j
overcome j f",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_001,canonical,openai/o4-mini,"1. attack j  
2. overcome j f  
3. attack f  
4. overcome f i  
5. attack i  
6. overcome i g  
7. attack g  
8. overcome g d  
9. attack d  
10. overcome d b  
11. attack b  
12. overcome b h  
13. attack h  
14. overcome h l",False,"attack h
overcome h l
attack b
overcome b h
attack d
overcome d b
attack g
overcome g d
attack i
overcome i g
attack f
overcome f i
attack j
overcome j f",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_002,W1,openai/o4-mini,"1. attack j  
2. overcome j g  
3. attack g  
4. overcome g a  
5. attack a  
6. overcome a b  
7. attack b  
8. overcome b k  
9. attack k  
10. overcome k h  
11. attack h  
12. overcome h i",False,"attack h
 overcome h i
 attack k
 overcome k h
 attack b
 overcome b k
 attack a
 overcome a b
 attack g
 overcome g a
 attack j
 overcome j g",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_002,W2,openai/o4-mini,"1. attack j  
2. overcome j g  
3. attack g  
4. overcome g a  
5. attack a  
6. overcome a b  
7. attack b  
8. overcome b k  
9. attack k  
10. overcome k h  
11. attack h  
12. overcome h i",False,"attack h
 overcome h i
 attack k
 overcome k h
 attack b
 overcome b k
 attack a
 overcome a b
 attack g
 overcome g a
 attack j
 overcome j g",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_002,W3,openai/o4-mini,"1. provoke Japan  
2. broker Japan Greece  
3. negotiate Japan Greece  
4. provoke Greece  
5. broker Greece Argentina  
6. negotiate Greece Argentina  
7. provoke Argentina  
8. broker Argentina Belgium  
9. negotiate Argentina Belgium  
10. provoke Belgium  
11. broker Belgium Kenya  
12. negotiate Belgium Kenya  
13. provoke Kenya  
14. broker Kenya Hungary  
15. negotiate Kenya Hungary  
16. provoke Hungary  
17. broker Hungary Ireland  
18. negotiate Hungary Ireland",False,"provoke Japan
broker Japan Greece
provoke Greece
broker Greece Argentina
provoke Argentina
broker Argentina Belgium
provoke Belgium
broker Belgium Kenya
provoke Kenya
broker Kenya Hungary
provoke Hungary
broker Hungary Ireland",planning_suite,low,hard,True,False,state_machine,incorrect,True
MBW_002,W4,openai/o4-mini,,False,"attack h
 overcome h i
 attack k
 overcome k h
 attack b
 overcome b k
 attack a
 overcome a b
 attack g
 overcome g a
 attack j
 overcome j g",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_002,W5,openai/o4-mini,"1 succumb j  
2 succumb g  
3 succumb a  
4 succumb b  
5 succumb k  
6 succumb h",False,"feast j g
succumb j
feast g a
succumb g
feast a b
succumb a
feast b k
succumb b
feast k h
succumb k
feast h i
succumb h",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_002,W6,openai/o4-mini,"1 attack e  
2 overcome e m  
3 attack c  
4 overcome c e  
5 attack d  
6 overcome d c  
7 attack n  
8 overcome n d  
9 attack f  
10 overcome f n  
11 attack l  
12 overcome l f",False,"attack f
 overcome f l
 attack n
 overcome n f
 attack d
 overcome d n
 attack c
 overcome c d
 attack e
 overcome e c
 attack m
 overcome m e",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_002,canonical,openai/o4-mini,"1. attack g  
2. overcome g j  
3. attack a  
4. overcome a g  
5. attack b  
6. overcome b a  
7. attack k  
8. overcome k b  
9. attack h  
10. overcome h k  
11. attack i  
12. overcome i h",False,"attack h
 overcome h i
 attack k
 overcome k h
 attack b
 overcome b k
 attack a
 overcome a b
 attack g
 overcome g a
 attack j
 overcome j g",planning_suite,low,hard,False,False,state_machine,incorrect,False
MBW_010,W1,openai/o4-mini,"1. attack e  
2. overcome e d  
3. attack a  
4. overcome a e  
5. attack b  
6. overcome b a  
7. attack f  
8. overcome f b",False,"attack d
 overcome e d
 attack e
 overcome a e
 attack a
 overcome b a
 attack b
 overcome",planning_suite,low,medium,False,False,state_machine,incorrect,False
