problem_id,problem_family,variant_type,subtype,gold_action,gold_token_id,gold_token_decoded,gold_is_format_keyword,scaffold_prefix,content_string,content_rule,gold_content_token_id,gold_content_token_decoded,content_sep,gold_equals_content
BW_E019,planning_suite,canonical,bw,unstack a b,359,un,False,,unstack a b,full_first_action_is_content,359,un,'',True
BW_E100,planning_suite,canonical,bw,pick-up b,30345,pick,False,,pick-up b,full_first_action_is_content,30345,pick,'',True
MBW_001,planning_suite,canonical,mbw,attack h,21208,attack,False,,attack h,full_first_action_is_content,21208,attack,'',True
MBW_002,planning_suite,canonical,mbw,attack h,21208,attack,False,,attack h,full_first_action_is_content,21208,attack,'',True
MBW_010,planning_suite,canonical,mbw,attack d,21208,attack,False,,attack d,full_first_action_is_content,21208,attack,'',True
MBW_014,planning_suite,canonical,mbw,attack e,21208,attack,False,,attack e,full_first_action_is_content,21208,attack,'',True
MBW_037,planning_suite,canonical,mbw,attack h,21208,attack,False,,attack h,full_first_action_is_content,21208,attack,'',True
MBW_10,planning_suite,canonical,mbw,attack b,21208,attack,False,,attack b,full_first_action_is_content,21208,attack,'',True
MBW_100,planning_suite,canonical,mbw,attack l,21208,attack,False,,attack l,full_first_action_is_content,21208,attack,'',True
MBW_127,planning_suite,canonical,mbw,attack e,21208,attack,False,,attack e,full_first_action_is_content,21208,attack,'',True
MBW_185,planning_suite,canonical,mbw,attack e,21208,attack,False,,attack e,full_first_action_is_content,21208,attack,'',True
MBW_495,planning_suite,canonical,mbw,attack e,21208,attack,False,,attack e,full_first_action_is_content,21208,attack,'',True
BW_496,planning_suite,canonical,bw,pick-up f,30345,pick,False,,pick-up f,full_first_action_is_content,30345,pick,'',True
BW_497,planning_suite,canonical,bw,pick-up e,30345,pick,False,,pick-up e,full_first_action_is_content,30345,pick,'',True
BW_498,planning_suite,canonical,bw,pick-up a,30345,pick,False,,pick-up a,full_first_action_is_content,30345,pick,'',True
BW_499,planning_suite,canonical,bw,pick-up e,30345,pick,False,,pick-up e,full_first_action_is_content,30345,pick,'',True
BW_500,planning_suite,canonical,bw,pick-up b,30345,pick,False,,pick-up b,full_first_action_is_content,30345,pick,'',True
BW_501,planning_suite,canonical,bw,pick-up j,30345,pick,False,,pick-up j,full_first_action_is_content,30345,pick,'',True
BW_502,planning_suite,canonical,bw,pick-up i,30345,pick,False,,pick-up i,full_first_action_is_content,30345,pick,'',True
BW_503,planning_suite,canonical,bw,pick-up i,30345,pick,False,,pick-up i,full_first_action_is_content,30345,pick,'',True
BW_504,planning_suite,canonical,bw,pick-up l,30345,pick,False,,pick-up l,full_first_action_is_content,30345,pick,'',True
BW_505,planning_suite,canonical,bw,pick-up b,30345,pick,False,,pick-up b,full_first_action_is_content,30345,pick,'',True
BW_506,planning_suite,canonical,bw,pick-up b,30345,pick,False,,pick-up b,full_first_action_is_content,30345,pick,'',True
BW_507,planning_suite,canonical,bw,pick-up h,30345,pick,False,,pick-up h,full_first_action_is_content,30345,pick,'',True
BW_508,planning_suite,canonical,bw,pick-up b,30345,pick,False,,pick-up b,full_first_action_is_content,30345,pick,'',True
BW_509,planning_suite,canonical,bw,pick-up j,30345,pick,False,,pick-up j,full_first_action_is_content,30345,pick,'',True
BW_510,planning_suite,canonical,bw,pick-up h,30345,pick,False,,pick-up h,full_first_action_is_content,30345,pick,'',True
BW_511,planning_suite,canonical,bw,pick-up l,30345,pick,False,,pick-up l,full_first_action_is_content,30345,pick,'',True
BW_512,planning_suite,canonical,bw,pick-up i,30345,pick,False,,pick-up i,full_first_action_is_content,30345,pick,'',True
BW_513,planning_suite,canonical,bw,pick-up d,30345,pick,False,,pick-up d,full_first_action_is_content,30345,pick,'',True
BW_514,planning_suite,canonical,bw,pick-up e,30345,pick,False,,pick-up e,full_first_action_is_content,30345,pick,'',True
BW_515,planning_suite,canonical,bw,pick-up d,30345,pick,False,,pick-up d,full_first_action_is_content,30345,pick,'',True
MBW_496,planning_suite,canonical,mbw,attack j,21208,attack,False,,attack j,full_first_action_is_content,21208,attack,'',True
MBW_497,planning_suite,canonical,mbw,attack e,21208,attack,False,,attack e,full_first_action_is_content,21208,attack,'',True
MBW_498,planning_suite,canonical,mbw,attack j,21208,attack,False,,attack j,full_first_action_is_content,21208,attack,'',True
MBW_499,planning_suite,canonical,mbw,attack a,21208,attack,False,,attack a,full_first_action_is_content,21208,attack,'',True
MBW_500,planning_suite,canonical,mbw,attack d,21208,attack,False,,attack d,full_first_action_is_content,21208,attack,'',True
BW_E_001,planning_suite,canonical,bw,pick-up j,30345,pick,False,,pick-up j,full_first_action_is_content,30345,pick,'',True
BW_E_002,planning_suite,canonical,bw,pick-up g,30345,pick,False,,pick-up g,full_first_action_is_content,30345,pick,'',True
BW_E_003,planning_suite,canonical,bw,pick-up d,30345,pick,False,,pick-up d,full_first_action_is_content,30345,pick,'',True
BW_E_004,planning_suite,canonical,bw,pick-up g,30345,pick,False,,pick-up g,full_first_action_is_content,30345,pick,'',True
BW_E_005,planning_suite,canonical,bw,pick-up e,30345,pick,False,,pick-up e,full_first_action_is_content,30345,pick,'',True
GSM_041_W6,arithmetic_reasoning,W6,gsm,13,1032,13,False,,13,full_first_action_is_content,1032,13,'',True
GSM_042_W6,arithmetic_reasoning,W6,gsm,5775,23411,577,False,,5775,full_first_action_is_content,23411,577,'',True
GSM_043_W6,arithmetic_reasoning,W6,gsm,70,2031,70,False,,70,full_first_action_is_content,2031,70,'',True
GSM_044_W6,arithmetic_reasoning,W6,gsm,41,3174,41,False,,41,full_first_action_is_content,3174,41,'',True
GSM_045_W6,arithmetic_reasoning,W6,gsm,988,24538,988,False,,988,full_first_action_is_content,24538,988,'',True
GSM_046_W6,arithmetic_reasoning,W6,gsm,8,23,8,False,,8,full_first_action_is_content,23,8,'',True
GSM_047_W6,arithmetic_reasoning,W6,gsm,20,508,20,False,,20,full_first_action_is_content,508,20,'',True
GSM_048_W6,arithmetic_reasoning,W6,gsm,366,18044,366,False,,366,full_first_action_is_content,18044,366,'',True
GSM_049_W6,arithmetic_reasoning,W6,gsm,624,23000,624,False,,624,full_first_action_is_content,23000,624,'',True
GSM_050_W6,arithmetic_reasoning,W6,gsm,10,605,10,False,,10,full_first_action_is_content,605,10,'',True
GSM_051_W6,arithmetic_reasoning,W6,gsm,214,11584,214,False,,214,full_first_action_is_content,11584,214,'',True
GSM_052_W6,arithmetic_reasoning,W6,gsm,75,2075,75,False,,75,full_first_action_is_content,2075,75,'',True
GSM_053_W6,arithmetic_reasoning,W6,gsm,330,10568,330,False,,330,full_first_action_is_content,10568,330,'',True
GSM_054_W6,arithmetic_reasoning,W6,gsm,23,1419,23,False,,23,full_first_action_is_content,1419,23,'',True
GSM_055_W6,arithmetic_reasoning,W6,gsm,94,6281,94,False,,94,full_first_action_is_content,6281,94,'',True
GSM_056_W6,arithmetic_reasoning,W6,gsm,123,4513,123,False,,123,full_first_action_is_content,4513,123,'',True
GSM_057_W6,arithmetic_reasoning,W6,gsm,86,4218,86,False,,86,full_first_action_is_content,4218,86,'',True
GSM_058_W6,arithmetic_reasoning,W6,gsm,120,4364,120,False,,120,full_first_action_is_content,4364,120,'',True
GSM_059_W6,arithmetic_reasoning,W6,gsm,40,1272,40,False,,40,full_first_action_is_content,1272,40,'',True
GSM_060_W6,arithmetic_reasoning,W6,gsm,62,5538,62,False,,62,full_first_action_is_content,5538,62,'',True
GSM_061_W6,arithmetic_reasoning,W6,gsm,630,18660,630,False,,630,full_first_action_is_content,18660,630,'',True
GSM_062_W6,arithmetic_reasoning,W6,gsm,65600,20744,656,False,,65600,full_first_action_is_content,20744,656,'',True
GSM_063_W6,arithmetic_reasoning,W6,gsm,246300,14205,246,False,,246300,full_first_action_is_content,14205,246,'',True
GSM_064_W6,arithmetic_reasoning,W6,gsm,75,2075,75,False,,75,full_first_action_is_content,2075,75,'',True
CC_031_W6,algorithmic,W6,coin_change,Count: 4,2568,Count,True,Count: ,4,cc_digit_after_Count,19,4,'',False
CC_032_W6,algorithmic,W6,coin_change,Count: 6,2568,Count,True,Count: ,6,cc_digit_after_Count,21,6,'',False
CC_033_W6,algorithmic,W6,coin_change,Count: 1,2568,Count,True,Count: ,1,cc_digit_after_Count,16,1,'',False
CC_034_W6,algorithmic,W6,coin_change,Count: 3,2568,Count,True,Count: ,3,cc_digit_after_Count,18,3,'',False
CC_035_W6,algorithmic,W6,coin_change,Count: 8,2568,Count,True,Count: ,8,cc_digit_after_Count,23,8,'',False
CC_036_W6,algorithmic,W6,coin_change,Count: 7,2568,Count,True,Count: ,7,cc_digit_after_Count,22,7,'',False
CC_037_W6,algorithmic,W6,coin_change,Count: 10,2568,Count,True,Count: ,10,cc_digit_after_Count,605,10,'',False
CC_038_W6,algorithmic,W6,coin_change,Count: 6,2568,Count,True,Count: ,6,cc_digit_after_Count,21,6,'',False
CC_039_W6,algorithmic,W6,coin_change,Count: 11,2568,Count,True,Count: ,11,cc_digit_after_Count,806,11,'',False
CC_040_W6,algorithmic,W6,coin_change,Count: 7,2568,Count,True,Count: ,7,cc_digit_after_Count,22,7,'',False
CC_041_W6,algorithmic,W6,coin_change,Count: 14,2568,Count,True,Count: ,14,cc_digit_after_Count,975,14,'',False
CC_042_W6,algorithmic,W6,coin_change,Count: 29,2568,Count,True,Count: ,29,cc_digit_after_Count,1682,29,'',False
CC_043_W6,algorithmic,W6,coin_change,Count: 4,2568,Count,True,Count: ,4,cc_digit_after_Count,19,4,'',False
CC_044_W6,algorithmic,W6,coin_change,Count: 8,2568,Count,True,Count: ,8,cc_digit_after_Count,23,8,'',False
CC_045_W6,algorithmic,W6,coin_change,Count: 5,2568,Count,True,Count: ,5,cc_digit_after_Count,20,5,'',False
SP_019_W6,algorithmic,W6,shortest_path,"Path: 0 -> 2 -> 6, Cost: 5",1858,Path,True,Path: ,"0 -> 2 -> 6, Cost: 5",sp_first_node_after_Path,15,0,'',False
SP_020_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 3 -> 2 -> 4 -> 5, Cost: 15",1858,Path,True,Path: ,"0 -> 1 -> 3 -> 2 -> 4 -> 5, Cost: 15",sp_first_node_after_Path,15,0,'',False
SP_021_W6,algorithmic,W6,shortest_path,"Path: 0 -> 6 -> 5 -> 2 -> 8, Cost: 10",1858,Path,True,Path: ,"0 -> 6 -> 5 -> 2 -> 8, Cost: 10",sp_first_node_after_Path,15,0,'',False
SP_023_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 5, Cost: 7",1858,Path,True,Path: ,"0 -> 1 -> 5, Cost: 7",sp_first_node_after_Path,15,0,'',False
SP_024_W6,algorithmic,W6,shortest_path,"Path: 0 -> 7, Cost: 9",1858,Path,True,Path: ,"0 -> 7, Cost: 9",sp_first_node_after_Path,15,0,'',False
SP_026_W6,algorithmic,W6,shortest_path,"Path: 0 -> 5 -> 3 -> 6 -> 8, Cost: 8",1858,Path,True,Path: ,"0 -> 5 -> 3 -> 6 -> 8, Cost: 8",sp_first_node_after_Path,15,0,'',False
SP_027_W6,algorithmic,W6,shortest_path,"Path: 0 -> 5 -> 6, Cost: 3",1858,Path,True,Path: ,"0 -> 5 -> 6, Cost: 3",sp_first_node_after_Path,15,0,'',False
SP_028_W6,algorithmic,W6,shortest_path,"Path: 0 -> 3 -> 5 -> 6 -> 7, Cost: 9",1858,Path,True,Path: ,"0 -> 3 -> 5 -> 6 -> 7, Cost: 9",sp_first_node_after_Path,15,0,'',False
SP_029_W6,algorithmic,W6,shortest_path,"Path: 0 -> 5 -> 7, Cost: 3",1858,Path,True,Path: ,"0 -> 5 -> 7, Cost: 3",sp_first_node_after_Path,15,0,'',False
SP_030_W6,algorithmic,W6,shortest_path,"Path: 0 -> 3 -> 2 -> 4 -> 7, Cost: 7",1858,Path,True,Path: ,"0 -> 3 -> 2 -> 4 -> 7, Cost: 7",sp_first_node_after_Path,15,0,'',False
SP_031_W6,algorithmic,W6,shortest_path,"Path: 0 -> 7 -> 3 -> 8, Cost: 8",1858,Path,True,Path: ,"0 -> 7 -> 3 -> 8, Cost: 8",sp_first_node_after_Path,15,0,'',False
SP_032_W6,algorithmic,W6,shortest_path,"Path: 0 -> 5 -> 4 -> 2 -> 1 -> 7, Cost: 9",1858,Path,True,Path: ,"0 -> 5 -> 4 -> 2 -> 1 -> 7, Cost: 9",sp_first_node_after_Path,15,0,'',False
SP_033_W6,algorithmic,W6,shortest_path,"Path: 0 -> 5 -> 6 -> 1 -> 4 -> 7, Cost: 10",1858,Path,True,Path: ,"0 -> 5 -> 6 -> 1 -> 4 -> 7, Cost: 10",sp_first_node_after_Path,15,0,'',False
SP_034_W6,algorithmic,W6,shortest_path,"Path: 0 -> 4 -> 7, Cost: 2",1858,Path,True,Path: ,"0 -> 4 -> 7, Cost: 2",sp_first_node_after_Path,15,0,'',False
SP_035_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 2 -> 6, Cost: 11",1858,Path,True,Path: ,"0 -> 1 -> 2 -> 6, Cost: 11",sp_first_node_after_Path,15,0,'',False
SP_036_W6,algorithmic,W6,shortest_path,"Path: 0 -> 3 -> 7, Cost: 6",1858,Path,True,Path: ,"0 -> 3 -> 7, Cost: 6",sp_first_node_after_Path,15,0,'',False
SP_037_W6,algorithmic,W6,shortest_path,"Path: 0 -> 4 -> 1 -> 3 -> 2 -> 6, Cost: 10",1858,Path,True,Path: ,"0 -> 4 -> 1 -> 3 -> 2 -> 6, Cost: 10",sp_first_node_after_Path,15,0,'',False
SP_038_W6,algorithmic,W6,shortest_path,"Path: 0 -> 5 -> 3 -> 1 -> 8, Cost: 9",1858,Path,True,Path: ,"0 -> 5 -> 3 -> 1 -> 8, Cost: 9",sp_first_node_after_Path,15,0,'',False
SP_039_W6,algorithmic,W6,shortest_path,"Path: 0 -> 3 -> 5 -> 7 -> 8, Cost: 8",1858,Path,True,Path: ,"0 -> 3 -> 5 -> 7 -> 8, Cost: 8",sp_first_node_after_Path,15,0,'',False
SP_040_W6,algorithmic,W6,shortest_path,"Path: 0 -> 4 -> 5 -> 7, Cost: 13",1858,Path,True,Path: ,"0 -> 4 -> 5 -> 7, Cost: 13",sp_first_node_after_Path,15,0,'',False
SP_042_W6,algorithmic,W6,shortest_path,"Path: 0 -> 7 -> 8, Cost: 5",1858,Path,True,Path: ,"0 -> 7 -> 8, Cost: 5",sp_first_node_after_Path,15,0,'',False
SP_044_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 3 -> 4 -> 6, Cost: 8",1858,Path,True,Path: ,"0 -> 1 -> 3 -> 4 -> 6, Cost: 8",sp_first_node_after_Path,15,0,'',False
SP_045_W6,algorithmic,W6,shortest_path,"Path: 0 -> 4 -> 2 -> 6, Cost: 10",1858,Path,True,Path: ,"0 -> 4 -> 2 -> 6, Cost: 10",sp_first_node_after_Path,15,0,'',False
SP_046_W6,algorithmic,W6,shortest_path,"Path: 0 -> 6 -> 2 -> 7, Cost: 6",1858,Path,True,Path: ,"0 -> 6 -> 2 -> 7, Cost: 6",sp_first_node_after_Path,15,0,'',False
SP_047_W6,algorithmic,W6,shortest_path,"Path: 0 -> 6, Cost: 7",1858,Path,True,Path: ,"0 -> 6, Cost: 7",sp_first_node_after_Path,15,0,'',False
SP_048_W6,algorithmic,W6,shortest_path,"Path: 0 -> 3 -> 6 -> 7, Cost: 8",1858,Path,True,Path: ,"0 -> 3 -> 6 -> 7, Cost: 8",sp_first_node_after_Path,15,0,'',False
SP_049_W6,algorithmic,W6,shortest_path,"Path: 0 -> 4 -> 6 -> 2 -> 7 -> 8, Cost: 17",1858,Path,True,Path: ,"0 -> 4 -> 6 -> 2 -> 7 -> 8, Cost: 17",sp_first_node_after_Path,15,0,'',False
SP_050_W6,algorithmic,W6,shortest_path,"Path: 0 -> 6 -> 5 -> 7, Cost: 7",1858,Path,True,Path: ,"0 -> 6 -> 5 -> 7, Cost: 7",sp_first_node_after_Path,15,0,'',False
SP_051_W6,algorithmic,W6,shortest_path,"Path: 0 -> 2 -> 3 -> 7, Cost: 6",1858,Path,True,Path: ,"0 -> 2 -> 3 -> 7, Cost: 6",sp_first_node_after_Path,15,0,'',False
SP_052_W6,algorithmic,W6,shortest_path,"Path: 0 -> 3 -> 5 -> 2 -> 8, Cost: 9",1858,Path,True,Path: ,"0 -> 3 -> 5 -> 2 -> 8, Cost: 9",sp_first_node_after_Path,15,0,'',False
SP_053_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 3 -> 2 -> 4 -> 5, Cost: 13",1858,Path,True,Path: ,"0 -> 1 -> 3 -> 2 -> 4 -> 5, Cost: 13",sp_first_node_after_Path,15,0,'',False
SP_054_W6,algorithmic,W6,shortest_path,"Path: 0 -> 6 -> 2 -> 5 -> 3 -> 7, Cost: 8",1858,Path,True,Path: ,"0 -> 6 -> 2 -> 5 -> 3 -> 7, Cost: 8",sp_first_node_after_Path,15,0,'',False
SP_055_W6,algorithmic,W6,shortest_path,"Path: 0 -> 2 -> 3 -> 6, Cost: 5",1858,Path,True,Path: ,"0 -> 2 -> 3 -> 6, Cost: 5",sp_first_node_after_Path,15,0,'',False
SP_056_W6,algorithmic,W6,shortest_path,"Path: 0 -> 4 -> 2 -> 5 -> 6 -> 7, Cost: 13",1858,Path,True,Path: ,"0 -> 4 -> 2 -> 5 -> 6 -> 7, Cost: 13",sp_first_node_after_Path,15,0,'',False
SP_057_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 5 -> 4 -> 6, Cost: 8",1858,Path,True,Path: ,"0 -> 1 -> 5 -> 4 -> 6, Cost: 8",sp_first_node_after_Path,15,0,'',False
SP_058_W6,algorithmic,W6,shortest_path,"Path: 0 -> 5 -> 2 -> 1 -> 7, Cost: 11",1858,Path,True,Path: ,"0 -> 5 -> 2 -> 1 -> 7, Cost: 11",sp_first_node_after_Path,15,0,'',False
SP_059_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 4 -> 8, Cost: 9",1858,Path,True,Path: ,"0 -> 1 -> 4 -> 8, Cost: 9",sp_first_node_after_Path,15,0,'',False
SP_060_W6,algorithmic,W6,shortest_path,"Path: 0 -> 2 -> 7 -> 4 -> 5 -> 8, Cost: 12",1858,Path,True,Path: ,"0 -> 2 -> 7 -> 4 -> 5 -> 8, Cost: 12",sp_first_node_after_Path,15,0,'',False
SP_061_W6,algorithmic,W6,shortest_path,"Path: 0 -> 3 -> 5 -> 4 -> 6 -> 7, Cost: 15",1858,Path,True,Path: ,"0 -> 3 -> 5 -> 4 -> 6 -> 7, Cost: 15",sp_first_node_after_Path,15,0,'',False
SP_062_W6,algorithmic,W6,shortest_path,"Path: 0 -> 2 -> 1 -> 5 -> 6, Cost: 9",1858,Path,True,Path: ,"0 -> 2 -> 1 -> 5 -> 6, Cost: 9",sp_first_node_after_Path,15,0,'',False
SP_063_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 8, Cost: 4",1858,Path,True,Path: ,"0 -> 1 -> 8, Cost: 4",sp_first_node_after_Path,15,0,'',False
SP_064_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 6, Cost: 3",1858,Path,True,Path: ,"0 -> 1 -> 6, Cost: 3",sp_first_node_after_Path,15,0,'',False
SP_065_W6,algorithmic,W6,shortest_path,"Path: 0 -> 2 -> 6, Cost: 5",1858,Path,True,Path: ,"0 -> 2 -> 6, Cost: 5",sp_first_node_after_Path,15,0,'',False
SP_066_W6,algorithmic,W6,shortest_path,"Path: 0 -> 3 -> 1 -> 6, Cost: 8",1858,Path,True,Path: ,"0 -> 3 -> 1 -> 6, Cost: 8",sp_first_node_after_Path,15,0,'',False
SP_068_W6,algorithmic,W6,shortest_path,"Path: 0 -> 3 -> 4 -> 2 -> 8, Cost: 8",1858,Path,True,Path: ,"0 -> 3 -> 4 -> 2 -> 8, Cost: 8",sp_first_node_after_Path,15,0,'',False
SP_069_W6,algorithmic,W6,shortest_path,"Path: 0 -> 2 -> 7, Cost: 4",1858,Path,True,Path: ,"0 -> 2 -> 7, Cost: 4",sp_first_node_after_Path,15,0,'',False
SP_070_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 2 -> 6, Cost: 4",1858,Path,True,Path: ,"0 -> 1 -> 2 -> 6, Cost: 4",sp_first_node_after_Path,15,0,'',False
SP_071_W6,algorithmic,W6,shortest_path,"Path: 0 -> 1 -> 8, Cost: 5",1858,Path,True,Path: ,"0 -> 1 -> 8, Cost: 5",sp_first_node_after_Path,15,0,'',False
SP_072_W6,algorithmic,W6,shortest_path,"Path: 0 -> 4 -> 1 -> 6, Cost: 9",1858,Path,True,Path: ,"0 -> 4 -> 1 -> 6, Cost: 9",sp_first_node_after_Path,15,0,'',False
SP_073_W6,algorithmic,W6,shortest_path,"Path: 0 -> 5 -> 4 -> 3 -> 6 -> 7, Cost: 12",1858,Path,True,Path: ,"0 -> 5 -> 4 -> 3 -> 6 -> 7, Cost: 12",sp_first_node_after_Path,15,0,'',False
WIS_006_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5, 6}, Total: 79",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_007_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 68",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_009_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5, 6, 7, 8}, Total: 81",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_010_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5, 6, 7}, Total: 95",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_012_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5, 6, 7, 8}, Total: 70",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_013_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 74",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_014_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 75",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_015_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 77",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_016_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 72",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_017_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 60",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_018_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 65",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_019_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 71",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_020_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 75",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_021_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}, Total: 111",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_022_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5, 6, 7, 8}, Total: 106",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_023_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4}, Total: 62",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_024_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 62",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_025_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4}, Total: 43",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_026_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 69",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_027_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 54",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_028_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4}, Total: 45",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_029_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5}, Total: 63",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_030_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5, 6, 7, 8}, Total: 102",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_031_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5, 6, 7, 8}, Total: 104",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
WIS_032_W6,algorithmic,W6,wis,"Selected: {0, 1, 2, 3, 4, 5, 6, 7, 8}, Total: 92",6450,Selected,True,Selected: {,0,wis_first_value,15,0,'',False
BW_001_W6,planning_suite,W6,bw,pick-up h,30345,pick,False,,pick-up h,full_first_action_is_content,30345,pick,'',True
BW_002_W6,planning_suite,W6,bw,pick-up o,30345,pick,False,,pick-up o,full_first_action_is_content,30345,pick,'',True
BW_010_W6,planning_suite,W6,bw,pick-up a,30345,pick,False,,pick-up a,full_first_action_is_content,30345,pick,'',True
BW_011_W6,planning_suite,W6,bw,pick-up j,30345,pick,False,,pick-up j,full_first_action_is_content,30345,pick,'',True
BW_014_W6,planning_suite,W6,bw,pick-up d,30345,pick,False,,pick-up d,full_first_action_is_content,30345,pick,'',True
BW_022_W6,planning_suite,W6,bw,pick-up m,30345,pick,False,,pick-up m,full_first_action_is_content,30345,pick,'',True
BW_080_W6,planning_suite,W6,bw,pick-up d,30345,pick,False,,pick-up d,full_first_action_is_content,30345,pick,'',True
BW_120_W6,planning_suite,W6,bw,pick-up d,30345,pick,False,,pick-up d,full_first_action_is_content,30345,pick,'',True
BW_137_W6,planning_suite,W6,bw,pick-up l,30345,pick,False,,pick-up l,full_first_action_is_content,30345,pick,'',True
BW_155_W6,planning_suite,W6,bw,pick-up f,30345,pick,False,,pick-up f,full_first_action_is_content,30345,pick,'',True
BW_172_W6,planning_suite,W6,bw,pick-up a,30345,pick,False,,pick-up a,full_first_action_is_content,30345,pick,'',True
BW_203_W6,planning_suite,W6,bw,pick-up g,30345,pick,False,,pick-up g,full_first_action_is_content,30345,pick,'',True
BW_227_W6,planning_suite,W6,bw,pick-up j,30345,pick,False,,pick-up j,full_first_action_is_content,30345,pick,'',True
BW_282_W6,planning_suite,W6,bw,pick-up m,30345,pick,False,,pick-up m,full_first_action_is_content,30345,pick,'',True
BW_310_W6,planning_suite,W6,bw,pick-up h,30345,pick,False,,pick-up h,full_first_action_is_content,30345,pick,'',True
BW_331_W6,planning_suite,W6,bw,pick-up e,30345,pick,False,,pick-up e,full_first_action_is_content,30345,pick,'',True
BW_350_W6,planning_suite,W6,bw,pick-up u,30345,pick,False,,pick-up u,full_first_action_is_content,30345,pick,'',True
BW_408_W6,planning_suite,W6,bw,pick-up p,30345,pick,False,,pick-up p,full_first_action_is_content,30345,pick,'',True
BW_467_W6,planning_suite,W6,bw,pick-up f,30345,pick,False,,pick-up f,full_first_action_is_content,30345,pick,'',True
BW_495_W6,planning_suite,W6,bw,pick-up g,30345,pick,False,,pick-up g,full_first_action_is_content,30345,pick,'',True
BW_E002_W6,planning_suite,W6,bw,pick-up c,30345,pick,False,,pick-up c,full_first_action_is_content,30345,pick,'',True
