family,problem_id,model,model_short,subtype,instance_type,critical_step_index,tep,n_post_steps_compared,n_diverged,comparison_mode,final_answer_correct_normal,post_injection_correct,n_injected_raw_rows,n_normal_raw_rows
ALGO,SP_072,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_072,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_073,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_073,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_073,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,1,1,strict_compliant,False,True,3,3
ALGO,SP_073,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_073,openai/o4-mini,o4-mini,shortest_path,adversarial,0,1.0,2,2,strict_compliant,False,True,3,3
ALGO,WIS_003,google/gemini-2.5-flash,Gemini,wis,adversarial,0,1.0,6,6,parseable_fallback,False,False,7,7
ALGO,WIS_003,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,0.6667,6,4,parseable_fallback,False,False,7,7
ALGO,WIS_003,openai/gpt-4o,GPT-4o,wis,adversarial,0,1.0,1,1,strict_compliant,False,False,7,7
ALGO,WIS_003,openai/o4-mini,o4-mini,wis,adversarial,0,0.8333,6,5,strict_compliant,False,False,7,7
ALGO,WIS_004,anthropic/claude-sonnet-4,Claude,wis,adversarial,1,0.0,2,0,parseable_fallback,False,False,7,7
ALGO,WIS_004,google/gemini-2.5-flash,Gemini,wis,adversarial,1,1.0,5,5,parseable_fallback,False,False,7,7
ALGO,WIS_004,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,1,0.8,5,4,parseable_fallback,False,False,7,7
ALGO,WIS_004,openai/gpt-4o,GPT-4o,wis,adversarial,1,1.0,5,5,parseable_fallback,True,False,7,7
ALGO,WIS_004,openai/o4-mini,o4-mini,wis,adversarial,1,1.0,4,4,strict_compliant,False,False,7,7
ALGO,WIS_013,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_013,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_013,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_013,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_013,openai/o4-mini,o4-mini,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_014,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_014,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_014,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,1.0,1,1,parseable_fallback,True,False,2,2
ALGO,WIS_014,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_014,openai/o4-mini,o4-mini,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_015,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,1.0,1,1,strict_compliant,True,False,2,2
ALGO,WIS_015,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_015,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,1.0,1,1,parseable_fallback,True,False,2,2
ALGO,WIS_015,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_015,openai/o4-mini,o4-mini,wis,adversarial,0,1.0,1,1,strict_compliant,True,True,2,2
ALGO,WIS_016,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_016,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_016,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,1.0,1,1,parseable_fallback,False,True,2,2
ALGO,WIS_016,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_016,openai/o4-mini,o4-mini,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_017,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_017,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_017,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,1.0,1,1,parseable_fallback,False,False,2,2
ALGO,WIS_017,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_017,openai/o4-mini,o4-mini,wis,adversarial,0,1.0,1,1,strict_compliant,True,True,2,2
ALGO,WIS_018,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,False,False,2,2
ALGO,WIS_018,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_018,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,1.0,1,1,parseable_fallback,False,False,2,2
ALGO,WIS_018,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_018,openai/o4-mini,o4-mini,wis,adversarial,0,1.0,1,1,strict_compliant,True,True,2,2
ALGO,WIS_019,google/gemini-2.5-flash,Gemini,wis,adversarial,0,1.0,1,1,parseable_fallback,False,True,2,2
ALGO,WIS_019,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,1.0,1,1,parseable_fallback,True,False,2,2
ALGO,WIS_019,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_019,openai/o4-mini,o4-mini,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_020,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_020,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,0.0,1,0,parseable_fallback,False,False,2,2
ALGO,WIS_020,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_020,openai/o4-mini,o4-mini,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_023,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_023,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_023,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_023,openai/gpt-4o,GPT-4o,wis,adversarial,0,1.0,1,1,strict_compliant,False,True,2,2
ALGO,WIS_023,openai/o4-mini,o4-mini,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_024,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_024,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_024,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_024,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_024,openai/o4-mini,o4-mini,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_025,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_025,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_025,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_025,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_025,openai/o4-mini,o4-mini,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_026,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_026,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_026,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_026,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_026,openai/o4-mini,o4-mini,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_027,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,1.0,1,1,strict_compliant,False,False,2,2
ALGO,WIS_027,google/gemini-2.5-flash,Gemini,wis,adversarial,0,1.0,1,1,parseable_fallback,False,True,2,2
ALGO,WIS_027,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,1.0,1,1,parseable_fallback,False,False,2,2
ALGO,WIS_027,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_027,openai/o4-mini,o4-mini,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_028,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_028,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_028,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,1.0,1,1,parseable_fallback,True,False,2,2
ALGO,WIS_028,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_028,openai/o4-mini,o4-mini,wis,adversarial,0,1.0,1,1,strict_compliant,True,True,2,2
ALGO,WIS_029,anthropic/claude-sonnet-4,Claude,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_029,google/gemini-2.5-flash,Gemini,wis,adversarial,0,0.0,1,0,parseable_fallback,True,True,2,2
ALGO,WIS_029,meta-llama/llama-3.1-8b-instruct,Llama,wis,adversarial,0,1.0,1,1,parseable_fallback,False,False,2,2
ALGO,WIS_029,openai/gpt-4o,GPT-4o,wis,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,WIS_029,openai/o4-mini,o4-mini,wis,adversarial,0,1.0,1,1,strict_compliant,True,True,2,2
