family,problem_id,model_short,p1_w3_drop,p1_w3_retention,p2_cci,p3_contam,triple_retrieval_agree,triple_computation_agree,triple_any_disagree
ALGO,SP_072,Gemini,1.0,0.0,0.0,0.0,False,False,True
ALGO,SP_072,Llama,0.0,,0.0,0.0,False,False,True
ALGO,SP_072,GPT-4o,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_072,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_073,Claude,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_073,Gemini,0.0,,0.0,0.0,False,False,True
ALGO,SP_073,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_073,GPT-4o,0.0,,0.0,0.0,False,False,True
ALGO,SP_073,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,WIS_001,Claude,1.0,0.0,,0.0,False,False,True
ALGO,WIS_001,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_001,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_001,GPT-4o,1.0,0.0,,0.0,False,False,True
ALGO,WIS_001,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_002,Claude,0.0,,,0.0,False,False,True
ALGO,WIS_002,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_002,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_002,GPT-4o,0.0,,,0.0,False,False,True
ALGO,WIS_002,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_003,Claude,0.0,,0.0,0.0,False,False,True
ALGO,WIS_003,Gemini,0.0,,0.0,0.0,False,False,True
ALGO,WIS_003,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_003,GPT-4o,0.0,,0.0,0.0,False,False,True
ALGO,WIS_003,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_004,Claude,0.0,,0.0,0.0,False,False,True
ALGO,WIS_004,Gemini,0.0,,0.0,0.0,False,False,True
ALGO,WIS_004,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_004,GPT-4o,0.0,,0.0,0.0,False,False,True
ALGO,WIS_004,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_005,Claude,0.0,,,0.0,False,False,True
ALGO,WIS_005,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_005,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_005,GPT-4o,0.0,,,0.0,False,False,True
ALGO,WIS_005,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_006,Claude,0.0,,,0.0,False,False,True
ALGO,WIS_006,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_006,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_006,GPT-4o,0.0,,,0.0,False,False,True
ALGO,WIS_006,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_007,Claude,0.0,,,0.0,False,False,True
ALGO,WIS_007,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_007,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_007,GPT-4o,1.0,0.0,,0.0,False,False,True
ALGO,WIS_007,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_009,Claude,0.0,,,0.5455,False,False,True
ALGO,WIS_009,Gemini,0.0,,,0.5455,False,False,True
ALGO,WIS_009,Llama,0.0,,,0.5455,False,False,True
ALGO,WIS_009,GPT-4o,0.0,,,0.5455,False,False,True
ALGO,WIS_009,o4-mini,1.0,0.0,,0.5455,False,False,True
ALGO,WIS_010,Claude,0.0,,,0.0,False,False,True
ALGO,WIS_010,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_010,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_010,GPT-4o,0.0,,,0.0,False,False,True
ALGO,WIS_010,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_012,Claude,0.0,,,0.5455,False,False,True
ALGO,WIS_012,Gemini,0.0,,,0.5455,False,False,True
ALGO,WIS_012,Llama,0.0,,,0.5455,False,False,True
ALGO,WIS_012,GPT-4o,0.0,,,0.5455,False,False,True
ALGO,WIS_012,o4-mini,1.0,0.0,,0.5455,False,False,True
ALGO,WIS_013,Claude,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_013,Gemini,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_013,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_013,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_013,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_014,Claude,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_014,Gemini,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_014,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_014,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_014,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_015,Claude,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_015,Gemini,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_015,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_015,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_015,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_016,Claude,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_016,Gemini,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_016,Llama,0.0,,0.0,0.0,False,False,True
ALGO,WIS_016,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_016,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_017,Claude,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_017,Gemini,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_017,Llama,0.0,,0.0,0.0,False,False,True
ALGO,WIS_017,GPT-4o,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_017,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_018,Claude,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_018,Gemini,1.0,0.0,0.6666666666666666,0.0,False,False,True
ALGO,WIS_018,Llama,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_018,GPT-4o,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_018,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_019,Claude,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_019,Gemini,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_019,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_019,GPT-4o,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_019,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_020,Claude,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_020,Gemini,1.0,0.0,0.6666666666666666,0.0,False,False,True
ALGO,WIS_020,Llama,0.0,,0.0,0.0,False,False,True
ALGO,WIS_020,GPT-4o,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_020,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_021,Claude,0.0,,,0.0,False,False,True
ALGO,WIS_021,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_021,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_021,GPT-4o,0.0,,,0.0,False,False,True
ALGO,WIS_021,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_022,Claude,0.0,,,0.0,False,False,True
ALGO,WIS_022,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_022,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_022,GPT-4o,0.0,,,0.0,False,False,True
ALGO,WIS_022,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_023,Claude,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_023,Gemini,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_023,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_023,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_023,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_024,Claude,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_024,Gemini,1.0,0.0,0.6666666666666666,0.0,False,False,True
ALGO,WIS_024,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_024,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_024,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_025,Claude,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_025,Gemini,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_025,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_025,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_025,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_026,Claude,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_026,Gemini,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_026,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_026,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_026,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_027,Claude,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_027,Gemini,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_027,Llama,0.0,,0.0,0.0,False,False,True
ALGO,WIS_027,GPT-4o,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_027,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_028,Claude,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_028,Gemini,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_028,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_028,GPT-4o,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,WIS_028,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_029,Claude,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_029,Gemini,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,WIS_029,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_029,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,WIS_029,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_030,Claude,0.0,,,0.0,False,False,True
ALGO,WIS_030,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_030,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_030,GPT-4o,0.0,,,0.0,False,False,True
ALGO,WIS_030,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_031,Claude,0.0,,,0.0,False,False,True
ALGO,WIS_031,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_031,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_031,GPT-4o,0.0,,,0.0,False,False,True
ALGO,WIS_031,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,WIS_032,Claude,0.0,,,0.0,False,False,True
ALGO,WIS_032,Gemini,0.0,,,0.0,False,False,True
ALGO,WIS_032,Llama,0.0,,,0.0,False,False,True
ALGO,WIS_032,GPT-4o,0.0,,,0.0,False,False,True
ALGO,WIS_032,o4-mini,1.0,0.0,,0.0,False,False,True
BW,BW_001,Claude,0.0,,0.0,0.0658,False,False,True
BW,BW_001,Gemini,0.0,,,0.0658,False,False,True
BW,BW_001,Llama,0.0,,0.0,0.0658,False,False,True
BW,BW_001,GPT-4o,0.0,,0.0,0.0658,False,False,True
BW,BW_001,o4-mini,1.0,0.0,,0.0658,False,False,True
BW,BW_001_W6,Llama,,,,,False,False,True
BW,BW_001_W6,GPT-4o,,,,,False,False,True
BW,BW_002,Claude,0.0,,,0.0714,False,False,True
BW,BW_002,Gemini,0.0,1.0,,0.0714,False,False,True
BW,BW_002,Llama,0.0,,,0.0714,False,False,True
BW,BW_002,GPT-4o,0.0,,,0.0714,False,False,True
BW,BW_002,o4-mini,0.0,1.0,,0.0714,False,False,True
BW,BW_010,Claude,0.0,,,0.0862,False,False,True
BW,BW_010,Gemini,1.0,0.0,,0.0862,False,False,True
BW,BW_010,Llama,0.0,,0.5,0.0862,False,False,True
BW,BW_010,GPT-4o,0.0,,0.0,0.0862,False,False,True
BW,BW_010,o4-mini,1.0,0.0,,0.0862,False,False,True
BW,BW_010_W6,Llama,,,,,False,False,True
BW,BW_010_W6,GPT-4o,,,,,False,False,True
BW,BW_011,Claude,0.0,,0.1,0.0568,False,False,True
BW,BW_011,Gemini,0.0,,,0.0568,False,False,True
BW,BW_011,Llama,0.0,,0.0,0.0568,False,False,True
BW,BW_011,GPT-4o,0.0,,0.0,0.0568,False,False,True
BW,BW_011,o4-mini,1.0,0.0,,0.0568,False,False,True
BW,BW_011_W6,Llama,,,,,False,False,True
BW,BW_011_W6,GPT-4o,,,,,False,False,True
BW,BW_014,Claude,0.0,,,0.1087,False,False,True
BW,BW_014,Gemini,0.0,,,0.1087,False,False,True
BW,BW_014,Llama,0.0,,,0.1087,False,False,True
BW,BW_014,GPT-4o,0.0,,,0.1087,False,False,True
BW,BW_014,o4-mini,0.0,1.0,,0.1087,False,False,True
BW,BW_022,Claude,0.0,,,0.0862,False,False,True
BW,BW_022,Gemini,1.0,0.0,,0.0862,False,False,True
BW,BW_022,Llama,0.0,,,0.0862,False,False,True
BW,BW_022,GPT-4o,0.0,,,0.0862,False,False,True
BW,BW_022,o4-mini,0.0,1.0,,0.0862,False,False,True
BW,BW_080,Claude,0.0,,,0.0781,False,False,True
BW,BW_080,Gemini,0.0,,,0.0781,False,False,True
BW,BW_080,Llama,0.0,,0.2,0.0781,False,False,True
BW,BW_080,GPT-4o,0.0,,0.0,0.0781,False,False,True
BW,BW_080,o4-mini,1.0,0.0,,0.0781,False,False,True
BW,BW_080_W6,Llama,,,,,False,False,True
BW,BW_080_W6,GPT-4o,,,,,False,False,True
BW,BW_120,Claude,0.0,,,0.0962,False,False,True
BW,BW_120,Gemini,1.0,0.0,,0.0962,False,False,True
BW,BW_120,Llama,0.0,,0.1111,0.0962,False,False,True
BW,BW_120,GPT-4o,0.0,,0.0,0.0962,False,False,True
BW,BW_120,o4-mini,1.0,0.0,,0.0962,False,False,True
BW,BW_120_W6,Llama,,,,,False,False,True
BW,BW_120_W6,GPT-4o,,,,,False,False,True
BW,BW_137,Claude,0.0,,,0.0532,False,False,True
BW,BW_137,Gemini,1.0,0.0,,0.0532,False,False,True
BW,BW_137,Llama,0.0,,0.0,0.0532,False,False,True
BW,BW_137,GPT-4o,0.0,,0.0,0.0532,False,False,True
BW,BW_137,o4-mini,1.0,0.0,,0.0532,False,False,True
BW,BW_137_W6,Llama,,,,,False,False,True
BW,BW_137_W6,GPT-4o,,,,,False,False,True
BW,BW_155,Claude,0.0,,,0.0862,False,False,True
BW,BW_155,Gemini,0.0,,,0.0862,False,False,True
BW,BW_155,Llama,0.0,,0.0833,0.0862,False,False,True
BW,BW_155,GPT-4o,0.0,,0.0,0.0862,False,False,True
BW,BW_155,o4-mini,1.0,0.0,,0.0862,False,False,True
BW,BW_155_W6,Llama,,,,,False,False,True
BW,BW_155_W6,GPT-4o,,,,,False,False,True
BW,BW_172,Claude,0.0,,,0.0532,False,False,True
BW,BW_172,Gemini,1.0,0.0,,0.0532,False,False,True
BW,BW_172,Llama,0.0,,0.1,0.0532,False,False,True
BW,BW_172,GPT-4o,0.0,,0.0,0.0532,False,False,True
BW,BW_172,o4-mini,1.0,0.0,,0.0532,False,False,True
BW,BW_172_W6,Llama,,,,,False,False,True
BW,BW_172_W6,GPT-4o,,,,,False,False,True
BW,BW_203,Claude,1.0,0.0,,0.0962,False,False,True
BW,BW_203,Gemini,0.0,1.0,,0.0962,False,False,True
BW,BW_203,Llama,0.0,,,0.0962,False,False,True
BW,BW_203,GPT-4o,0.0,,,0.0962,False,False,True
BW,BW_203,o4-mini,1.0,0.0,,0.0962,False,False,True
BW,BW_227,Claude,0.0,,,0.061,False,False,True
BW,BW_227,Gemini,0.0,,,0.061,False,False,True
BW,BW_227,Llama,0.0,,0.125,0.061,False,False,True
BW,BW_227,GPT-4o,0.0,,0.0,0.061,False,False,True
BW,BW_227,o4-mini,1.0,0.0,,0.061,False,False,True
BW,BW_227_W6,Llama,,,,,False,False,True
BW,BW_227_W6,GPT-4o,,,,,False,False,True
BW,BW_282,Claude,0.0,,,0.0862,False,False,True
BW,BW_282,Gemini,0.0,,,0.0862,False,False,True
BW,BW_282,Llama,0.0,,,0.0862,False,False,True
BW,BW_282,GPT-4o,0.0,,,0.0862,False,False,True
BW,BW_282,o4-mini,0.0,1.0,,0.0862,False,False,True
BW,BW_310,Claude,0.0,,,0.0794,False,False,True
BW,BW_310,Gemini,0.0,1.0,,0.0794,False,False,True
BW,BW_310,Llama,0.0,,,0.0794,False,False,True
BW,BW_310,GPT-4o,0.0,,,0.0794,False,False,True
BW,BW_310,o4-mini,1.0,0.0,,0.0794,False,False,True
BW,BW_331,Claude,0.0,,,0.1087,False,False,True
BW,BW_331,Gemini,0.0,,,0.1087,False,False,True
BW,BW_331,Llama,0.0,,,0.1087,False,False,True
BW,BW_331,GPT-4o,0.0,,,0.1087,False,False,True
BW,BW_331,o4-mini,1.0,0.0,,0.1087,False,False,True
BW,BW_350,Claude,0.0,,,0.0568,False,False,True
BW,BW_350,Gemini,1.0,0.0,,0.0568,False,False,True
BW,BW_350,Llama,0.0,,,0.0568,False,False,True
BW,BW_350,GPT-4o,0.0,,,0.0568,False,False,True
BW,BW_350,o4-mini,0.0,1.0,,0.0568,False,False,True
BW,BW_408,Claude,0.0,,,0.0658,False,False,True
BW,BW_408,Gemini,0.0,,,0.0658,False,False,True
BW,BW_408,Llama,0.0,,,0.0658,False,False,True
BW,BW_408,GPT-4o,0.0,,,0.0658,False,False,True
BW,BW_408,o4-mini,0.0,1.0,,0.0658,False,False,True
BW,BW_467,Claude,0.0,,0.0,0.0714,False,False,True
BW,BW_467,Gemini,0.0,,,0.0714,False,False,True
BW,BW_467,Llama,0.0,,0.0833,0.0714,False,False,True
BW,BW_467,GPT-4o,0.0,,0.0,0.0714,False,False,True
BW,BW_467,o4-mini,1.0,0.0,,0.0714,False,False,True
BW,BW_467_W6,Llama,,,,,False,False,True
BW,BW_467_W6,GPT-4o,,,,,False,False,True
BW,BW_495,Claude,0.0,,,0.0862,False,False,True
BW,BW_495,Gemini,0.0,,,0.0862,False,False,True
BW,BW_495,Llama,0.0,,,0.0862,False,False,True
BW,BW_495,GPT-4o,0.0,,,0.0862,False,False,True
BW,BW_495,o4-mini,1.0,0.0,,0.0862,False,False,True
BW,BW_496,Claude,0.0,,0.0,0.0532,False,False,True
BW,BW_496,Gemini,0.0,,,0.0532,False,False,True
BW,BW_496,Llama,0.0,,,0.0532,False,False,True
BW,BW_496,GPT-4o,0.0,,,0.0532,False,False,True
BW,BW_496,o4-mini,1.0,0.0,,0.0532,False,False,True
BW,BW_497,Claude,0.0,,,0.1087,False,False,True
BW,BW_497,Gemini,1.0,0.0,,0.1087,False,False,True
BW,BW_497,Llama,0.0,,,0.1087,False,False,True
BW,BW_497,GPT-4o,0.0,,,0.1087,False,False,True
BW,BW_497,o4-mini,1.0,0.0,,0.1087,False,False,True
BW,BW_498,Claude,0.0,,,0.0568,False,False,True
BW,BW_498,Gemini,0.0,,,0.0568,False,False,True
BW,BW_498,Llama,0.0,,,0.0568,False,False,True
BW,BW_498,GPT-4o,1.0,0.0,,0.0568,False,False,True
BW,BW_498,o4-mini,1.0,0.0,,0.0568,False,False,True
BW,BW_499,Claude,1.0,0.0,,0.0862,False,False,True
BW,BW_499,Gemini,1.0,0.0,,0.0862,False,False,True
BW,BW_499,Llama,0.0,,,0.0862,False,False,True
BW,BW_499,GPT-4o,0.0,,,0.0862,False,False,True
BW,BW_499,o4-mini,1.0,0.0,,0.0862,False,False,True
BW,BW_500,Claude,0.0,,,0.0658,False,False,True
BW,BW_500,Gemini,0.0,,,0.0658,False,False,True
BW,BW_500,Llama,0.0,,,0.0658,False,False,True
BW,BW_500,GPT-4o,0.0,,,0.0658,False,False,True
BW,BW_500,o4-mini,1.0,0.0,,0.0658,False,False,True
BW,BW_501,Claude,0.0,,,0.0658,False,False,True
BW,BW_501,Gemini,0.0,,,0.0658,False,False,True
BW,BW_501,Llama,0.0,,,0.0658,False,False,True
BW,BW_501,GPT-4o,0.0,,,0.0658,False,False,True
BW,BW_501,o4-mini,1.0,0.0,,0.0658,False,False,True
BW,BW_502,Claude,1.0,0.0,,0.0962,False,False,True
BW,BW_502,Gemini,0.0,,,0.0962,False,False,True
BW,BW_502,Llama,0.0,,,0.0962,False,False,True
BW,BW_502,GPT-4o,0.0,,,0.0962,False,False,True
BW,BW_502,o4-mini,1.0,0.0,,0.0962,False,False,True
BW,BW_503,Claude,0.0,,0.0,0.05,False,False,True
BW,BW_503,Gemini,0.0,,,0.05,False,False,True
BW,BW_503,Llama,0.0,,,0.05,False,False,True
BW,BW_503,GPT-4o,0.0,,,0.05,False,False,True
BW,BW_503,o4-mini,1.0,0.0,,0.05,False,False,True
BW,BW_504,Claude,0.0,,0.0,0.0714,False,False,True
BW,BW_504,Gemini,0.0,,,0.0714,False,False,True
BW,BW_504,Llama,0.0,,,0.0714,False,False,True
BW,BW_504,GPT-4o,0.0,,,0.0714,False,False,True
BW,BW_504,o4-mini,1.0,0.0,,0.0714,False,False,True
BW,BW_505,Claude,0.0,,,0.0862,False,False,True
BW,BW_505,Gemini,0.0,,,0.0862,False,False,True
BW,BW_505,Llama,1.0,0.0,0.0,0.0862,False,False,True
BW,BW_505,GPT-4o,0.0,,,0.0862,False,False,True
BW,BW_505,o4-mini,1.0,0.0,,0.0862,False,False,True
BW,BW_506,Claude,0.0,,,0.1087,False,False,True
BW,BW_506,Gemini,1.0,0.0,,0.1087,False,False,True
BW,BW_506,Llama,0.0,,,0.1087,False,False,True
BW,BW_506,GPT-4o,0.0,,,0.1087,False,False,True
BW,BW_506,o4-mini,1.0,0.0,,0.1087,False,False,True
BW,BW_507,Claude,0.0,,,0.1087,False,False,True
BW,BW_507,Gemini,1.0,0.0,,0.1087,False,False,True
BW,BW_507,Llama,0.0,,,0.1087,False,False,True
BW,BW_507,GPT-4o,1.0,0.0,,0.1087,False,False,True
BW,BW_507,o4-mini,1.0,0.0,,0.1087,False,False,True
BW,BW_508,Claude,1.0,0.0,,0.0862,False,False,True
BW,BW_508,Gemini,1.0,0.0,,0.0862,False,False,True
BW,BW_508,Llama,0.0,,,0.0862,False,False,True
BW,BW_508,GPT-4o,0.0,,,0.0862,False,False,True
BW,BW_508,o4-mini,1.0,0.0,,0.0862,False,False,True
BW,BW_509,Claude,0.0,,,0.0862,False,False,True
BW,BW_509,Gemini,1.0,0.0,,0.0862,False,False,True
BW,BW_509,Llama,0.0,,,0.0862,False,False,True
BW,BW_509,GPT-4o,0.0,,,0.0862,False,False,True
BW,BW_509,o4-mini,1.0,0.0,,0.0862,False,False,True
BW,BW_510,Claude,0.0,,0.0,0.0714,False,False,True
BW,BW_510,Gemini,0.0,,,0.0714,False,False,True
BW,BW_510,Llama,0.0,,,0.0714,False,False,True
BW,BW_510,GPT-4o,1.0,0.0,,0.0714,False,False,True
BW,BW_510,o4-mini,1.0,0.0,,0.0714,False,False,True
BW,BW_511,Claude,1.0,0.0,,0.0962,False,False,True
BW,BW_511,Gemini,1.0,0.0,,0.0962,False,False,True
BW,BW_511,Llama,0.0,,,0.0962,False,False,True
BW,BW_511,GPT-4o,1.0,0.0,,0.0962,False,False,True
BW,BW_511,o4-mini,1.0,0.0,,0.0962,False,False,True
BW,BW_512,Claude,0.0,,,0.0781,False,False,True
BW,BW_512,Gemini,1.0,0.0,,0.0781,False,False,True
BW,BW_512,Llama,0.0,,,0.0781,False,False,True
BW,BW_512,GPT-4o,0.0,,,0.0781,False,False,True
BW,BW_512,o4-mini,1.0,0.0,,0.0781,False,False,True
BW,BW_513,Claude,0.0,,,0.0714,False,False,True
BW,BW_513,Gemini,0.0,,,0.0714,False,False,True
BW,BW_513,Llama,0.0,,,0.0714,False,False,True
BW,BW_513,GPT-4o,0.0,,,0.0714,False,False,True
BW,BW_513,o4-mini,1.0,0.0,,0.0714,False,False,True
BW,BW_514,Claude,0.0,,0.0,0.0781,False,False,True
BW,BW_514,Gemini,1.0,0.0,,0.0781,False,False,True
BW,BW_514,Llama,0.0,,,0.0781,False,False,True
BW,BW_514,GPT-4o,0.0,,,0.0781,False,False,True
BW,BW_514,o4-mini,1.0,0.0,,0.0781,False,False,True
BW,BW_515,Claude,0.0,,,0.0781,False,False,True
BW,BW_515,Gemini,1.0,0.0,,0.0781,False,False,True
BW,BW_515,Llama,0.0,,,0.0781,False,False,True
BW,BW_515,GPT-4o,0.0,,,0.0781,False,False,True
BW,BW_515,o4-mini,1.0,0.0,,0.0781,False,False,True
BW,BW_E002,Claude,0.0,1.0,,0.1087,False,False,True
BW,BW_E002,Gemini,0.0,,,0.1087,False,False,True
BW,BW_E002,Llama,0.0,,,0.1087,False,False,True
BW,BW_E002,GPT-4o,0.0,,,0.1087,False,False,True
BW,BW_E002,o4-mini,0.0,1.0,,0.1087,False,False,True
BW,BW_E002_W6,Llama,,,,,False,False,True
BW,BW_E002_W6,GPT-4o,,,,,False,False,True
BW,BW_E015,Claude,1.0,0.0,,0.1282,False,False,True
BW,BW_E015,Gemini,0.0,,,0.1282,False,False,True
BW,BW_E015,Llama,0.0,,,0.1282,False,False,True
BW,BW_E015,GPT-4o,0.0,,,0.1282,False,False,True
BW,BW_E015,o4-mini,1.0,0.0,,0.1282,False,False,True
BW,BW_E015_W6,Llama,,,,,False,False,True
BW,BW_E015_W6,GPT-4o,,,,,False,False,True
BW,BW_E017,Claude,1.0,0.0,,0.1087,False,False,True
BW,BW_E017,Gemini,1.0,0.0,,0.1087,False,False,True
BW,BW_E017,Llama,0.0,,,0.1087,False,False,True
BW,BW_E017,GPT-4o,0.0,,,0.1087,False,False,True
BW,BW_E017,o4-mini,1.0,0.0,,0.1087,False,False,True
BW,BW_E017_W6,Llama,,,,,False,False,True
BW,BW_E017_W6,GPT-4o,,,,,False,False,True
BW,BW_E019,Claude,1.0,0.0,,0.1087,False,False,True
BW,BW_E019,Gemini,1.0,0.0,,0.1087,False,False,True
BW,BW_E019,Llama,0.0,,,0.1087,False,False,True
BW,BW_E019,GPT-4o,0.0,,,0.1087,False,False,True
BW,BW_E019,o4-mini,1.0,0.0,,0.1087,False,False,True
BW,BW_E019_W6,Llama,,,,,False,False,True
BW,BW_E019_W6,GPT-4o,,,,,False,False,True
BW,BW_E100,Claude,0.0,,,0.1087,False,False,True
BW,BW_E100,Gemini,0.0,,,0.1087,False,False,True
BW,BW_E100,Llama,0.0,,,0.1087,False,False,True
BW,BW_E100,GPT-4o,0.0,,,0.1087,False,False,True
BW,BW_E100,o4-mini,1.0,0.0,,0.1087,False,False,True
BW,BW_E100_W6,Llama,,,,,False,False,True
BW,BW_E100_W6,GPT-4o,,,,,False,False,True
BW,BW_E_001,Claude,0.0,,,0.0781,False,False,True
BW,BW_E_001,Gemini,1.0,0.0,,0.0781,False,False,True
BW,BW_E_001,Llama,0.0,,,0.0781,False,False,True
BW,BW_E_001,GPT-4o,0.0,,,0.0781,False,False,True
