bank,problem_id,variant,problem_family,problem_subtype,char_len_canonical,char_len_variant,char_similarity,n_tokens_canonical,n_tokens_variant,token_jaccard,text_identical_to_canonical,answer_identical_to_canonical,answer_expected,near_duplicate_vs_canonical,near_duplicate_w6_peer,near_dup_jaccard_floor,transform_status
ALGO,SP_032,W4,algorithmic,shortest_path,432,205,0.179,109,42,0.1149,False,True,identical,False,,0.85,transformed
ALGO,SP_032,W5,algorithmic,shortest_path,432,432,0.75,109,109,0.9516,False,False,different,False,,0.85,transformed
ALGO,SP_032,W6,algorithmic,shortest_path,432,283,0.1706,109,76,0.4286,False,False,different,False,SP_020,0.85,near_duplicate
ALGO,SP_033,W1,algorithmic,shortest_path,431,536,0.6122,109,124,0.5823,False,True,identical,False,,0.85,transformed
ALGO,SP_033,W2,algorithmic,shortest_path,431,178,0.1314,109,38,0.023,False,True,identical,False,,0.85,transformed
ALGO,SP_033,W3,algorithmic,shortest_path,431,539,0.6062,109,109,0.6579,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_033,W4,algorithmic,shortest_path,431,204,0.1291,109,42,0.1149,False,True,identical,False,,0.85,transformed
ALGO,SP_033,W5,algorithmic,shortest_path,431,431,0.6868,109,109,0.9677,False,False,different,False,,0.85,transformed
ALGO,SP_033,W6,algorithmic,shortest_path,431,282,0.1711,109,76,0.4211,False,False,different,False,SP_024,0.85,near_duplicate
ALGO,SP_034,W1,algorithmic,shortest_path,433,591,0.5,109,131,0.5172,False,True,identical,False,,0.85,transformed
ALGO,SP_034,W2,algorithmic,shortest_path,433,180,0.1533,109,38,0.023,False,True,identical,False,,0.85,transformed
ALGO,SP_034,W3,algorithmic,shortest_path,433,540,0.6105,109,109,0.68,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_034,W4,algorithmic,shortest_path,433,206,0.1815,109,42,0.1136,False,True,identical,False,,0.85,transformed
ALGO,SP_034,W5,algorithmic,shortest_path,433,433,0.8014,109,109,0.9365,False,False,different,False,,0.85,transformed
ALGO,SP_034,W6,algorithmic,shortest_path,433,284,0.1702,109,76,0.3625,False,False,different,False,SP_024,0.85,near_duplicate
ALGO,SP_035,W1,algorithmic,shortest_path,410,576,0.4625,102,123,0.5349,False,True,identical,False,,0.85,transformed
ALGO,SP_035,W2,algorithmic,shortest_path,410,161,0.1436,102,34,0.0244,False,True,identical,False,,0.85,transformed
ALGO,SP_035,W3,algorithmic,shortest_path,410,490,0.7111,102,102,0.7042,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_035,W4,algorithmic,shortest_path,410,196,0.1716,102,41,0.119,False,True,identical,False,,0.85,transformed
ALGO,SP_035,W5,algorithmic,shortest_path,410,410,0.8122,102,102,0.9344,False,False,different,False,,0.85,transformed
ALGO,SP_035,W6,algorithmic,shortest_path,410,273,0.1786,102,71,0.4,False,False,different,False,SP_019,0.85,near_duplicate
ALGO,SP_036,W1,algorithmic,shortest_path,431,589,0.5608,109,133,0.575,False,True,identical,False,,0.85,transformed
ALGO,SP_036,W2,algorithmic,shortest_path,431,178,0.1314,109,38,0.0235,False,True,identical,False,,0.85,transformed
ALGO,SP_036,W3,algorithmic,shortest_path,431,515,0.6406,109,109,0.6533,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_036,W4,algorithmic,shortest_path,431,204,0.1291,109,42,0.1163,False,True,identical,False,,0.85,transformed
ALGO,SP_036,W5,algorithmic,shortest_path,431,431,0.7216,109,109,0.9672,False,False,different,False,,0.85,transformed
ALGO,SP_036,W6,algorithmic,shortest_path,431,284,0.1706,109,76,0.4156,False,False,different,False,SP_028,0.85,near_duplicate
ALGO,SP_037,W1,algorithmic,shortest_path,500,666,0.1475,130,156,0.5529,False,True,identical,False,,0.85,transformed
ALGO,SP_037,W2,algorithmic,shortest_path,500,235,0.0163,130,50,0.0235,False,True,identical,False,,0.85,transformed
ALGO,SP_037,W3,algorithmic,shortest_path,500,625,0.3804,130,130,0.6892,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_037,W4,algorithmic,shortest_path,500,234,0.0926,130,45,0.1111,False,True,identical,False,,0.85,transformed
ALGO,SP_037,W5,algorithmic,shortest_path,500,500,0.49,130,130,0.9677,False,False,different,False,,0.85,transformed
ALGO,SP_037,W6,algorithmic,shortest_path,500,322,0.1484,130,91,0.4474,False,False,different,False,SP_029,0.85,near_duplicate
ALGO,SP_038,W1,algorithmic,shortest_path,591,759,0.123,158,172,0.6098,False,True,identical,False,,0.85,transformed
ALGO,SP_038,W2,algorithmic,shortest_path,591,310,0.0089,158,66,0.0213,False,True,identical,False,,0.85,transformed
ALGO,SP_038,W3,algorithmic,shortest_path,591,776,0.3131,158,158,0.6341,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_038,W4,algorithmic,shortest_path,591,273,0.0787,158,49,0.102,False,True,identical,False,,0.85,transformed
ALGO,SP_038,W5,algorithmic,shortest_path,591,591,0.5364,158,158,0.9697,False,False,different,False,,0.85,transformed
ALGO,SP_038,W6,algorithmic,shortest_path,591,373,0.1266,158,111,0.4268,False,False,different,False,SP_026,0.85,near_duplicate
ALGO,SP_039,W1,algorithmic,shortest_path,590,790,0.1116,158,189,0.5402,False,True,identical,False,,0.85,transformed
ALGO,SP_039,W2,algorithmic,shortest_path,590,309,0.0089,158,66,0.0215,False,True,identical,False,,0.85,transformed
ALGO,SP_039,W3,algorithmic,shortest_path,590,731,0.3422,158,158,0.6296,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_039,W4,algorithmic,shortest_path,590,272,0.0789,158,49,0.1031,False,True,identical,False,,0.85,transformed
ALGO,SP_039,W5,algorithmic,shortest_path,590,590,0.5559,158,158,0.9692,False,False,different,False,,0.85,transformed
ALGO,SP_039,W6,algorithmic,shortest_path,590,370,0.1271,158,111,0.4268,False,False,different,False,SP_021,0.85,near_duplicate
ALGO,SP_040,W1,algorithmic,shortest_path,544,758,0.1413,144,174,0.5109,False,True,identical,False,,0.85,transformed
ALGO,SP_040,W2,algorithmic,shortest_path,544,271,0.0098,144,58,0.0217,False,True,identical,False,,0.85,transformed
ALGO,SP_040,W3,algorithmic,shortest_path,544,704,0.3429,144,144,0.6582,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_040,W4,algorithmic,shortest_path,544,252,0.0854,144,47,0.1053,False,True,identical,False,,0.85,transformed
ALGO,SP_040,W5,algorithmic,shortest_path,544,544,0.6324,144,144,0.9692,False,False,different,False,,0.85,transformed
ALGO,SP_040,W6,algorithmic,shortest_path,544,345,0.1372,144,101,0.4625,False,False,different,False,SP_021,0.85,near_duplicate
ALGO,SP_042,W1,algorithmic,shortest_path,607,723,0.1609,165,181,0.5949,False,True,identical,False,,0.85,transformed
ALGO,SP_042,W2,algorithmic,shortest_path,607,322,0.028,165,70,0.022,False,True,identical,False,,0.85,transformed
ALGO,SP_042,W3,algorithmic,shortest_path,607,770,0.3544,165,165,0.6456,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_042,W4,algorithmic,shortest_path,607,276,0.0974,165,50,0.1042,False,True,identical,False,,0.85,transformed
ALGO,SP_042,W5,algorithmic,shortest_path,607,607,0.6639,165,165,0.9683,False,False,different,False,,0.85,transformed
ALGO,SP_042,W6,algorithmic,shortest_path,607,389,0.2349,165,116,0.45,False,False,different,False,SP_021,0.85,near_duplicate
ALGO,SP_044,W1,algorithmic,shortest_path,519,678,0.1855,137,160,0.6234,False,True,identical,False,,0.85,transformed
ALGO,SP_044,W2,algorithmic,shortest_path,519,250,0.0104,137,54,0.0235,False,True,identical,False,,0.85,transformed
ALGO,SP_044,W3,algorithmic,shortest_path,519,706,0.351,137,137,0.6986,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_044,W4,algorithmic,shortest_path,519,240,0.0896,137,46,0.1111,False,True,identical,False,,0.85,transformed
ALGO,SP_044,W5,algorithmic,shortest_path,519,519,0.6455,137,137,0.9672,False,False,different,False,,0.85,transformed
ALGO,SP_044,W6,algorithmic,shortest_path,519,332,0.1434,137,96,0.4474,False,False,different,False,SP_020,0.85,near_duplicate
ALGO,SP_045,W1,algorithmic,shortest_path,497,570,0.1668,130,136,0.5769,False,True,identical,False,,0.85,transformed
ALGO,SP_045,W2,algorithmic,shortest_path,497,232,0.0165,130,50,0.0238,False,True,identical,False,,0.85,transformed
ALGO,SP_045,W3,algorithmic,shortest_path,497,609,0.6438,130,130,0.6986,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_045,W4,algorithmic,shortest_path,497,231,0.0962,130,45,0.1124,False,True,identical,False,,0.85,transformed
ALGO,SP_045,W5,algorithmic,shortest_path,497,497,0.7203,130,130,0.9672,False,False,different,False,,0.85,transformed
ALGO,SP_045,W6,algorithmic,shortest_path,497,319,0.1495,130,91,0.4267,False,False,different,False,SP_020,0.85,near_duplicate
ALGO,SP_046,W1,algorithmic,shortest_path,541,697,0.1179,144,167,0.6203,False,True,identical,False,,0.85,transformed
ALGO,SP_046,W2,algorithmic,shortest_path,541,268,0.0148,144,58,0.0225,False,True,identical,False,,0.85,transformed
ALGO,SP_046,W3,algorithmic,shortest_path,541,674,0.5844,144,144,0.6842,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_046,W4,algorithmic,shortest_path,541,249,0.0886,144,47,0.1087,False,True,identical,False,,0.85,transformed
ALGO,SP_046,W5,algorithmic,shortest_path,541,541,0.6913,144,144,0.9677,False,False,different,False,,0.85,transformed
ALGO,SP_046,W6,algorithmic,shortest_path,541,345,0.1377,144,101,0.4231,False,False,different,False,SP_021,0.85,near_duplicate
ALGO,SP_047,W1,algorithmic,shortest_path,496,672,0.0959,130,154,0.5181,False,True,identical,False,,0.85,transformed
ALGO,SP_047,W2,algorithmic,shortest_path,496,231,0.0165,130,50,0.0238,False,True,identical,False,,0.85,transformed
ALGO,SP_047,W3,algorithmic,shortest_path,496,607,0.6238,130,130,0.7083,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_047,W4,algorithmic,shortest_path,496,230,0.0964,130,45,0.1136,False,True,identical,False,,0.85,transformed
ALGO,SP_047,W5,algorithmic,shortest_path,496,496,0.7137,130,130,0.9667,False,False,different,False,,0.85,transformed
ALGO,SP_047,W6,algorithmic,shortest_path,496,320,0.1495,130,91,0.4211,False,False,different,False,SP_020,0.85,near_duplicate
ALGO,SP_048,W1,algorithmic,shortest_path,541,570,0.1638,144,145,0.7042,False,True,identical,False,,0.85,transformed
ALGO,SP_048,W2,algorithmic,shortest_path,541,268,0.0148,144,58,0.0227,False,True,identical,False,,0.85,transformed
ALGO,SP_048,W3,algorithmic,shortest_path,541,674,0.3901,144,144,0.6711,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_048,W4,algorithmic,shortest_path,541,249,0.0886,144,47,0.1087,False,True,identical,False,,0.85,transformed
ALGO,SP_048,W5,algorithmic,shortest_path,541,541,0.6784,144,144,0.9677,False,False,different,False,,0.85,transformed
ALGO,SP_048,W6,algorithmic,shortest_path,541,348,0.1372,144,101,0.4615,False,False,different,False,SP_020,0.85,near_duplicate
ALGO,SP_049,W1,algorithmic,shortest_path,456,638,0.1097,116,133,0.4783,False,True,identical,False,,0.85,transformed
ALGO,SP_049,W2,algorithmic,shortest_path,456,199,0.0183,116,42,0.022,False,True,identical,False,,0.85,transformed
ALGO,SP_049,W3,algorithmic,shortest_path,456,551,0.4508,116,116,0.6795,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_049,W4,algorithmic,shortest_path,456,216,0.1012,116,43,0.1099,False,True,identical,False,,0.85,transformed
ALGO,SP_049,W5,algorithmic,shortest_path,456,456,0.5066,116,116,0.9091,False,False,different,False,,0.85,transformed
ALGO,SP_049,W6,algorithmic,shortest_path,456,297,0.162,116,81,0.4146,False,False,different,False,SP_024,0.85,near_duplicate
ALGO,SP_050,W1,algorithmic,shortest_path,432,583,0.4926,109,128,0.5181,False,True,identical,False,,0.85,transformed
ALGO,SP_050,W2,algorithmic,shortest_path,432,179,0.1342,109,38,0.0235,False,True,identical,False,,0.85,transformed
ALGO,SP_050,W3,algorithmic,shortest_path,432,507,0.6475,109,109,0.6892,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_050,W4,algorithmic,shortest_path,432,205,0.1381,109,42,0.1163,False,True,identical,False,,0.85,transformed
ALGO,SP_050,W5,algorithmic,shortest_path,432,432,0.6875,109,109,0.9355,False,False,different,False,,0.85,transformed
ALGO,SP_050,W6,algorithmic,shortest_path,432,284,0.1704,109,76,0.4103,False,False,different,False,SP_028,0.85,near_duplicate
ALGO,SP_051,W1,algorithmic,shortest_path,431,639,0.5009,109,140,0.4565,False,True,identical,False,,0.85,transformed
ALGO,SP_051,W2,algorithmic,shortest_path,431,178,0.1314,109,38,0.0233,False,True,identical,False,,0.85,transformed
ALGO,SP_051,W3,algorithmic,shortest_path,431,517,0.6371,109,109,0.6667,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_051,W4,algorithmic,shortest_path,431,204,0.1291,109,42,0.1163,False,True,identical,False,,0.85,transformed
ALGO,SP_051,W5,algorithmic,shortest_path,431,431,0.6659,109,109,0.9672,False,False,different,False,,0.85,transformed
ALGO,SP_051,W6,algorithmic,shortest_path,431,283,0.1709,109,76,0.4267,False,False,different,False,SP_040,0.85,near_duplicate
ALGO,SP_052,W1,algorithmic,shortest_path,454,627,0.4033,116,136,0.5294,False,True,identical,False,,0.85,transformed
ALGO,SP_052,W2,algorithmic,shortest_path,454,197,0.0707,116,42,0.0222,False,True,identical,False,,0.85,transformed
ALGO,SP_052,W3,algorithmic,shortest_path,454,551,0.4995,116,116,0.6538,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_052,W4,algorithmic,shortest_path,454,214,0.1557,116,43,0.1124,False,True,identical,False,,0.85,transformed
ALGO,SP_052,W5,algorithmic,shortest_path,454,454,0.7555,116,116,0.9375,False,False,different,False,,0.85,transformed
ALGO,SP_052,W6,algorithmic,shortest_path,454,297,0.1625,116,81,0.4051,False,False,different,False,SP_049,0.85,near_duplicate
ALGO,SP_053,W1,algorithmic,shortest_path,388,542,0.2,95,111,0.4938,False,True,identical,False,,0.85,transformed
ALGO,SP_053,W2,algorithmic,shortest_path,388,143,0.0226,95,30,0.0253,False,True,identical,False,,0.85,transformed
ALGO,SP_053,W3,algorithmic,shortest_path,388,462,0.5506,95,95,0.7246,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_053,W4,algorithmic,shortest_path,388,187,0.1217,95,40,0.122,False,True,identical,False,,0.85,transformed
ALGO,SP_053,W5,algorithmic,shortest_path,388,388,0.7655,95,95,0.9661,False,False,different,False,,0.85,transformed
ALGO,SP_053,W6,algorithmic,shortest_path,388,258,0.1889,95,66,0.4167,False,False,different,False,SP_019,0.85,near_duplicate
ALGO,SP_054,W1,algorithmic,shortest_path,431,572,0.1376,109,127,0.5556,False,True,identical,False,,0.85,transformed
ALGO,SP_054,W2,algorithmic,shortest_path,431,178,0.0197,109,38,0.0235,False,True,identical,False,,0.85,transformed
ALGO,SP_054,W3,algorithmic,shortest_path,431,522,0.4554,109,109,0.6533,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_054,W4,algorithmic,shortest_path,431,204,0.1102,109,42,0.1163,False,True,identical,False,,0.85,transformed
ALGO,SP_054,W5,algorithmic,shortest_path,431,431,0.7193,109,109,0.9672,False,False,different,False,,0.85,transformed
ALGO,SP_054,W6,algorithmic,shortest_path,431,283,0.1709,109,76,0.4189,False,False,different,False,SP_036,0.85,near_duplicate
ALGO,SP_055,W1,algorithmic,shortest_path,409,544,0.4953,102,120,0.494,False,True,identical,False,,0.85,transformed
ALGO,SP_055,W2,algorithmic,shortest_path,409,160,0.1406,102,34,0.0247,False,True,identical,False,,0.85,transformed
ALGO,SP_055,W3,algorithmic,shortest_path,409,497,0.6887,102,102,0.6901,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_055,W4,algorithmic,shortest_path,409,195,0.1755,102,41,0.1205,False,True,identical,False,,0.85,transformed
ALGO,SP_055,W5,algorithmic,shortest_path,409,409,0.7897,102,102,0.9661,False,False,different,False,,0.85,transformed
ALGO,SP_055,W6,algorithmic,shortest_path,409,272,0.1791,102,71,0.3867,False,False,different,False,SP_035,0.85,near_duplicate
ALGO,SP_056,W1,algorithmic,shortest_path,432,527,0.6507,109,119,0.5375,False,True,identical,False,,0.85,transformed
ALGO,SP_056,W2,algorithmic,shortest_path,432,179,0.1506,109,38,0.0235,False,True,identical,False,,0.85,transformed
ALGO,SP_056,W3,algorithmic,shortest_path,432,520,0.584,109,109,0.6757,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_056,W4,algorithmic,shortest_path,432,205,0.1758,109,42,0.1163,False,True,identical,False,,0.85,transformed
ALGO,SP_056,W5,algorithmic,shortest_path,432,432,0.7685,109,109,0.9355,False,False,different,False,,0.85,transformed
ALGO,SP_056,W6,algorithmic,shortest_path,432,282,0.1709,109,76,0.3947,False,False,different,False,SP_029,0.85,near_duplicate
ALGO,SP_057,W1,algorithmic,shortest_path,409,561,0.4928,102,121,0.5181,False,True,identical,False,,0.85,transformed
ALGO,SP_057,W2,algorithmic,shortest_path,409,160,0.1406,102,34,0.0244,False,True,identical,False,,0.85,transformed
ALGO,SP_057,W3,algorithmic,shortest_path,409,495,0.7102,102,102,0.6944,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_057,W4,algorithmic,shortest_path,409,195,0.1523,102,41,0.119,False,True,identical,False,,0.85,transformed
ALGO,SP_057,W5,algorithmic,shortest_path,409,409,0.7286,102,102,0.9667,False,False,different,False,,0.85,transformed
ALGO,SP_057,W6,algorithmic,shortest_path,409,271,0.1794,102,71,0.3867,False,False,different,False,SP_029,0.85,near_duplicate
ALGO,SP_058,W1,algorithmic,shortest_path,434,567,0.3556,109,124,0.6316,False,True,identical,False,,0.85,transformed
ALGO,SP_058,W2,algorithmic,shortest_path,434,181,0.052,109,38,0.0233,False,True,identical,False,,0.85,transformed
ALGO,SP_058,W3,algorithmic,shortest_path,434,566,0.452,109,109,0.7027,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_058,W4,algorithmic,shortest_path,434,207,0.1529,109,42,0.1149,False,True,identical,False,,0.85,transformed
ALGO,SP_058,W5,algorithmic,shortest_path,434,434,0.6774,109,109,0.9062,False,False,different,False,,0.85,transformed
ALGO,SP_058,W6,algorithmic,shortest_path,434,284,0.1699,109,76,0.35,False,False,different,False,SP_024,0.85,near_duplicate
ALGO,SP_059,W1,algorithmic,shortest_path,454,574,0.5195,116,133,0.5854,False,True,identical,False,,0.85,transformed
ALGO,SP_059,W2,algorithmic,shortest_path,454,197,0.1137,116,42,0.0222,False,True,identical,False,,0.85,transformed
ALGO,SP_059,W3,algorithmic,shortest_path,454,566,0.5608,116,116,0.6456,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_059,W4,algorithmic,shortest_path,454,214,0.1497,116,43,0.1111,False,True,identical,False,,0.85,transformed
ALGO,SP_059,W5,algorithmic,shortest_path,454,454,0.7775,116,116,0.9531,False,False,different,False,,0.85,transformed
ALGO,SP_059,W6,algorithmic,shortest_path,454,298,0.1622,116,81,0.425,False,False,different,False,SP_019,0.85,near_duplicate
ALGO,SP_060,W1,algorithmic,shortest_path,454,563,0.5801,116,122,0.561,False,True,identical,False,,0.85,transformed
ALGO,SP_060,W2,algorithmic,shortest_path,454,197,0.1137,116,42,0.0225,False,True,identical,False,,0.85,transformed
ALGO,SP_060,W3,algorithmic,shortest_path,454,602,0.4886,116,116,0.641,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_060,W4,algorithmic,shortest_path,454,214,0.1407,116,43,0.1124,False,True,identical,False,,0.85,transformed
ALGO,SP_060,W5,algorithmic,shortest_path,454,454,0.7225,116,116,0.9375,False,False,different,False,,0.85,transformed
ALGO,SP_060,W6,algorithmic,shortest_path,454,297,0.1625,116,81,0.4051,False,False,different,False,SP_029,0.85,near_duplicate
ALGO,SP_061,W1,algorithmic,shortest_path,432,601,0.453,109,121,0.4535,False,True,identical,False,,0.85,transformed
ALGO,SP_061,W2,algorithmic,shortest_path,432,179,0.1211,109,38,0.0233,False,True,identical,False,,0.85,transformed
ALGO,SP_061,W3,algorithmic,shortest_path,432,530,0.6195,109,109,0.68,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_061,W4,algorithmic,shortest_path,432,205,0.1319,109,42,0.1149,False,True,identical,False,,0.85,transformed
ALGO,SP_061,W5,algorithmic,shortest_path,432,432,0.6782,109,109,0.9516,False,False,different,False,,0.85,transformed
ALGO,SP_061,W6,algorithmic,shortest_path,432,284,0.1704,109,76,0.4211,False,False,different,False,SP_019,0.85,near_duplicate
ALGO,SP_062,W1,algorithmic,shortest_path,500,628,0.2057,130,145,0.5488,False,True,identical,False,,0.85,transformed
ALGO,SP_062,W2,algorithmic,shortest_path,500,235,0.0163,130,50,0.0235,False,True,identical,False,,0.85,transformed
ALGO,SP_062,W3,algorithmic,shortest_path,500,618,0.3828,130,130,0.6892,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_062,W4,algorithmic,shortest_path,500,234,0.0926,130,45,0.1111,False,True,identical,False,,0.85,transformed
ALGO,SP_062,W5,algorithmic,shortest_path,500,500,0.49,130,130,0.9677,False,False,different,False,,0.85,transformed
ALGO,SP_062,W6,algorithmic,shortest_path,500,321,0.1486,130,91,0.4359,False,False,different,False,SP_019,0.85,near_duplicate
ALGO,SP_063,W1,algorithmic,shortest_path,590,785,0.0727,158,188,0.5495,False,True,identical,False,,0.85,transformed
ALGO,SP_063,W2,algorithmic,shortest_path,590,309,0.0089,158,66,0.0211,False,True,identical,False,,0.85,transformed
ALGO,SP_063,W3,algorithmic,shortest_path,590,798,0.3084,158,158,0.6341,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_063,W4,algorithmic,shortest_path,590,272,0.0789,158,49,0.102,False,True,identical,False,,0.85,transformed
ALGO,SP_063,W5,algorithmic,shortest_path,590,590,0.5644,158,158,0.9697,False,False,different,False,,0.85,transformed
ALGO,SP_063,W6,algorithmic,shortest_path,590,371,0.127,158,111,0.4691,False,False,different,False,SP_021,0.85,near_duplicate
ALGO,SP_064,W1,algorithmic,shortest_path,501,656,0.1124,130,151,0.5476,False,True,identical,False,,0.85,transformed
ALGO,SP_064,W2,algorithmic,shortest_path,501,236,0.0163,130,50,0.0235,False,True,identical,False,,0.85,transformed
ALGO,SP_064,W3,algorithmic,shortest_path,501,629,0.3858,130,130,0.6892,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_064,W4,algorithmic,shortest_path,501,235,0.0924,130,45,0.1111,False,True,identical,False,,0.85,transformed
ALGO,SP_064,W5,algorithmic,shortest_path,501,501,0.481,130,130,0.9677,False,False,different,False,,0.85,transformed
ALGO,SP_064,W6,algorithmic,shortest_path,501,323,0.1481,130,91,0.4416,False,False,different,False,SP_019,0.85,near_duplicate
ALGO,SP_065,W1,algorithmic,shortest_path,500,695,0.2059,130,152,0.5476,False,True,identical,False,,0.85,transformed
ALGO,SP_065,W2,algorithmic,shortest_path,500,235,0.0163,130,50,0.0235,False,True,identical,False,,0.85,transformed
ALGO,SP_065,W3,algorithmic,shortest_path,500,671,0.3672,130,130,0.6892,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_065,W4,algorithmic,shortest_path,500,234,0.0926,130,45,0.1111,False,True,identical,False,,0.85,transformed
ALGO,SP_065,W5,algorithmic,shortest_path,500,500,0.49,130,130,0.9677,False,False,different,False,,0.85,transformed
ALGO,SP_065,W6,algorithmic,shortest_path,500,322,0.1484,130,91,0.4605,False,False,different,False,SP_019,0.85,near_duplicate
ALGO,SP_066,W1,algorithmic,shortest_path,518,719,0.1471,137,160,0.6026,False,True,identical,False,,0.85,transformed
ALGO,SP_066,W2,algorithmic,shortest_path,518,249,0.0104,137,54,0.0241,False,True,identical,False,,0.85,transformed
ALGO,SP_066,W3,algorithmic,shortest_path,518,677,0.3582,137,137,0.6944,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_066,W4,algorithmic,shortest_path,518,239,0.0898,137,46,0.1124,False,True,identical,False,,0.85,transformed
ALGO,SP_066,W5,algorithmic,shortest_path,518,518,0.6564,137,137,0.9667,False,False,different,False,,0.85,transformed
ALGO,SP_066,W6,algorithmic,shortest_path,518,333,0.1434,137,96,0.4286,False,False,different,False,SP_028,0.85,near_duplicate
ALGO,SP_068,W1,algorithmic,shortest_path,608,971,0.0798,165,209,0.5833,False,True,identical,False,,0.85,transformed
ALGO,SP_068,W2,algorithmic,shortest_path,608,323,0.0279,165,70,0.022,False,True,identical,False,,0.85,transformed
ALGO,SP_068,W3,algorithmic,shortest_path,608,841,0.2968,165,165,0.6456,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_068,W4,algorithmic,shortest_path,608,277,0.0972,165,50,0.1042,False,True,identical,False,,0.85,transformed
ALGO,SP_068,W5,algorithmic,shortest_path,608,608,0.6546,165,165,0.9683,False,False,different,False,,0.85,transformed
ALGO,SP_068,W6,algorithmic,shortest_path,608,383,0.2503,165,116,0.4625,False,False,different,False,SP_019,0.85,near_duplicate
ALGO,SP_069,W1,algorithmic,shortest_path,562,756,0.1184,151,180,0.5301,False,True,identical,False,,0.85,transformed
ALGO,SP_069,W2,algorithmic,shortest_path,562,285,0.0094,151,62,0.0233,False,True,identical,False,,0.85,transformed
ALGO,SP_069,W3,algorithmic,shortest_path,562,727,0.332,151,151,0.6667,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_069,W4,algorithmic,shortest_path,562,257,0.083,151,48,0.1087,False,True,identical,False,,0.85,transformed
ALGO,SP_069,W5,algorithmic,shortest_path,562,562,0.6192,151,151,0.9672,False,False,different,False,,0.85,transformed
ALGO,SP_069,W6,algorithmic,shortest_path,562,361,0.1322,151,106,0.443,False,False,different,False,SP_021,0.85,near_duplicate
ALGO,SP_070,W1,algorithmic,shortest_path,499,701,0.13,130,150,0.5443,False,True,identical,False,,0.85,transformed
ALGO,SP_070,W2,algorithmic,shortest_path,499,234,0.0109,130,50,0.0241,False,True,identical,False,,0.85,transformed
ALGO,SP_070,W3,algorithmic,shortest_path,499,612,0.4266,130,130,0.7083,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_070,W4,algorithmic,shortest_path,499,233,0.0929,130,45,0.1136,False,True,identical,False,,0.85,transformed
ALGO,SP_070,W5,algorithmic,shortest_path,499,499,0.6854,130,130,0.9667,False,False,different,False,,0.85,transformed
ALGO,SP_070,W6,algorithmic,shortest_path,499,323,0.1484,130,91,0.3974,False,False,different,False,SP_020,0.85,near_duplicate
ALGO,SP_071,W1,algorithmic,shortest_path,587,830,0.0861,158,196,0.4639,False,True,identical,False,,0.85,transformed
ALGO,SP_071,W2,algorithmic,shortest_path,587,306,0.009,158,66,0.022,False,True,identical,False,,0.85,transformed
ALGO,SP_071,W3,algorithmic,shortest_path,587,759,0.3507,158,158,0.6456,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_071,W4,algorithmic,shortest_path,587,269,0.0794,158,49,0.1053,False,True,identical,False,,0.85,transformed
ALGO,SP_071,W5,algorithmic,shortest_path,587,587,0.6388,158,158,0.9683,False,False,different,False,,0.85,transformed
ALGO,SP_071,W6,algorithmic,shortest_path,587,372,0.1272,158,111,0.4074,False,False,different,False,SP_021,0.85,near_duplicate
ALGO,SP_072,W1,algorithmic,shortest_path,497,619,0.086,130,146,0.5696,False,True,identical,False,,0.85,transformed
ALGO,SP_072,W2,algorithmic,shortest_path,497,232,0.0165,130,50,0.0238,False,True,identical,False,,0.85,transformed
ALGO,SP_072,W3,algorithmic,shortest_path,497,638,0.5903,130,130,0.7083,False,False,identical,False,,0.85,answer_mismatch
