source_file,problem_id,variant_type,model,superseded,replacement_file,reason
ALGO_P1_behavioral_llama.csv,SP_039,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_040,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_042,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_044,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_045,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_046,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_047,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_048,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_049,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_050,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_051,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_052,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_053,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_054,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_055,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_056,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_057,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_058,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_059,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_060,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_061,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_062,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_063,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_064,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_065,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_066,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_068,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_069,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_070,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_071,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_072,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_073,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_019,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_020,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_021,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_023,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_024,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_026,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_027,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_028,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_029,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_030,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_031,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_032,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_033,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_034,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_035,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_036,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_037,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_038,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_039,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_040,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_042,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_044,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_045,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_046,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_047,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_048,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_049,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_050,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_051,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_052,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_053,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_054,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_055,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_056,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_057,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_058,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_059,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_060,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_061,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_062,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_063,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_064,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_065,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_066,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_068,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_069,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_070,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_071,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_072,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_o1mini.csv,SP_073,W5,openai/o4-mini,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
