problem_id,model,in_paper_4model,problem_subtype,instance_type,VAR_canonical,VAR_W3,instance_contamination_score,ACI,greedy_succeeds,missing_core,missing_phase2,parse_failure_or_missing,instance_rank_pct,label,sig_w3,sig_cci,sig_contam,cci_present,vote_tuple,appendix_p75,appendix_floor,label_appendix,label_executed,pattern_kind
WIS_027,Llama,True,wis,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.4708333333333333,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
WIS_028,Llama,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_029,Llama,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
CC_01,Gemini,True,coin_change,adversarial,1.0,1.0,0.0,0.0,False,False,False,False,0.345,mixed,1,-1,-1,True,"(1,-1,-1)",0.0,0.0,mixed,mixed,conflict_full
CC_02,Gemini,True,coin_change,adversarial,1.0,1.0,0.0,0.3333333333333333,False,False,False,False,0.345,mixed,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,mixed,conflict_partial
CC_03,Gemini,True,coin_change,adversarial,1.0,1.0,0.0,0.0,False,False,False,False,0.345,mixed,1,-1,-1,True,"(1,-1,-1)",0.0,0.0,mixed,mixed,conflict_full
CC_04,Gemini,True,coin_change,adversarial,0.0,1.0,0.0,0.3333333333333333,False,False,False,False,0.345,mixed,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,mixed,conflict_partial
CC_05,Gemini,True,coin_change,adversarial,1.0,1.0,0.0,0.0,False,False,False,False,0.345,mixed,1,-1,-1,True,"(1,-1,-1)",0.0,0.0,mixed,mixed,conflict_full
CC_06,Gemini,True,coin_change,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.345,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
CC_07,Gemini,True,coin_change,adversarial,1.0,1.0,0.0,0.3333333333333333,True,False,False,False,0.345,mixed,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,mixed,conflict_partial
CC_08,Gemini,True,coin_change,adversarial,0.0,1.0,0.0,0.0,False,False,False,False,0.345,mixed,1,-1,-1,True,"(1,-1,-1)",0.0,0.0,mixed,mixed,conflict_full
CC_09,Gemini,True,coin_change,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.345,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
CC_10,Gemini,True,coin_change,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.345,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_003,Gemini,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_004,Gemini,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_005,Gemini,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_021,Gemini,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_023,Gemini,True,shortest_path,adversarial,1.0,1.0,0.5,0.6666666666666666,True,False,False,False,0.7386363636363636,mixed,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,mixed,conflict_partial
SP_027,Gemini,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_029,Gemini,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_030,Gemini,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_038,Gemini,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_039,Gemini,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_040,Gemini,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_042,Gemini,True,shortest_path,adversarial,0.0,1.0,0.0,0.3333333333333333,False,False,False,False,0.3113636363636363,mixed,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,mixed,conflict_partial
SP_045,Gemini,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_048,Gemini,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_062,Gemini,True,shortest_path,adversarial,1.0,0.0,0.5,0.0,True,False,False,False,0.7386363636363636,retrieval,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,retrieval,unanimous_retrieval
SP_063,Gemini,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_064,Gemini,True,shortest_path,adversarial,1.0,1.0,0.5,0.3333333333333333,False,False,False,False,0.7386363636363636,mixed,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,mixed,conflict_partial
SP_065,Gemini,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,False,0.7386363636363636,retrieval,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,retrieval,one_sided_or_neutral
SP_069,Gemini,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,False,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_070,Gemini,True,shortest_path,adversarial,1.0,1.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,1,-1,-1,True,"(1,-1,-1)",0.0,0.0,mixed,mixed,conflict_full
SP_071,Gemini,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_072,Gemini,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_073,Gemini,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
WIS_003,Gemini,True,wis,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.4708333333333333,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
WIS_004,Gemini,True,wis,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.4708333333333333,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
WIS_016,Gemini,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_017,Gemini,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_020,Gemini,True,wis,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_023,Gemini,True,wis,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_024,Gemini,True,wis,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_026,Gemini,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_027,Gemini,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_028,Gemini,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_029,Gemini,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
