problem_id,model,VAR_canonical,VAR_W3,ACI,instance_contamination_score,instance_rank_pct,greedy_succeeds,label_executed,label_appendix,ret_ok_canonical,ret_ok_w3,ret_ok_contam,ret_ok_greedy,comp_ok_w3,comp_ok_cci,comp_ok_contam,exec_vote_tuple,failure_signature,exec_three_unanimous_retrieval,exec_three_unanimous_computation,w3_in_asymmetric_gap
SP_048,Gemini,0.0,0.0,0.0,0.0,0.3113636363636363,True,mixed,mixed,False,True,False,True,False,False,True,"(-1,-1,1)",R:canonical | R:contam | C:w3 | C:cci,False,False,False
SP_063,Gemini,1.0,0.0,0.0,0.0,0.3113636363636363,True,mixed,mixed,True,True,False,True,False,False,True,"(-1,-1,1)",R:contam | C:w3 | C:cci,False,False,False
SP_064,Gemini,1.0,1.0,0.3333333333333333,0.5,0.7386363636363636,False,mixed,mixed,True,False,True,False,True,False,False,"(1,-1,-1)",R:w3 | R:greedy | C:cci | C:contam,False,False,False
SP_069,Gemini,1.0,0.0,0.6666666666666666,0.0,0.3113636363636363,False,mixed,mixed,True,True,False,False,False,True,True,"(-1,1,1)",R:contam | R:greedy | C:w3,False,False,False
SP_070,Gemini,1.0,1.0,0.0,0.0,0.3113636363636363,True,mixed,mixed,True,False,False,True,True,False,True,"(1,-1,1)",R:w3 | R:contam | C:cci,False,False,False
SP_071,Gemini,0.0,0.0,0.3333333333333333,0.0,0.3113636363636363,False,mixed,mixed,False,True,False,False,False,False,True,"(-1,-1,1)",R:canonical | R:contam | R:greedy | C:w3 | C:cci,False,False,False
SP_072,Gemini,1.0,0.0,0.0,0.0,0.3113636363636363,True,mixed,mixed,True,True,False,True,False,False,True,"(-1,-1,1)",R:contam | C:w3 | C:cci,False,False,False
SP_073,Gemini,0.0,0.0,0.0,0.0,0.3113636363636363,True,mixed,mixed,False,True,False,True,False,False,True,"(-1,-1,1)",R:canonical | R:contam | C:w3 | C:cci,False,False,False
WIS_003,Gemini,0.0,0.0,0.0,0.0,0.4708333333333333,True,mixed,mixed,False,True,False,True,False,False,True,"(-1,-1,1)",R:canonical | R:contam | C:w3 | C:cci,False,False,False
WIS_004,Gemini,0.0,0.0,0.0,0.0,0.4708333333333333,True,mixed,mixed,False,True,False,True,False,False,True,"(-1,-1,1)",R:canonical | R:contam | C:w3 | C:cci,False,False,False
WIS_016,Gemini,0.0,0.0,0.6666666666666666,0.0,0.4708333333333333,True,mixed,mixed,False,True,False,True,False,True,True,"(-1,1,1)",R:canonical | R:contam | C:w3,False,False,False
WIS_017,Gemini,0.0,0.0,0.3333333333333333,0.0,0.4708333333333333,True,mixed,mixed,False,True,False,True,False,False,True,"(-1,-1,1)",R:canonical | R:contam | C:w3 | C:cci,False,False,False
WIS_020,Gemini,1.0,0.0,0.6666666666666666,0.0,0.4708333333333333,True,mixed,mixed,True,True,False,True,False,True,True,"(-1,1,1)",R:contam | C:w3,False,False,False
WIS_023,Gemini,1.0,0.0,0.6666666666666666,0.0,0.4708333333333333,True,mixed,mixed,True,True,False,True,False,True,True,"(-1,1,1)",R:contam | C:w3,False,False,False
WIS_024,Gemini,1.0,0.0,0.6666666666666666,0.0,0.4708333333333333,True,mixed,mixed,True,True,False,True,False,True,True,"(-1,1,1)",R:contam | C:w3,False,False,False
WIS_026,Gemini,0.0,0.0,0.3333333333333333,0.0,0.4708333333333333,True,mixed,mixed,False,True,False,True,False,False,True,"(-1,-1,1)",R:canonical | R:contam | C:w3 | C:cci,False,False,False
WIS_027,Gemini,1.0,0.0,0.3333333333333333,0.0,0.4708333333333333,True,mixed,mixed,True,True,False,True,False,False,True,"(-1,-1,1)",R:contam | C:w3 | C:cci,False,False,False
WIS_028,Gemini,0.0,0.0,0.3333333333333333,0.0,0.4708333333333333,True,mixed,mixed,False,True,False,True,False,False,True,"(-1,-1,1)",R:canonical | R:contam | C:w3 | C:cci,False,False,False
WIS_029,Gemini,0.0,0.0,0.6666666666666666,0.0,0.4708333333333333,True,mixed,mixed,False,True,False,True,False,True,True,"(-1,1,1)",R:canonical | R:contam | C:w3,False,False,False
